year,tout_ADV ôté_VERB,tout_ADV noté_VERB
1964,7.909158661334459e-09,1.520992043424485e-08
1965,1.4227312661319047e-08,1.860494691641179e-08
1966,7.754704434148607e-09,1.9386761307416123e-08
1967,1.6763140209263838e-08,3.500538170442269e-08
1968,2.0211372131484495e-08,2.335536153363904e-08
1969,9.083515273289322e-09,1.3171097434927503e-08
1970,2.7592350626548523e-09,1.1036939723263473e-08
1971,1.0276794526475896e-08,2.3122789238883e-08
1972,1.128632298730281e-08,1.7442498556619057e-08
1973,6.064523994098181e-09,1.268036875501366e-08
1974,5.625571564138454e-09,1.912694358452427e-08
1975,2.8557400888473694e-09,1.770558810676448e-08
1976,3.9994687561772935e-09,1.9997344224975677e-08
1977,5.876781727920388e-09,1.9393379346865913e-08
1978,7.72276909088987e-09,1.6039596317796168e-08
1979,1.0533551808578068e-08,1.8726314721106974e-08
1980,8.527726080842513e-09,1.9898027447950994e-08
1981,3.795329828193417e-09,2.340453342242199e-08
1982,8.069752865935698e-09,1.6139506286982908e-08
1983,3.157658134966823e-09,2.273513821648976e-08
1984,4.639206796497319e-09,2.7255339318799088e-08
1985,6.015557829641693e-09,2.346067662362117e-08
1986,6.593933843390687e-09,2.8773530280634674e-08
1987,6.721898593298192e-09,2.3221103262471843e-08
1988,5.99655392008458e-09,2.6984492418336004e-08
1989,7.683371272548811e-09,1.7561990639514136e-08
1990,9.262707045820662e-09,2.2884334038852927e-08
1991,4.10302547493302e-09,1.75843961613964e-08
1992,1.1019888113139586e-08,1.8182815253453555e-08
1993,6.647049133334804e-09,2.492643363938285e-08
1994,7.384897138251745e-09,3.586950114708998e-08
1995,5.964695848348356e-09,2.1689803730851054e-08
1996,8.540947504798169e-09,2.5622842514394506e-08
1997,8.630809844589749e-09,2.2536004284923195e-08
1998,4.7681290027412615e-09,2.1933395211171103e-08
1999,5.941261704833778e-09,2.376504681933511e-08
2000,3.5344251969604557e-09,2.6949992459890382e-08
2001,6.571817756650944e-09,2.322042166880145e-08
2002,6.571832411594869e-09,2.9792305511477934e-08
2003,5.8336921959778465e-09,2.4584844382502524e-08
2004,5.726228824443069e-09,2.686922684347337e-08
2005,4.954124666056714e-09,3.2877373712381086e-08
2006,6.58862386870851e-09,2.4707340173790726e-08
2007,8.38840730210677e-09,3.674920989737984e-08
2008,5.5346713878634546e-09,3.278228533076799e-08
2009,5.721831008997924e-09,4.6251468432956244e-08
2010,7.558068837454357e-09,5.8575032657604e-08
2011,5.7359579308524644e-09,7.953861569376386e-08
2012,5.446804340891731e-09,7.285100878107187e-08
2013,1.4782362889320666e-08,9.510916737509589e-08
2014,1.277612682315521e-08,9.11652387469708e-08
2015,1.440773989003219e-08,8.467317957894238e-08
2016,1.5949318310504168e-08,8.492494174561216e-08
2017,8.804639684001359e-09,9.031044712060066e-08
2018,9.035133530232997e-09,9.577241216751631e-08
2019,1.3520234709574197e-08,9.260085592766032e-08
