year,petit_ADJ air_NOUN,petit_ADJ nerf_NOUN
1916,3.230313723179279e-07,1.867868548721674e-08
1917,3.728584374584898e-07,1.7546279096336548e-08
1918,3.9742860735714203e-07,4.594550517822427e-09
1919,4.649963329939055e-07,8.287063479883727e-09
1920,4.5054778752273705e-07,1.1358347151713133e-08
1921,4.657239571770333e-07,5.1494683683817044e-08
1922,5.016996169615595e-07,1.9182631483261048e-08
1923,5.881234983462491e-07,1.0615948120573648e-08
1924,5.504723503690911e-07,6.445812328337297e-09
1925,6.092990361139528e-07,9.898360353588487e-09
1926,6.409029538190225e-07,3.009457216762712e-08
1927,6.834474675088131e-07,8.919379901328739e-09
1928,5.107440301799215e-07,6.8556245125250825e-09
1929,5.837572985001316e-07,1.2254447234738564e-08
1930,5.272809175949078e-07,8.402882833991043e-09
1931,4.790250045516586e-07,5.7026783295555106e-09
1932,4.975629508408019e-07,5.4797681947604815e-09
1933,4.680030087911291e-07,4.588264879146209e-09
1934,4.00184774207446e-07,2.7557634396657704e-08
1935,4.595821110342513e-07,1.555876849579363e-08
1936,4.4861442916044325e-07,4.849885826274658e-09
1937,4.1298866904071474e-07,2.1404900851784703e-08
1938,4.0710773419050383e-07,1.0372171899142302e-08
1939,3.93057092651361e-07,1.070583532936098e-08
1940,5.375860041567648e-07,7.607348528892999e-09
1941,4.810949008060561e-07,0.0
1942,6.341502398754528e-07,0.0
1943,5.05162915942492e-07,2.6129116870166058e-08
1944,4.884042823505297e-07,0.0
1945,6.949427984181966e-07,8.714016175304096e-09
1946,5.763337185271666e-07,8.352662561605939e-09
1947,6.067723461455898e-07,2.3841741914054637e-09
1948,5.490303465194302e-07,2.609253058061256e-08
1949,5.340452275959251e-07,1.1780410202888447e-08
1950,5.860084115738573e-07,3.084254895924232e-08
1951,4.925567509417306e-07,3.518262503554581e-08
1952,6.284703317760432e-07,1.7926167217297007e-08
1953,5.45155671716202e-07,9.696444758233724e-09
1954,5.453075004879793e-07,2.834035384147171e-08
1955,4.786659815181338e-07,3.003394599687681e-08
1956,5.939097604823473e-07,4.360570571293465e-09
1957,4.5500445366997155e-07,9.718541527092839e-09
1958,5.037796313445142e-07,1.4062813857851353e-08
1959,4.642697888357361e-07,5.4255236969780185e-09
1960,5.30135821463773e-07,4.844583401109048e-09
1961,4.995726499146258e-07,4.86371165564492e-09
1962,5.12430062826752e-07,2.5367825617905737e-09
1963,5.619000376100303e-07,1.2932106496776896e-09
1964,5.262632498670428e-07,8.517555494247375e-09
1965,4.4925477027391025e-07,3.830430195250756e-09
1966,5.450449407362612e-07,8.308612464702492e-09
1967,4.881032396042428e-07,1.4347276167114842e-07
1968,5.308853587848716e-07,6.287982134978165e-09
1969,4.051248083669634e-07,8.629339909305145e-09
1970,4.115858871500677e-07,1.3336302728816918e-08
1971,5.503223974301363e-07,1.0790634275004152e-08
1972,4.663303627694404e-07,5.130146973897354e-09
1973,3.5284503496768593e-07,1.3783009622514442e-08
1974,3.707251607920625e-07,3.3753431161187564e-09
1975,3.3697733670123853e-07,2.8557400888473694e-09
1976,3.548100266925758e-07,2.856763492431469e-09
1977,3.196969373675529e-07,2.938390863960194e-09
1978,4.199998215881351e-07,2.3762365408686037e-09
1979,3.979342011461995e-07,3.5111840102075575e-09
1980,4.2922889065266645e-07,5.116635559687666e-09
1981,4.611325721270987e-07,1.138598904049104e-08
1982,3.929349077225197e-07,1.8622506869903077e-09
1983,4.117586058782763e-07,3.157658134966823e-09
1984,4.2564721525195637e-07,2.3196033982486597e-09
1985,3.9221438896674954e-07,1.8046674155058895e-09
1986,4.615753823600244e-07,5.994485463567401e-10
1987,3.941476904856245e-07,0.0
1988,3.747846051282977e-07,8.994830658082265e-09
1989,3.7154586607357487e-07,3.2928733073589456e-09
1990,4.5278289917405345e-07,1.089730194969718e-09
1991,3.9330430467998667e-07,6.447611611282156e-09
1992,4.176537800049118e-07,4.407955445095979e-09
1993,4.292885762424703e-07,4.4313659408601325e-09
1994,4.436213316694193e-07,2.1099706426497278e-09
1995,4.408452412008046e-07,5.4224509327127635e-09
1996,4.4359546791383764e-07,5.3380921904988554e-09
1997,3.8263257806647744e-07,3.3564261370244708e-09
1998,3.943242745663156e-07,6.1985677701770214e-09
1999,3.3453872561040043e-07,4.570201161957499e-10
2000,3.591859467633185e-07,1.7672125984802278e-09
2001,3.456776198618172e-07,2.6287270138425356e-09
2002,4.0219612174041686e-07,8.762443215459825e-09
2003,3.8544035874110705e-07,4.166922806803086e-09
2004,4.052407973631489e-07,3.083353905530828e-09
2005,4.3055845821982075e-07,9.007499190971657e-10
2006,4.513207443324063e-07,2.0589450144825605e-09
2007,5.752050356022664e-07,3.1955836310437746e-09
2008,7.322796022890543e-07,4.683183785214595e-09
2009,6.565800845237391e-07,1.811913086235961e-08
2010,9.334215178569139e-07,5.668551517068465e-09
2011,1.2106695521652e-06,8.795135231220996e-09
2012,1.2772756008416764e-06,9.531907485538227e-09
2013,1.3507732319339993e-06,8.08846234434668e-09
2014,1.340627136414696e-06,8.445236510112863e-09
2015,1.4882086816214724e-06,8.644644181043937e-09
2016,1.5145637917157728e-06,3.314144070287739e-09
2017,1.3669831560036982e-06,3.5218559180094644e-09
2018,1.495701781095704e-06,4.130346675790264e-09
2019,1.5211539903248195e-06,2.806086529805185e-09
