year,grand_ADJ air_NOUN,grand_ADJ nerf_NOUN
1840,1.6898784451768734e-06,8.66277645172886e-08
1841,1.3534515801438829e-06,1.1043343439709474e-07
1842,1.5039930758575792e-06,2.1533530336625972e-07
1843,1.4548721765095252e-06,5.221709122871232e-07
1844,1.3381112466959166e-06,4.8848195266515404e-08
1845,1.4932689964552992e-06,1.7242904393199865e-07
1846,2.7849862362927524e-06,6.966856602730331e-08
1847,1.1881271575475694e-06,5.069630315546192e-08
1848,1.3475746527547017e-06,6.436177407698196e-08
1849,1.418634951733111e-06,8.128032646936845e-08
1850,1.9341848656040384e-06,7.264225843073291e-08
1851,1.4001731187818223e-06,1.0512584935895575e-07
1852,1.8795944924931973e-06,2.64328133603442e-07
1853,1.9110182165604783e-06,1.6542251835005573e-07
1854,1.602342877049523e-06,8.053279965114513e-08
1855,2.5844783522188663e-06,5.890700194299825e-08
1856,1.7788821651265607e-06,7.351608832806278e-08
1857,2.039982746282476e-06,8.200935086577488e-08
1858,1.9873218661814462e-06,1.0129909355782729e-07
1859,2.1840330646227812e-06,1.26285896628886e-07
1860,2.2112376427685376e-06,1.0573294950688705e-07
1861,1.970801349671092e-06,1.0563758634507536e-07
1862,2.6764550966618117e-06,5.466763486339232e-08
1863,2.1327030026441207e-06,4.195481650981492e-08
1864,2.1624223336402792e-06,4.507044193413634e-08
1865,2.1402022412075894e-06,4.471502279557171e-08
1866,2.2177464416017756e-06,1.4158933669961016e-07
1867,2.2774245280743344e-06,1.2957005957048295e-07
1868,2.2318351966532646e-06,2.356319939167406e-07
1869,2.2708363758283667e-06,1.6066778663059722e-07
1870,2.1886864942644024e-06,9.575861614763426e-08
1871,1.7726745227264473e-06,5.013195725211972e-07
1872,2.4600576580269262e-06,1.9835272979662477e-07
1873,2.3638731363462284e-06,1.7538993368759748e-07
1874,2.7841679184348322e-06,7.229276999254353e-08
1875,2.2611475287703797e-06,8.582290700331896e-08
1876,2.2551635083800647e-06,1.07619065659037e-07
1877,2.3087918634701055e-06,3.327431095101474e-07
1878,2.2549957066075876e-06,7.669642343444139e-08
1879,2.267170657432871e-06,1.912218801081167e-07
1880,2.3316035822062986e-06,1.0781981796270657e-07
1881,2.3399734345730394e-06,5.787181450722656e-08
1882,2.5583301521692192e-06,4.6587696367339504e-08
1883,2.6623374651535414e-06,7.709593169424878e-08
1884,2.8123229185439413e-06,8.516189353713344e-08
1885,2.8128754365752684e-06,7.734763057820615e-08
1886,2.479420800227672e-06,8.841245602297931e-08
1887,2.568478976172628e-06,3.806362940395047e-07
1888,2.699199740163749e-06,8.306205501185104e-08
1889,2.5160788936773315e-06,1.917131893236501e-07
1890,2.784958724078024e-06,6.816562159173145e-08
1891,2.6147049538849387e-06,7.840290550120699e-08
1892,2.5262104372814065e-06,5.265550462318913e-08
1893,2.502780489521683e-06,1.0161387131724098e-07
1894,2.728566414589295e-06,5.230277566603547e-08
1895,2.5266142529289937e-06,3.370424250803694e-08
1896,2.5817191726673627e-06,3.007484750128242e-08
1897,2.6243517368129687e-06,1.3284907263155787e-07
1898,2.5406013719475595e-06,8.317781663436108e-08
1899,2.6162028916587587e-06,1.3100361506701574e-07
1900,2.611099716887111e-06,3.529916270395006e-08
1901,2.468545972078573e-06,8.662545175619485e-08
1902,2.0824513740080874e-06,1.1195446858458524e-07
1903,2.4862613372533815e-06,5.562226723654362e-08
1904,2.7383714495954337e-06,8.81438531052936e-08
1905,2.9627917683683336e-06,4.851113610815361e-08
1906,2.9707666726608295e-06,3.7038127231880935e-08
1907,2.4850219233485404e-06,3.3942766264338786e-08
1908,2.5730766992637655e-06,6.335691882242145e-08
1909,2.787348421406932e-06,4.5108066337729014e-08
1910,2.8286590350035112e-06,3.634022505139001e-08
1911,2.5771892069315072e-06,7.980561234077754e-08
1912,2.3744541977066547e-06,3.3340296468065134e-08
1913,2.8418721740308683e-06,2.75755464018701e-08
1914,2.618426833578269e-06,4.955590482413896e-08
1915,2.2242079467105214e-06,2.1912216741082347e-07
1916,2.494153932275367e-06,1.5602196423714076e-07
1917,2.706513441808056e-06,6.031533672512523e-08
1918,2.5086246751016006e-06,8.270190932080368e-08
1919,2.5966132852772716e-06,4.7880812870104705e-08
1920,2.498079311408219e-06,1.219129308616118e-07
1921,2.41267730416439e-06,7.87565702653481e-08
1922,2.5535034637869103e-06,5.533451685746371e-08
1923,2.2739361611456843e-06,4.458698299458774e-08
1924,2.4880835098883836e-06,2.707241186783449e-08
1925,2.2557262582267867e-06,1.1438105351757599e-07
1926,2.331772066099802e-06,1.0365909020038089e-07
1927,2.8073748126189457e-06,5.797597024681522e-08
1928,2.362905433983542e-06,1.9424270192303084e-08
1929,2.366222361160908e-06,4.901778738464202e-08
1930,2.028245944529772e-06,2.2057568216382606e-08
1931,1.9719861938938266e-06,1.0264820993199919e-08
1932,1.8105154140357627e-06,1.8631212128639163e-08
1933,1.8593943877931451e-06,1.0323596200123575e-08
1934,1.9350252387084765e-06,1.9170528275935794e-08
1935,1.8538871700002346e-06,5.744776476745983e-08
1936,1.8963053207698977e-06,4.4861444337129797e-08
1937,1.8206757204097812e-06,3.399601833375954e-08
1938,1.886438667497714e-06,3.1116513810047763e-08
1939,1.6379927956222673e-06,2.141167065872196e-08
1940,1.2780345741703059e-06,2.2822046474857416e-08
1941,1.7649985011303215e-06,2.9515025978810172e-09
1942,1.5929612118270597e-06,1.8205270180260413e-08
1943,1.7971026409213664e-06,4.3548528338988035e-08
1944,1.976109388124314e-06,3.2131861615880553e-09
1945,1.9192621039110236e-06,2.178504043826024e-09
1946,1.6357297454305808e-06,1.6705325123211878e-08
1947,1.7499838804724277e-06,2.5033829231801974e-08
1948,1.6492654140165541e-06,8.914948224081343e-08
1949,1.392051785842341e-06,7.460926498836784e-08
1950,1.4921412230251008e-06,1.361326300575172e-07
1951,1.4648766182290274e-06,2.484106591538193e-07
1952,1.327590780419996e-06,3.1634410646574906e-08
1953,1.4458476016443456e-06,4.740484094156727e-08
1954,1.3984499673824757e-06,4.9839932625417305e-08
1955,1.3092923154545133e-06,4.880516257799172e-08
1956,1.286368387809489e-06,1.0465370126055973e-08
1957,1.251041339855874e-06,1.4136060322300636e-08
1958,1.1399151844670996e-06,4.549733967351699e-08
1959,1.2664721680266666e-06,2.712761748568937e-08
1960,1.314958353759721e-06,2.353083289330371e-08
1961,1.3826836493535666e-06,2.014966149488373e-08
1962,1.2404866538417991e-06,1.2049717501572133e-08
1963,1.2026858939861995e-06,1.4225316924409981e-08
1964,1.222269247591612e-06,3.8329000195957974e-08
1965,1.1978303291471093e-06,7.387258316171597e-08
1966,1.5149369119171752e-06,2.714146662974315e-08
1967,1.1645452104858123e-06,8.726693700999988e-08
1968,1.3397893781075254e-06,1.5719955115400808e-08
1969,1.1022846138075693e-06,1.317109751819423e-08
1970,1.0255156439598068e-06,2.5292987260172595e-08
1971,1.165902403954533e-06,1.798439130951124e-08
1972,1.3533327773984638e-06,1.0773308467548759e-08
1973,9.581948461345746e-07,1.8193572426383753e-08
1974,8.48898764616024e-07,5.063014507644681e-09
1975,7.978937901498284e-07,1.4849848462006321e-08
1976,8.815972023512586e-07,3.9994687561772935e-09
1977,7.980669920470973e-07,4.7014254711541525e-09
1978,9.582173561284435e-07,3.5643548113029055e-09
1979,1.0047838259197306e-06,1.7555920051037788e-09
1980,9.636330560169881e-07,1.5349906457018392e-08
1981,9.640137932365178e-07,3.352541355639005e-08
1982,8.907765618459962e-07,8.069752865935698e-09
1983,9.826632094700471e-07,8.841442245000053e-09
1984,9.24361927445716e-07,7.538710988796993e-09
1985,8.331547860507271e-07,5.414002135495366e-09
1986,9.46529269185703e-07,5.3950369172106605e-09
1987,8.500146009282616e-07,8.555143260480236e-09
1988,8.311223496093589e-07,1.798966131616453e-08
1989,8.374874482797168e-07,1.0976244468885454e-08
1990,8.336435826095112e-07,7.083246433836621e-09
1991,8.628076670902374e-07,1.2309076868888269e-08
1992,8.90957949195581e-07,5.509944056569793e-09
1993,8.956898227552301e-07,1.1078414630105726e-08
1994,8.397682904615067e-07,5.2749266066243194e-09
1995,9.706186574476305e-07,5.422450821690461e-10
1996,9.314970839113812e-07,1.2811420813108043e-08
1997,8.645194498058117e-07,6.7128522740489416e-09
1998,8.84487974417425e-07,1.2397135540354043e-08
1999,9.222666221830877e-07,5.484241422104574e-09
2000,1.0068694109577336e-06,8.836062992401139e-10
2001,8.963959317043191e-07,8.762423842068046e-09
2002,9.980423101296765e-07,1.182929815213285e-08
2003,1.03339687029802e-06,7.5004612520857e-09
2004,8.518866252416046e-07,1.3654852804023676e-08
2005,9.773136753210565e-07,4.954124666056714e-09
2006,9.99000121737481e-07,5.7650457740976435e-09
2007,1.031374608828628e-06,9.98619897885078e-09
2008,1.3602519857158768e-06,7.237647453584017e-09
2009,1.1777435702242656e-06,2.2887323147813277e-08
2010,1.3538390248868382e-06,1.1809483002611643e-08
2011,1.7295825500696083e-06,1.567828442072816e-08
2012,1.950636715264409e-06,2.008509047968232e-08
2013,1.9389997305552242e-06,7.251725053780689e-09
2014,2.27696568799729e-06,7.362513626540945e-09
2015,2.3278473690879764e-06,1.4186082086808938e-08
2016,2.615895255075884e-06,8.906761828075815e-09
2017,1.7408029862053809e-06,8.804639684001359e-09
2018,2.192697820646572e-06,5.937373537268087e-09
2019,2.161707016057335e-06,6.12237061048404e-09
