year,tout_DET air_NOUN,tout_DET nerf_NOUN
1865,3.765475320438583e-08,3.2006540973128494e-08
1866,4.427707916976331e-08,3.065336073859726e-08
1867,2.426405742994575e-08,1.7955402498159856e-08
1868,1.877152078222366e-08,1.778354707937524e-08
1869,3.7114745499167157e-08,2.3929243919695864e-08
1870,2.9243648835830527e-08,3.268407766654491e-08
1871,1.0621176826930423e-08,2.3366589552153982e-08
1872,4.354084193192165e-08,5.624025511963282e-08
1873,3.3521626696675355e-08,2.993002246043375e-08
1874,3.10679680870507e-08,2.2703514068744823e-08
1875,1.4875970122396609e-08,2.803548326824057e-08
1876,4.0508298493335815e-08,3.204387999389269e-08
1877,2.4120783148617875e-08,1.9791411176584006e-08
1878,1.811726657585666e-08,1.6305539807248692e-08
1879,4.887460258728993e-08,2.3215435684953434e-08
1880,2.5671384795700192e-08,1.6044615636090498e-08
1881,2.9284531355422416e-08,1.4642265622200057e-08
1882,2.5956001570293097e-08,2.3293847961625147e-08
1883,2.654122283063387e-08,2.211768546089843e-08
1884,3.4328825115892414e-08,4.2250860587955685e-08
1885,4.447488510805897e-08,1.8047780159236027e-08
1886,1.4842967244188543e-08,3.2267318483825136e-08
1887,2.285123695822122e-08,5.8760321608453125e-09
1888,2.346027505595316e-08,1.4583413587843097e-08
1889,4.51089832154139e-08,1.50363277384713e-08
1890,4.0637195386494795e-08,1.376421138177264e-08
1891,2.1672347472190268e-08,1.1473596295275001e-08
1892,2.1312942521944933e-08,1.2537024529635232e-08
1893,1.4780199342201428e-08,2.52495075958592e-08
1894,3.7179083589578e-08,1.1972924429670684e-08
1895,1.5648397910794642e-08,2.347259631108045e-08
1896,2.2998413173880294e-08,1.47425724961181e-08
1897,1.5732126934508983e-08,2.680288258005703e-08
1898,1.69750646872302e-08,1.4711722506888236e-08
1899,9.949641111006713e-09,2.8743407654019393e-08
1900,1.1939422339679595e-08,2.9069898266342875e-08
1901,2.2913829500481597e-08,1.1736351501756559e-08
1902,3.83002145554201e-08,2.307833368853096e-08
1903,2.7001100910695186e-08,5.940242298052567e-09
1904,2.20359632763234e-08,1.1286712897629059e-08
1905,1.341797323251015e-08,3.6125313851442797e-09
1906,1.3374879426208963e-08,1.7490227488536902e-08
1907,1.337139288182243e-08,2.314279556880905e-08
1908,2.062783477363439e-08,8.840500331785961e-09
1909,1.3752459171456621e-08,1.5952851484257735e-08
1910,3.046165797382372e-08,1.1757131490597317e-08
1911,9.576673454247953e-09,1.4365010292394231e-08
1912,1.7712032729377825e-08,1.4586379659675686e-08
1913,2.8636144122629048e-08,6.363587878865928e-09
1914,1.674185973188358e-08,1.674185973188358e-08
1915,2.1205371680821372e-08,1.64930663570928e-08
1916,3.2962386153911893e-09,3.296238548777808e-08
1917,1.0966424213165737e-08,3.3995915416085154e-08
1918,1.9526840588923733e-08,1.2635013924011673e-08
1919,3.867296449744373e-08,2.6702760502761436e-08
1920,4.240449769099541e-08,1.590168663412328e-08
1921,1.741731914250977e-08,2.3475517640925148e-08
1922,1.0329110011753073e-08,9.591316185719734e-09
1923,2.44166811214086e-08,1.5923922180860473e-08
1924,1.5469949654622894e-08,3.867487330388997e-09
1925,2.3096174084358267e-08,8.798542117105512e-09
1926,1.5604593173179637e-08,2.675073285107743e-08
1927,3.34476758512281e-08,2.3413373018144057e-08
1928,1.7139061725401916e-08,1.1426041224282812e-09
1929,3.342121956961819e-08,8.912325100141061e-09
1930,2.520864939015155e-08,1.05036033204442e-08
1931,7.983749661377715e-09,1.0264820993199919e-08
1932,2.301502632917618e-08,2.6302887423668153e-08
1933,9.176529758292418e-09,1.3764794637438627e-08
1934,1.9170528275935794e-08,2.6359476379411717e-08
1935,1.795242710045386e-08,1.795242532409702e-08
1936,1.2124715009775855e-08,1.4549657034734764e-08
1937,2.2664012888640173e-08,1.0072894407464617e-08
1938,7.779128452511941e-09,1.1668693344901726e-08
1939,1.8352860564618823e-08,1.5294050470515685e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,3.541802984230458e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.322588166236983e-08,5.806470415592457e-09
1944,9.639558484764166e-09,0.0
1945,3.0499055725385915e-08,4.357008087652048e-09
1946,4.1763311919851276e-08,9.744772988540262e-09
1947,2.6225916327504706e-08,1.0728784083369192e-08
1948,1.195907639583993e-08,1.5220642746172075e-08
1949,1.5707213085747185e-08,1.4725512142987895e-08
1950,2.0207187478860078e-08,2.1270722960764488e-09
1951,3.1984203729962246e-08,3.1984206394497505e-09
1952,1.4762725264461096e-08,2.1089607837865287e-09
1953,1.508335856215126e-08,8.619062019654677e-09
1954,1.8567819282111486e-08,1.07497895029951e-08
1955,2.3464020060259827e-08,1.2201290200408721e-08
1956,1.0465370126055973e-08,7.849027428008526e-09
1957,1.8553580005686854e-08,3.534015080575159e-09
1958,4.9633461784992505e-09,5.790570245522986e-09
1959,2.8677767716089875e-08,4.650448914844674e-09
1960,7.61291657491725e-09,7.61291657491725e-09
1961,3.265634918037108e-08,6.25334317660986e-09
1962,1.5220695481765745e-08,1.0147130247162295e-08
1963,2.0691370394843034e-08,5.819448034571906e-09
1964,1.0342745992986124e-08,2.4335873316516654e-09
1965,2.517140029745235e-08,5.47204326295514e-09
1966,2.1602390987141007e-08,4.985167390003653e-09
1967,2.3665610304757223e-08,3.451234797946512e-09
1968,2.290622025391542e-08,7.635406862327443e-09
1969,2.089208669953102e-08,5.904285060864822e-09
1970,2.1614008027803777e-08,9.19745013483464e-09
1971,4.162101840954335e-08,2.569198631618974e-09
1972,3.5398013853438215e-08,4.104117490300041e-09
1973,3.528450381873327e-08,8.821126051827832e-09
1974,2.644018703978901e-08,2.812785782069227e-09
1975,3.426888195434685e-08,2.2845920710778955e-09
1976,4.513686113760684e-08,0.0
1977,4.466354291965402e-08,2.9383909749824966e-09
1978,2.1386128867817433e-08,2.9702956760857546e-09
1979,1.872631405497316e-08,1.111874914361266e-08
1980,2.785723873799384e-08,6.253665585376211e-09
1981,1.4548763582755697e-08,3.795329828193417e-09
1982,1.1794254461960918e-08,4.345251602977385e-09
1983,1.0736036948344463e-08,3.157658134966823e-09
1984,1.0438215014563212e-08,1.1598016991243298e-09
1985,1.2632671464452017e-08,6.015557829641693e-09
1986,2.577628693822831e-08,2.3977941854269602e-09
1987,2.0165696001939182e-08,3.6664901115202042e-09
1988,9.594486038988492e-09,8.395175221664886e-09
1989,1.3720305114262032e-08,1.6464366536794728e-09
1990,1.3076762006569709e-08,2.1794604454505873e-09
1991,1.934283488935762e-08,1.7584395606284886e-09
1992,1.046889380740268e-08,2.2039776670368383e-09
1993,1.3294098266669607e-08,2.7696036575264316e-09
1994,1.0549853324270941e-08,2.637463358823311e-09
1995,1.030265628365612e-08,1.626735190995987e-09
1996,1.3345230698291743e-08,4.270473752399084e-09
1997,1.102825741838842e-08,1.438468344439059e-09
1998,8.105819682135973e-09,1.9072516899143466e-09
1999,1.782378400427831e-08,9.140402323914998e-10
2000,1.899753554468475e-08,1.3254094488601709e-09
2001,1.358175633070502e-08,8.762423564512289e-10
2002,1.6210519815373914e-08,3.504977197366088e-09
2003,1.6250998768896352e-08,2.0834614589126943e-09
2004,1.805964400247717e-08,2.642874724623212e-09
2005,1.306087415997581e-08,3.602999676388663e-09
2006,1.1118302722934459e-08,5.353256948836815e-09
2007,1.1184542181297275e-08,7.988958827809256e-09
2008,1.1920830711442676e-08,2.1287198670449925e-09
2009,1.7165493915172192e-08,1.430457752249481e-09
2010,2.172944801870358e-08,1.8895172648747405e-09
2011,1.453109355065152e-08,9.942327183765087e-09
2012,2.2468068627823357e-08,5.10637893080812e-09
2013,2.2870825233667347e-08,1.9523875849358774e-09
2014,1.818974029732523e-08,2.5985341933765227e-09
2015,3.2361999857677404e-08,3.3248630099125265e-09
2016,2.1127668059506277e-08,5.592618063099408e-09
2017,1.660303478034919e-08,2.7671724078803805e-09
2018,2.349134664569874e-08,3.3559066636712487e-09
2019,3.061185260833099e-08,2.04079020349468e-09
