year,bien_ADV avoir_VERB,bien_ADV savoir_VERB
1949,2.7153844257554738e-06,1.042566282194457e-06
1950,2.7854011932504363e-06,1.022058199851017e-06
1951,2.9286870812939014e-06,1.0704047781473491e-06
1952,3.033740085811587e-06,9.184524287775275e-07
1953,2.9412549338303506e-06,9.674896546130185e-07
1954,2.8643303267017473e-06,1.0808424804054084e-06
1955,2.8288222893024795e-06,1.0070757525681984e-06
1956,2.836115299942321e-06,9.706631090011797e-07
1957,2.8007068522128975e-06,8.879213169166178e-07
1958,2.676898020581575e-06,1.0530566214583814e-06
1959,2.723612851696089e-06,1.0393753200332867e-06
1960,2.7295766358292894e-06,1.0644241683621658e-06
1961,2.836933390426566e-06,1.111010647036892e-06
1962,2.7955343284702394e-06,1.1092081422248157e-06
1963,2.7086296086054062e-06,9.867196695267921e-07
1964,3.0060887183935847e-06,1.1474364782770863e-06
1965,2.8881445359729696e-06,9.93175831354165e-07
1966,2.8598242352018133e-06,9.488434784543642e-07
1967,2.5903982532327063e-06,1.0550918432272738e-06
1968,2.7900675831915578e-06,9.319687706010882e-07
1969,2.4807081899780314e-06,8.60208899666759e-07
1970,2.4782530090305954e-06,9.427386089555512e-07
1971,2.5275776351918466e-06,9.911968845699448e-07
1972,2.4419498458883027e-06,9.029058674059343e-07
1973,2.5244960397685645e-06,9.140891847891908e-07
1974,2.4437483716610586e-06,8.314594879266224e-07
1975,2.4199541712732753e-06,8.007495466699766e-07
1976,2.3968245841388125e-06,9.033086030285631e-07
1977,2.378333647357067e-06,9.103135312216182e-07
1978,2.4160385692084674e-06,9.255441568711831e-07
1979,2.5590679797460325e-06,9.012039186018228e-07
1980,2.348535645069205e-06,1.0039975677500479e-06
1981,2.3961181341292104e-06,8.558468493902183e-07
1982,2.456308720866218e-06,9.019501021612086e-07
1983,2.3739273729006527e-06,8.56988378927781e-07
1984,2.3572970349050593e-06,8.147607104547205e-07
1985,2.5102924610109767e-06,8.036785743570363e-07
1986,2.542860784160439e-06,9.657115924710524e-07
1987,2.4987130018416792e-06,8.041835144467768e-07
1988,2.3668396806897363e-06,8.119333756440028e-07
1989,2.352757974222186e-06,8.632816275166988e-07
1990,2.193082082158071e-06,8.276500693682465e-07
1991,2.413751417407184e-06,9.542465022605029e-07
1992,2.373132929278654e-06,7.184967216744553e-07
1993,2.3065260847943136e-06,8.270036460089614e-07
1994,2.3230777514982037e-06,8.835502285364782e-07
1995,2.205852979386691e-06,7.786639457663114e-07
1996,2.2766962501918897e-06,7.638810188836942e-07
1997,2.2607928258366883e-06,7.288239771696681e-07
1998,2.162823420803761e-06,8.263168069788662e-07
1999,2.2078640995459864e-06,7.700788842157635e-07
2000,2.0610116280295188e-06,7.329514346565702e-07
2001,2.157308699679561e-06,7.741601280031318e-07
2002,2.1516177639568923e-06,7.277208737832552e-07
2003,2.158049483114155e-06,6.817085704824422e-07
2004,2.159669065804337e-06,8.360293577425182e-07
2005,2.1185637706366833e-06,7.57080329094606e-07
2006,2.2055419321986847e-06,7.906348855613032e-07
2007,2.224126092187362e-06,9.47889986946393e-07
2008,2.2300469026959036e-06,9.75379407464061e-07
2009,2.231990947620943e-06,1.0084727364301216e-06
2010,2.4814085008983966e-06,1.2513327192209545e-06
2011,2.4389294139837148e-06,1.3708939832213218e-06
2012,2.784678827083553e-06,1.646637088015268e-06
2013,3.026200602107565e-06,1.7571487660461571e-06
2014,3.060856670344947e-06,1.9218325633119093e-06
2015,3.0602038805227494e-06,1.8342161638429388e-06
2016,3.0450769372691866e-06,1.8762198124022689e-06
2017,2.7467960990179563e-06,1.5662195664845058e-06
2018,3.1220258733810624e-06,1.8034126014754293e-06
2019,3.0124615477689076e-06,1.7163046095447498e-06
