year,en_ADP or_NOUN,en_ADP sorts_NOUN
1847,8.276440894405823e-06,1.0786447290911383e-09
1848,6.6855791374109685e-06,1.6090443422100975e-09
1849,5.945194970990997e-06,5.02764896381791e-09
1850,7.818886842869688e-06,6.788996032014438e-10
1851,7.19241415936267e-06,1.9348316282474798e-09
1852,8.220215022447519e-06,3.906327261660181e-09
1853,8.5852489064564e-06,7.166318205520383e-09
1854,7.341993295995053e-06,2.0782657816909023e-09
1855,7.917419679870363e-06,2.1227748447927297e-09
1856,8.091428753687069e-06,0.0
1857,8.515304216416553e-06,1.9526036343364694e-09
1858,8.358888408110943e-06,1.468102750479261e-09
1859,7.205934707599226e-06,1.5276520048956854e-09
1860,8.530039849574678e-06,4.119465657481669e-09
1861,8.377909580303822e-06,0.0
1862,9.247414709534496e-06,4.9697850279528666e-09
1863,7.2911475399450865e-06,3.496234635136375e-09
1864,7.302370704564964e-06,9.589455896019672e-10
1865,7.4099853009101935e-06,9.41368871743009e-10
1866,8.710906513442751e-06,1.9462451650298362e-09
1867,9.209665222442709e-06,0.0
1868,8.792975677351933e-06,4.93987406535723e-10
1869,6.798835329391295e-06,2.9301114867763545e-09
1870,7.445089067914523e-06,1.1468097582678638e-09
1871,6.073189069866203e-06,2.1242354542039266e-09
1872,7.06631590219331e-06,6.047339295989218e-10
1873,8.139169949572533e-06,4.190203295451056e-09
1874,7.414490028168075e-06,1.7923826867161097e-09
1875,7.726350304437801e-06,0.0
1876,7.484966317861108e-06,1.813804439976252e-09
1877,9.371233318233863e-06,6.184815992682502e-10
1878,1.0096752703248058e-05,1.8117265465633636e-09
1879,9.032026355271228e-06,6.109325489944695e-09
1880,7.997919965418987e-06,1.9253538763308597e-09
1881,1.044342207023874e-05,6.972507571312292e-10
1882,7.564510724478168e-06,6.655385131892899e-10
1883,9.607290849089622e-06,6.319338941018771e-10
1884,7.816409379302058e-06,3.9610181801208455e-09
1885,9.4944216471049e-06,1.2891271383708158e-09
1886,9.35300522542093e-06,3.2267319927115068e-09
1887,7.971164450282231e-06,2.6115698492645834e-09
1888,8.393071766477078e-06,0.0
1889,8.273739695141558e-06,1.2530273485467092e-09
1890,7.080048362695379e-06,1.3108772956016423e-09
1891,8.761365279497113e-06,1.2748440081367107e-09
1892,9.089342711376958e-06,6.268512375839919e-10
1893,9.538771337247454e-06,1.2316833108982905e-09
1894,1.042841722664889e-05,0.0
1895,9.170563316729385e-06,6.018614495673091e-10
1896,9.294896699429955e-06,0.0
1897,1.0751451554824598e-05,1.1653427112179315e-09
1898,8.204048754123505e-06,5.6583548957434e-10
1899,8.074133802438155e-06,0.0
1900,9.301328645960893e-06,5.191053142894475e-10
1901,7.562681275885552e-06,1.676621730339889e-09
1902,7.296681815205375e-06,1.9641135384773634e-09
1903,7.375620953098405e-06,5.400220270956879e-10
1904,6.838135504949605e-06,1.0749250378694342e-09
1905,7.16468184691621e-06,2.580379465655369e-09
1906,7.4348899943288416e-06,5.144184522798412e-10
1907,7.372780146397417e-06,1.028568674676933e-09
1908,7.036056103970623e-06,4.911389073214423e-10
1909,6.1825553530070465e-06,3.300590023513905e-09
1910,6.2622757468489e-06,1.6032452032632705e-09
1911,6.615885467908811e-06,2.6601871816467337e-09
1912,6.261724138312275e-06,2.0837684910901544e-09
1913,6.590555585717084e-06,1.060597942803554e-09
1914,7.541872946603689e-06,1.3393487430235496e-09
1915,8.198232535505667e-06,0.0
1916,7.160529094107915e-06,0.0
1917,5.998634151183069e-06,2.1932848870420685e-09
1918,5.382516064855736e-06,2.2972752589112133e-09
1919,6.98139047017321e-06,9.207848372660976e-10
1920,7.841045771783683e-06,7.572231730534895e-10
1921,7.103237294359133e-06,7.572747429129834e-10
1922,8.12753387435805e-06,5.164555005876537e-09
1923,8.043703928706236e-06,0.0
1924,8.326700481120497e-06,0.0
1925,8.824938049656339e-06,0.0
1926,8.1400248745922e-06,2.229227691330493e-09
1927,8.067579074122477e-06,3.3447675740205796e-09
1928,8.855182386469096e-06,1.1426041224282812e-09
1929,1.1270749382674694e-05,0.0
1930,7.525831733801169e-06,4.201441416995522e-09
1931,7.273195933521492e-06,0.0
1932,7.509474471589783e-06,1.0959536611565568e-09
1933,7.3159885687346105e-06,3.4411986593596566e-09
1934,7.547197128587868e-06,0.0
1935,7.015808023425052e-06,0.0
1936,6.872288395243231e-06,0.0
1937,7.155532330216374e-06,1.2591118148108649e-09
1938,6.883232344989665e-06,0.0
1939,7.052086857584072e-06,1.5294050470515685e-09
1940,5.931196028541308e-06,0.0
1941,5.746575425291667e-06,0.0
1942,5.1793995226034895e-06,0.0
1943,5.707760465156753e-06,2.9032352077962287e-09
1944,6.905137070134515e-06,0.0
1945,6.2893413996789604e-06,0.0
1946,6.498371476482134e-06,1.3921104269343232e-09
1947,6.525484877784038e-06,8.344609447874518e-09
1948,5.5359651014441624e-06,6.523132700664291e-09
1949,6.833619409007952e-06,0.0
1950,6.2078606788418256e-06,0.0
1951,6.310483513516374e-06,2.1322803522849654e-09
1952,6.2530689319828525e-06,0.0
1953,6.049504008842632e-06,0.0
1954,6.1772202570864465e-06,0.0
1955,6.206702437339118e-06,0.0
1956,6.0036336435587145e-06,8.72114158667614e-10
1957,6.971728453208925e-06,0.0
1958,4.993953552911989e-06,8.272243445794913e-10
1959,5.545659860217711e-06,7.750747821333448e-10
1960,5.3352705435827374e-06,0.0
1961,6.085892891860567e-06,0.0
1962,6.563290753547335e-06,0.0
1963,6.0923152886971366e-06,1.2932106496776896e-09
1964,5.8765049288922455e-06,0.0
1965,6.6567408794071525e-06,0.0
1966,6.204317742231069e-06,0.0
1967,6.0919228417333215e-06,4.930335584241163e-10
1968,6.53456072541303e-06,4.4914158503495116e-10
1969,7.288158940355061e-06,1.3625273131978588e-09
1970,6.666771696473006e-06,1.8394900047624674e-09
1971,6.522681815113174e-06,0.0
1972,6.21466006123228e-06,0.0
1973,5.915667770750588e-06,5.513203782392395e-10
1974,5.516998044186039e-06,5.625571675160757e-10
1975,6.028467396390624e-06,1.1422960355389478e-09
1976,6.0900483731529675e-06,0.0
1977,6.050147021596786e-06,0.0
1978,5.6108883654815145e-06,5.940591352171509e-10
1979,5.7173779168806504e-06,3.5111840102075575e-09
1980,5.888678970222827e-06,5.685150683554241e-10
1981,5.95044457440963e-06,6.325549528618524e-10
1982,5.961064289294882e-06,6.207502289967692e-10
1983,5.759568011853844e-06,6.315316047889041e-10
1984,6.095917797210859e-06,0.0
1985,6.118424153100932e-06,1.2031116103372597e-09
1986,5.735523700423073e-06,1.1988970927134801e-09
1987,5.65678328712238e-06,6.110816852533674e-10
1988,5.375311047828291e-06,5.996553809062277e-10
1989,6.06547246206901e-06,5.488122178931576e-10
1990,5.819704256282421e-06,5.44865097484859e-10
1991,5.580114702752326e-06,1.7584396161396398e-09
1992,5.430049895949196e-06,0.0
1993,5.8560499383020215e-06,5.539207426075166e-10
1994,5.764439720223891e-06,1.5824779264761446e-09
1995,5.808529294881737e-06,1.0844901643380922e-09
1996,5.747524028265616e-06,2.6690460952494277e-09
1997,5.329525265551638e-06,4.79489448146353e-10
1998,5.069474809715757e-06,1.43043876743576e-09
1999,5.412489372247364e-06,0.0
2000,5.48984598935931e-06,1.3254094488601709e-09
2001,5.306085768097546e-06,4.3812117822561447e-10
2002,6.18234162175213e-06,8.76244299341522e-10
2003,6.024537015036913e-06,2.083461403401543e-09
2004,5.382214567362098e-06,0.0
2005,5.035642516304506e-06,4.5037495954858286e-10
2006,5.536914613912813e-06,2.4707338397433887e-09
2007,6.016085535520688e-06,1.5977917877663117e-09
2008,6.0127822507638484e-06,8.514879357157668e-10
2009,6.098518042563228e-06,2.860915504498962e-09
2010,6.364838554873131e-06,4.2514138876015295e-09
2011,6.975689757382497e-06,1.1471915639660324e-09
2012,7.917270522739273e-06,2.0425516833455504e-09
2013,8.129462912620511e-06,1.3945624655065103e-09
2014,8.145538231474347e-06,1.9489005964601347e-09
2015,8.120645361486822e-06,2.438232948875907e-09
2016,8.165222425304819e-06,4.142679976837371e-09
2017,7.38835069569177e-06,2.0124890642847504e-09
2018,8.043333764362615e-06,2.0651733656507076e-09
2019,7.576943971798755e-06,2.2958890344426663e-09
