year,mon_DET or_NOUN,mon_DET sort_NOUN
1852,9.375185161530908e-08,1.5254207994530589e-06
1853,7.70379240400132e-08,1.4989549015353987e-06
1854,8.313062949127925e-08,1.6314386570570605e-06
1855,1.475328552658084e-07,1.6260455169003762e-06
1856,1.0250834381331231e-07,1.3564236027718835e-06
1857,9.323682181872073e-08,1.4742157645741827e-06
1858,7.634134790990288e-08,1.8292561350108372e-06
1859,1.5989423940432346e-07,1.5006634939140895e-06
1860,9.200139317044886e-08,1.6958466915184545e-06
1861,9.007490908707894e-08,1.5048639951942278e-06
1862,1.084316711974509e-07,1.8830966723726306e-06
1863,1.2536498195103718e-07,1.576801778924164e-06
1864,1.1027873991764636e-07,1.6091107539750737e-06
1865,7.53095128480652e-08,1.6403352844918118e-06
1866,1.196940804248925e-07,1.2898739925049085e-06
1867,1.0142376005717324e-07,1.1044998657894212e-06
1868,5.829051508143834e-08,1.147532721290645e-06
1869,1.4455216934550208e-07,1.5593076057029975e-06
1870,8.429052034131246e-08,1.1640119481626243e-06
1871,8.072094637157079e-08,1.5878659738177703e-06
1872,6.10781268894911e-08,1.22519099221563e-06
1873,7.183205408267668e-08,1.1666722912195837e-06
1874,8.42419886071255e-08,1.1955192746881949e-06
1875,1.1900776364370813e-07,1.8148684048924224e-06
1876,9.61316373171428e-08,1.0780044448210901e-06
1877,6.617753400828263e-08,2.073768783361629e-06
1878,4.5897075418022126e-08,1.1323291388976031e-06
1879,9.713827386903517e-08,1.1809325783929125e-06
1880,6.417846365458502e-08,1.4254035960448164e-06
1881,8.227558789819511e-08,1.1804455652963952e-06
1882,8.119569905318258e-08,1.3091142463395045e-06
1883,7.835980098125361e-08,1.2765064241193613e-06
1884,7.790002776175697e-08,1.0173215230224741e-06
1885,5.47879024370701e-08,8.127946529157271e-07
1886,7.227879655902214e-08,9.30589472147858e-07
1887,7.051238926081282e-08,8.25256059044932e-07
1888,4.818867194167353e-08,9.010013357624302e-07
1889,7.392861539612383e-08,9.2410768459672e-07
1890,6.554386544621593e-08,7.694849450956553e-07
1891,4.84440720871504e-08,7.272984845485553e-07
1892,6.080456849133498e-08,8.72576908506062e-07
1893,5.419406545748018e-08,8.412396894641461e-07
1894,5.6713854723611234e-08,7.78870255402353e-07
1895,6.680662156810513e-08,7.800124492973737e-07
1896,5.66114787270422e-08,7.907915602345383e-07
1897,6.059781965106481e-08,7.236778252206477e-07
1898,4.470100434250668e-08,7.621804236634944e-07
1899,6.356714976618605e-08,7.921019786749639e-07
1900,6.281174180777782e-08,8.00460391303659e-07
1901,3.409130805431815e-08,6.566768284699265e-07
1902,2.700656170917526e-08,7.414528759852601e-07
1903,3.6181477369723325e-08,7.247095510365398e-07
1904,2.6335664315979557e-08,7.535224355592618e-07
1905,3.6641388589941926e-08,8.277857475036399e-07
1906,3.755254707193956e-08,7.052676984642403e-07
1907,3.291419647943883e-08,9.298261005596942e-07
1908,4.7149335324903063e-08,7.966273152248959e-07
1909,5.500983568662576e-08,8.856583306737775e-07
1910,7.214603336969105e-08,8.759063057084404e-07
1911,2.7133907565257687e-08,9.182965641230112e-07
1912,5.730363239475622e-08,1.095020301988825e-06
1913,3.234823792164221e-08,8.617358346896253e-07
1914,3.482306887292452e-08,8.263781907658085e-07
1915,3.416420912838447e-08,5.843257699922333e-07
1916,3.955486338469427e-08,7.185800114939411e-07
1917,3.289927352767563e-08,6.755317265572103e-07
1918,3.44591288836682e-08,7.098580780962038e-07
1919,3.775217927159957e-08,7.126874415064322e-07
1920,4.24044972469062e-08,7.37535373218634e-07
1921,6.891199966219119e-08,7.807502555579049e-07
1922,4.5743199228454046e-08,7.709942835276706e-07
1923,4.0340602414090654e-08,8.386599219534219e-07
1924,4.125319807979366e-08,9.165944767630663e-07
1925,6.1589795707917e-08,9.82137315475029e-07
1926,4.792839447542718e-08,1.015413243266039e-06
1927,3.4562597228671166e-08,1.0747853025350196e-06
1928,6.17006229441941e-08,9.106554799132027e-07
1929,6.68424400274148e-08,8.856623168185251e-07
1930,5.7769819150621515e-08,8.68648012186668e-07
1931,3.421607086551148e-08,9.147095951789197e-07
1932,6.794912910113027e-08,8.186773818863458e-07
1933,2.867665616079762e-08,5.712389850032196e-07
1934,3.5944742293736454e-08,7.8479348530891e-07
1935,6.462873614054843e-08,7.049319208363158e-07
1936,5.577368789033699e-08,6.765590683244227e-07
1937,3.7773354000236736e-08,6.245194761334005e-07
1938,4.019216381934143e-08,5.406494452131483e-07
1939,2.5999885799876665e-08,5.4293880680234e-07
1940,2.02862628917444e-08,4.894060943172462e-07
1941,3.246652724442356e-08,8.559357524973166e-07
1942,4.551317678291866e-08,8.738529757579272e-07
1943,2.9032351855917682e-08,9.14519070249753e-07
1944,8.996921074810871e-08,7.67951494395902e-07
1945,6.099811189486104e-08,9.127931832608738e-07
1946,7.378185351569755e-08,9.508114260370348e-07
1947,5.602809283189458e-08,1.00492943744257e-06
1948,6.196976110039998e-08,8.664894579624161e-07
1949,4.810333908977782e-08,8.118666130485508e-07
1950,8.61464248824717e-08,8.050968922646007e-07
1951,5.970385164033587e-08,1.1482330037893007e-06
1952,8.857635369619032e-08,7.86642370798063e-07
1953,3.87857791439572e-08,6.959892431268599e-07
1954,5.179444317882087e-08,6.596461901153816e-07
1955,3.848099261460902e-08,6.382213371125545e-07
1956,1.0552581453104892e-07,7.447854706299495e-07
1957,4.329168429295649e-08,7.527451941768959e-07
1958,6.617794856556003e-08,8.346693363137092e-07
1959,4.417926346977907e-08,8.394060060368247e-07
1960,5.6750832033714005e-08,1.0768816807171788e-06
1961,5.141637993144599e-08,9.081243987907328e-07
1962,5.327243290942363e-08,9.918819827703373e-07
1963,5.1728425987107585e-08,8.748570152761204e-07
1964,5.962289084671113e-08,8.401960016612975e-07
1965,4.4870755666615025e-08,9.067175703592056e-07
1966,9.693380720321443e-08,7.976267397680203e-07
1967,7.395503398566206e-08,9.95927784686046e-07
1968,8.758261038632753e-08,1.1551921303976087e-06
1969,7.130559692702931e-08,7.648319915176671e-07
1970,4.4607632171400624e-08,7.730456594856605e-07
1971,6.011925224314041e-08,7.604828411444942e-07
1972,3.950213234293898e-08,7.772172594400217e-07
1973,4.5759593003680266e-08,6.036958204447274e-07
1974,3.431598788461443e-08,4.47795514446625e-07
1975,4.283610000044291e-08,6.471106814842642e-07
1976,3.942333526296693e-08,5.850651731975631e-07
1977,3.819908062085986e-08,4.86597535598321e-07
1978,5.7029677313913396e-08,6.380195003430345e-07
1979,3.9793420336664553e-08,7.841644134032322e-07
1980,3.8090508192034633e-08,6.344628218357684e-07
1981,3.479052185229037e-08,6.293922076849867e-07
1982,5.46260205958049e-08,5.928164448221196e-07
1983,4.8627932125455686e-08,5.525901372038788e-07
1984,4.2912663311689414e-08,6.854427923030926e-07
1985,3.2484012701949894e-08,5.450095805770161e-07
1986,5.155257531974655e-08,7.361228426816524e-07
1987,5.133086067310444e-08,8.646806080037095e-07
1988,2.9383114108494368e-08,4.941160334226424e-07
1989,3.4026357731420376e-08,6.349757413204316e-07
1990,4.19546128949122e-08,6.113386383788111e-07
1991,3.868566977871524e-08,5.662175617260345e-07
1992,4.0222590869110064e-08,5.559533917676163e-07
1993,4.6529340824719156e-08,7.023715191678548e-07
1994,5.116678947203468e-08,5.533397988699562e-07
1995,3.958388994362849e-08,7.022074015594626e-07
1996,3.8968072990641645e-08,5.765139690083743e-07
1997,4.3154051110327885e-08,5.96484888149007e-07
1998,4.29131632451174e-08,6.322539256586879e-07
1999,3.976074980371891e-08,6.471405100683114e-07
2000,3.71114652342186e-08,6.348711067971635e-07
2001,3.811654292196209e-08,6.247608119736014e-07
2002,3.417352778534166e-08,6.931092428885677e-07
2003,3.791899783056607e-08,7.12543830161394e-07
2004,5.638132671847984e-08,6.739330800087373e-07
2005,3.602999687490893e-08,7.552788083842188e-07
2006,4.3649631242814735e-08,7.263957861880499e-07
2007,3.7548105791263e-08,8.036892502616411e-07
2008,5.15150195279368e-08,8.195571368219134e-07
2009,4.243691442695763e-08,7.776922004154585e-07
2010,6.613310210568102e-08,1.00144412229497e-06
2011,7.30378623692296e-08,1.0320900614146922e-06
2012,8.102121512587601e-08,1.3317436753368384e-06
2013,1.1240173802828934e-07,1.4648484452095545e-06
2014,1.0459100341364547e-07,1.6154221000874713e-06
2015,1.2634479436279822e-07,1.7358001684897317e-06
2016,1.3173722290815704e-07,1.8700057964338157e-06
2017,1.343336428760722e-07,1.3707565571507985e-06
2018,1.1306824038159746e-07,1.7525578002164366e-06
2019,9.642733844739126e-08,1.7407939907343462e-06
