year,en_ADP oies_NOUN,en_ADP soie_NOUN
2010,1.4171379625338432e-09,1.3812370980303967e-06
2011,2.2943831279320648e-09,1.8607447600516025e-06
2012,1.0212758416727752e-09,2.27233863370202e-06
2013,1.9523875849358774e-09,2.202850964749814e-06
2014,2.815078836704288e-09,2.507802037143847e-06
2015,4.43315073539452e-09,2.3943448468344286e-06
2016,3.935546111222266e-09,2.6233522021357203e-06
2017,2.7671724911471074e-09,2.452972694300115e-06
2018,3.872199894061623e-09,2.7523597054823767e-06
2019,4.08158040698936e-09,2.5045596885320265e-06
