year,bien_ADV au_ADP,bien_ADV sot_ADJ
1873,9.587184649717528e-06,7.362785847675468e-08
1874,9.666917719641788e-06,6.811054475974743e-08
1875,9.375294553137792e-06,1.0870901512305409e-07
1876,9.391275057168968e-06,9.975924708527373e-08
1877,9.827054441302607e-06,1.1441909375520254e-07
1878,9.388367232077144e-06,1.0024886876180972e-07
1879,9.45906839433519e-06,1.2768489732195576e-07
1880,9.773096394383174e-06,1.2386443337675246e-07
1881,9.513986526599183e-06,9.761510888495195e-08
1882,9.764781168541958e-06,1.4974617101870535e-07
1883,9.915043051478278e-06,6.698499382951084e-08
1884,9.876799254016078e-06,6.337628999375511e-08
1885,1.0162833746107935e-05,1.0506385894615278e-07
1886,9.794422169306927e-06,7.808691648847343e-08
1887,1.0215808515567915e-05,9.532229849895657e-08
1888,1.0171614349019364e-05,9.320703497905924e-08
1889,9.911446682053793e-06,5.200063402099886e-08
1890,1.010030985071353e-05,9.897123653956896e-08
1891,1.0180267224768613e-05,4.9081494424285665e-08
1892,1.0181944219311845e-05,6.519252959691357e-08
1893,1.0004347529957158e-05,6.83584251426339e-08
1894,1.0437239780003438e-05,5.419323745314841e-08
1895,1.033576654663193e-05,8.185315714115404e-08
1896,1.0434792500291223e-05,7.017464231928727e-08
1897,1.0633169779339369e-05,6.817255115976195e-08
1898,1.0906479531058721e-05,8.091447223357306e-08
1899,1.0903148790930572e-05,5.859233098703953e-08
1900,1.0728869028753252e-05,7.111742661436438e-08
1901,1.06007195768143e-05,6.482936876217593e-08
1902,1.0345476880502247e-05,5.008489445401665e-08
1903,1.1073151540585968e-05,5.0222049630122e-08
1904,1.1088389214819472e-05,7.84695277644687e-08
1905,1.0912424784237373e-05,3.4061011344732606e-08
1906,1.1078001648456848e-05,6.070137681390975e-08
1907,1.0957341942230414e-05,7.35426577413989e-08
1908,1.1260341807428631e-05,8.742272372685989e-08
1909,1.1125189530503121e-05,5.831042493298355e-08
1910,1.1341890967742074e-05,6.733629742683434e-08
1911,1.1159484756717575e-05,4.8947443875846375e-08
1912,1.1208590876776725e-05,6.92852988315451e-08
1913,1.1233323334636225e-05,5.037840278276917e-08
1914,1.124115408401849e-05,6.696743604095445e-08
1915,1.087482178263599e-05,4.123266661437697e-08
1916,1.1306098258501152e-05,4.724608793083007e-08
1917,1.1890894029420451e-05,3.72858446340274e-08
1918,1.1953871421610529e-05,4.135095466040184e-08
1919,1.2070568232047663e-05,6.261336871205003e-08
1920,1.170288385310414e-05,6.89073065274215e-08
1921,1.1584788808249868e-05,5.2251957427529305e-08
1922,1.241558970832557e-05,7.525493916915593e-08
1923,1.1517242114678083e-05,8.280439356411762e-08
1924,1.1456786296548671e-05,9.53980201501281e-08
1925,1.113125620122446e-05,7.478761121504363e-08
1926,1.1911878004866594e-05,4.7928394586449485e-08
1927,1.1645365589174617e-05,1.7504283178482183e-07
1928,1.1771107665481395e-05,8.455270394946979e-08
1929,1.16272424293129e-05,8.578113241952678e-08
1930,1.1379603733985277e-05,1.1238855890383093e-07
1931,1.1518269730004249e-05,6.501053384511124e-08
1932,1.1748623137464165e-05,6.466126523108073e-08
1933,1.1698928346959292e-05,6.767690585718356e-08
1934,1.1535865496625775e-05,6.589868917217245e-08
1935,1.1763626957872475e-05,9.813992996043908e-08
1936,1.2228986975060252e-05,8.366053361186232e-08
1937,1.1956525668210816e-05,5.5400918519410425e-08
1938,1.1946148561037262e-05,7.908780830234718e-08
1939,1.222300477365934e-05,4.8940961505650193e-08
1940,1.1545419852154737e-05,5.832300686847702e-08
1941,1.2012616025458556e-05,7.673906488037119e-08
1942,1.2604115909198299e-05,6.068423630267716e-08
1943,1.2931009564454143e-05,8.419382213631366e-08
1944,1.3013404213779722e-05,1.092483259412802e-07
1945,1.3800822898701881e-05,3.485606381303796e-08
1946,1.3248715276859002e-05,9.466350636699872e-08
1947,1.2974675883015152e-05,9.894322783310372e-08
1948,1.259943041986844e-05,7.066727025772934e-08
1949,1.2680629197348026e-05,8.344457036457698e-08
1950,1.2726274007945904e-05,1.0209947198802638e-07
1951,1.2678538610089163e-05,7.249753064542119e-08
1952,1.2893131497548893e-05,8.541290874575225e-08
1953,1.2966301255801227e-05,4.740484094156727e-08
1954,1.3220287200965686e-05,6.743049940638457e-08
1955,1.3193349104767549e-05,6.569925448118852e-08
1956,1.3007582992941025e-05,8.459507405689237e-08
1957,1.2662375866057118e-05,6.979679634255831e-08
1958,1.3032092056164402e-05,6.70051698570262e-08
1959,1.3104964637022931e-05,9.145882096106561e-08
1960,1.290250952479255e-05,9.41233340157055e-08
1961,1.3188995581003837e-05,9.727422822791709e-08
1962,1.3465241408994189e-05,6.785893624794426e-08
1963,1.3613628880193573e-05,7.888584985238367e-08
1964,1.3058021522738272e-05,9.369311104734379e-08
1965,1.3059579032415058e-05,5.1984411442163037e-08
1966,1.3390713093031081e-05,7.090015552435602e-08
1967,1.3260137620818568e-05,1.0205794698237014e-07
1968,1.3489069033312262e-05,7.949806124507575e-08
1969,1.2887237744507729e-05,4.541757947507108e-08
1970,1.340252401860198e-05,6.898087301365763e-08
1971,1.3362916661208146e-05,7.24514048755509e-08
1972,1.3751871392742032e-05,5.8996688645507334e-08
1973,1.370527320432302e-05,4.741355397186453e-08
1974,1.373877125843137e-05,4.1629231617434925e-08
1975,1.3565336985266185e-05,4.283610044453212e-08
1976,1.3927864074503304e-05,4.399415676203944e-08
1977,1.4289983027993003e-05,4.2312827908119743e-08
1978,1.4287122212408576e-05,5.8811854941609454e-08
1979,1.4193961533237598e-05,6.788289264036962e-08
1980,1.429531130270334e-05,3.9227538994879296e-08
1981,1.4963719877414405e-05,4.9971841553642093e-08
1982,1.5065607612996246e-05,5.338451902758834e-08
1983,1.5250225260388106e-05,5.304865435817874e-08
1984,1.4890114016452571e-05,4.8711670475043434e-08
1985,1.549367152620107e-05,5.654624590789581e-08
1986,1.5070736253619543e-05,3.296966988308725e-08
1987,1.4932392105038161e-05,3.91092271900817e-08
1988,1.5376963347080164e-05,3.4180356101032316e-08
1989,1.5225148445097147e-05,4.7746662623637803e-08
1990,1.5418592283822363e-05,3.814055737905164e-08
1991,1.576089334776043e-05,4.9822455494563656e-08
1992,1.5668628066123347e-05,4.0773588505516045e-08
1993,1.595014805388928e-05,5.262246993709141e-08
1994,1.5779943169036414e-05,4.694684813122407e-08
1995,1.643599057388201e-05,4.229511763043092e-08
1996,1.6681537999829743e-05,3.9501883764003765e-08
1997,1.7024272437993204e-05,4.075660386959612e-08
1998,1.7402240928277024e-05,4.005228593229049e-08
1999,1.7054162753993296e-05,4.61590332623274e-08
2000,1.724843650663388e-05,4.50639208171566e-08
2001,1.7100746163123404e-05,2.6725392565651873e-08
2002,1.7197170564031694e-05,4.20597260908373e-08
2003,1.7532328456582036e-05,3.33353828985139e-08
2004,1.7897548104883754e-05,4.140503850891264e-08
2005,1.7936182985067717e-05,4.008337217697999e-08
2006,1.8157012846131693e-05,3.747279886390231e-08
2007,1.8364219386057812e-05,3.515142027454843e-08
2008,1.8361059346716502e-05,4.0871421358446014e-08
2009,1.8504878653402557e-05,3.6715080753424445e-08
2010,1.8679294271350955e-05,3.9207480595493394e-08
2011,1.791492627489788e-05,4.0151704849833436e-08
2012,1.7454965245633502e-05,5.719144402505094e-08
2013,1.6906560631468892e-05,6.442878541790265e-08
2014,1.71825911365886e-05,6.36640893336704e-08
2015,1.6716746358724777e-05,7.292533299452231e-08
2016,1.636897195567144e-05,7.788238676198489e-08
2017,1.687044459686149e-05,3.8991976980540244e-08
2018,1.7176047094835667e-05,5.937373348530173e-08
2019,1.6918915662245126e-05,7.244804933748128e-08
