year,bon_ADJ an_NOUN,bon_ADJ sang_NOUN
1874,1.7087382664371376e-07,7.766991494406739e-08
1875,2.6662317065273555e-07,6.751401926408107e-08
1876,1.6324239293652454e-07,8.766721570907521e-08
1877,1.8987384420299236e-07,1.3297354684027596e-07
1878,1.8117265554451478e-07,1.2682085959170308e-07
1879,2.1138265182685245e-07,1.3073956317555258e-07
1880,2.413110191668011e-07,1.0781981885088499e-07
1881,3.012123261925126e-07,9.203710327199133e-08
1882,2.881781799857208e-07,9.117877475262048e-08
1883,2.3507941193656734e-07,1.0616489465320456e-07
1884,2.535051635277341e-07,1.2015088657335582e-07
1885,2.7329495377870217e-07,9.475084272736467e-08
1886,2.342607352545656e-07,9.486591689977786e-08
1887,2.6246276618735465e-07,1.1752064210668323e-07
1888,3.436613038587666e-07,1.3442103252714332e-07
1889,2.7503950406071453e-07,1.040012715947114e-07
1890,2.680744151106751e-07,1.061810595004431e-07
1891,2.728166226262374e-07,1.3640831042494028e-07
1892,2.7706824035078625e-07,1.1910173469686924e-07
1893,2.758970669702876e-07,1.5211289117189608e-07
1894,1.865255701005708e-07,1.3107201368711685e-07
1895,2.3592969533581254e-07,1.251871815100003e-07
1896,2.677251256244517e-07,1.2973463370258287e-07
1897,3.0007575269053177e-07,1.497465333955006e-07
1898,2.7103521205162906e-07,2.2350501538426215e-07
1899,3.012530243040601e-07,1.2437051566394075e-07
1900,2.9952377644804073e-07,1.3548648603034508e-07
1901,2.755248198482718e-07,1.5536694419893138e-07
1902,2.4011288601855085e-07,1.2717634945147438e-07
1903,2.781113366268073e-07,1.1772480412730602e-07
1904,3.009790034980142e-07,1.3920278973955647e-07
1905,3.2925641590964005e-07,1.7082113146216216e-07
1906,3.6369383238366026e-07,1.9084924218759625e-07
1907,3.4765621848009687e-07,1.2599966403570306e-07
1908,3.811238045159371e-07,1.6551381598617354e-07
1909,3.6306490969195693e-07,1.4577606677335098e-07
1910,3.5004185860998405e-07,1.1115833409292009e-07
1911,3.7774655936573254e-07,1.5003455189344095e-07
1912,3.88622819258444e-07,1.5471980674419683e-07
1913,3.128763985671412e-07,1.373474347587944e-07
1914,3.1407729039756305e-07,1.8817849323227165e-07
1915,3.4399824500042087e-07,2.2854678149997198e-07
1916,3.603887535064132e-07,3.3401885701778156e-07
1917,3.739550784587209e-07,3.1912294673475117e-07
1918,3.216185433529972e-07,2.446598088567953e-07
1919,3.0201743328461816e-07,2.624236721260331e-07
1920,2.377680798915094e-07,2.513980916774017e-07
1921,2.6125978003221917e-07,2.021923606321252e-07
1922,3.187268049487102e-07,1.9256412286949853e-07
1923,3.7898936255942317e-07,2.1975012742814215e-07
1924,2.7974824057253045e-07,1.907960403002562e-07
1925,3.51941690013291e-07,2.3096173151770927e-07
1926,3.689371688153642e-07,2.0843278747406657e-07
1927,3.523155118756449e-07,3.813034865629561e-07
1928,3.1307351910925263e-07,2.205226010687511e-07
1929,3.408964310835927e-07,2.4620298688660114e-07
1930,3.3296424462037066e-07,2.3212962929619607e-07
1931,3.7181461642887825e-07,2.4065302639542097e-07
1932,3.5399303754957145e-07,1.7864044110638133e-07
1933,3.4526692971326156e-07,1.9156005137688226e-07
1934,2.7318003148479875e-07,1.5336422976020003e-07
1935,3.1237222941626896e-07,1.6635915045526417e-07
1936,2.970555197379099e-07,2.0005779077791885e-07
1937,3.2107350023125036e-07,3.0092771652334704e-07
1938,2.813451409622303e-07,1.802164817377161e-07
1939,3.3799850740479087e-07,2.4623420813441044e-07
1940,3.37259137950241e-07,2.180773392979063e-07
1941,3.9254984329772924e-07,2.833442422911503e-07
1942,3.974817524010632e-07,2.3363430656786477e-07
1943,4.238723398941602e-07,2.119361752761506e-07
1944,3.663032099865404e-07,4.6591200941747957e-07
1945,3.3113261110884196e-07,2.810270132158621e-07
1946,3.522039477843464e-07,3.062642974782648e-07
1947,3.409369035978216e-07,2.9325343575692386e-07
1948,3.065872427043814e-07,3.544235553931685e-07
1949,4.044607422315494e-07,3.22979573752491e-07
1950,3.243785364759333e-07,3.307597467028245e-07
1951,2.686673177265675e-07,3.432971311667643e-07
1952,3.1528962907145797e-07,3.5008748966447456e-07
1953,3.7277442999084087e-07,4.0617329233327837e-07
1954,2.9806235346541143e-07,4.798315131893105e-07
1955,2.9376953492032953e-07,4.1484386770207493e-07
1956,3.409966424783306e-07,4.1163788466747064e-07
1957,3.3838194823943013e-07,3.640035544094644e-07
1958,3.6149703319665605e-07,4.5580061680539075e-07
1959,3.363824632174328e-07,3.859872492739669e-07
1960,2.858304277708612e-07,4.477779071976329e-07
1961,3.355960913609124e-07,4.5371480439371226e-07
1962,3.443682317083585e-07,5.048197380119746e-07
1963,3.427008294920597e-07,4.920666469843127e-07
1964,3.218419166728381e-07,3.400938339837012e-07
1965,3.316058290181445e-07,3.9508152838152455e-07
1966,3.60593755743821e-07,4.746987087855814e-07
1967,3.135693482647639e-07,4.2450187720532995e-07
1968,3.817703593256283e-07,4.415061738427539e-07
1969,3.283690830357955e-07,4.301044640442342e-07
1970,3.4996297770817364e-07,3.278890972069348e-07
1971,3.776722223847173e-07,3.062484950078215e-07
1972,3.621883664095549e-07,2.8780123528804324e-07
1973,4.156955561995801e-07,3.1039337500260444e-07
1974,3.3865940096688973e-07,2.9365483555920946e-07
1975,3.7181735734748145e-07,3.541117763461443e-07
1976,4.3079992906314146e-07,3.4509702118157293e-07
1977,4.807207574231143e-07,2.697442837984454e-07
1978,4.669304871640634e-07,3.510889499125369e-07
1979,4.2075688000409173e-07,3.3297728663228554e-07
1980,5.037043635525151e-07,3.7919954820608837e-07
1981,4.2760715501799496e-07,4.971881821802526e-07
1982,4.89771920797466e-07,4.7239092282325146e-07
1983,4.8754240111748e-07,3.8902345522728865e-07
1984,4.5290255457075546e-07,4.558020663125717e-07
1985,4.6079174609303664e-07,5.155333298034748e-07
1986,4.915478086786607e-07,4.2620790452474466e-07
1987,4.772548081177774e-07,5.071977966508712e-07
1988,5.211005245087108e-07,5.199012065304487e-07
1989,5.389335981931254e-07,4.78015451221836e-07
1990,5.301537271407142e-07,4.473342443134243e-07
1991,4.7067565844827186e-07,4.185086197594501e-07
1992,4.771611585852042e-07,4.336326071552321e-07
1993,4.769257699877016e-07,5.234550997101906e-07
1994,4.757983802505805e-07,4.932056327788814e-07
1995,5.151328252850362e-07,4.831403828120528e-07
1996,5.076525582126123e-07,4.889692348797325e-07
1997,4.814074046066708e-07,5.207255355799134e-07
1998,4.691839166071077e-07,5.893407717394439e-07
1999,4.263997794851093e-07,4.3142699723830447e-07
2000,4.2634002994645925e-07,4.537318432085158e-07
2001,3.859847694798191e-07,5.274979031355542e-07
2002,4.521420677860988e-07,6.370296148361376e-07
2003,4.125253738607171e-07,6.562903536178055e-07
2004,4.0832416203784305e-07,6.303256441242411e-07
2005,3.9137584195714226e-07,6.485399524081004e-07
2006,4.307312764240123e-07,7.457498440999188e-07
2007,4.122302854625559e-07,2.623574118842953e-06
2008,3.746546965999187e-07,3.113039952040708e-06
2009,3.9957454589512054e-07,3.850315579256858e-06
2010,3.5900826844681433e-07,4.919830416838522e-06
2011,3.491286300061347e-07,5.410155608842615e-06
2012,3.788933327086852e-07,6.967484068809426e-06
2013,3.313480654298928e-07,8.005625659279758e-06
2014,3.47337412165416e-07,8.465591690764995e-06
2015,3.1719193316348537e-07,8.99020824363106e-06
2016,3.35971343190522e-07,9.535828212392516e-06
2017,3.0237647052899774e-07,1.1772809557442088e-05
2018,2.9196389306207493e-07,1.1917599294974934e-05
2019,2.961696701220262e-07,1.1873827588715358e-05
