year,bon_ADJ sentier_NOUN
1924,6.445812328337297e-09
1925,3.189471442510694e-08
1926,1.5604593173179637e-08
1927,2.8987985345452216e-08
1928,1.2568645679778001e-08
1929,1.3368487650211591e-08
1930,6.302162347537887e-09
1931,5.7026783295555106e-09
1932,6.575722188983946e-09
1933,4.588264879146209e-09
1934,2.2765002327673756e-08
1935,1.9149254626427137e-08
1936,1.576212937948185e-08
1937,1.6368453259474336e-08
1938,1.8151300906765755e-08
1939,0.0
1940,1.5214697057785997e-08
1941,1.1806010391524069e-08
1942,3.034211770724937e-09
1943,1.4516175816936538e-08
1944,0.0
1945,4.357008087652048e-09
1946,1.1136883415474585e-08
1947,7.152522574216391e-09
1948,8.697510267552389e-09
1949,6.8719057111366055e-09
1950,1.2762433776458693e-08
1951,5.330700769690111e-09
1952,9.490323193972472e-09
1953,4.3095309543161875e-09
1954,3.9090144454689835e-09
1955,4.6928039232341234e-09
1956,7.849027205963921e-09
1957,8.835037701437898e-10
1958,1.0753916868111446e-08
1959,5.425523585955716e-09
1960,6.2287499602575735e-09
1961,1.320150300188061e-08
1962,1.2683912808952869e-09
1963,3.2330267352165265e-09
1964,8.517555549758526e-09
1965,2.73602163147757e-09
1966,8.308612464702492e-09
1967,1.035370456037299e-08
1968,4.042274071025531e-09
1969,6.8126366770115965e-09
1970,7.3579600190498695e-09
1971,9.762954888969944e-09
1972,5.130146973897354e-09
1973,5.513203671370093e-09
1974,3.3753431161187564e-09
1975,4.569184142155791e-09
1976,1.199840671262109e-08
1977,7.052138428775834e-09
1978,4.752473081737207e-09
1979,5.851973128301324e-09
1980,9.096241093686785e-09
1981,3.795329828193417e-09
1982,4.966001831974154e-09
1983,1.89459470334441e-09
1984,1.739702604197646e-09
1985,6.015558051686298e-10
1986,1.7983456945813714e-09
1987,6.721898593298192e-09
1988,2.398621523624911e-09
1989,6.585746614717891e-09
1990,4.358920779878872e-09
1991,4.10302547493302e-09
1992,1.5427843891302473e-08
1993,4.985286850001103e-09
1994,4.747434001473039e-09
1995,1.0844901865425527e-08
1996,1.014237493990322e-08
1997,7.192341833217597e-09
1998,1.6688451509594415e-08
1999,9.140402212892695e-09
2000,2.2090156370779823e-09
2001,7.886181485616817e-09
2002,1.927737436346888e-08
2003,6.250384210204629e-09
2004,1.4535810777260849e-08
2005,1.170974872621855e-08
2006,3.047238550379916e-08
2007,1.8774054311165855e-08
2008,3.8316958494988285e-09
2009,4.291373478793048e-09
2010,4.723792912386671e-09
2011,1.644307978665438e-08
2012,1.3957436095779485e-08
2013,1.8966050063795592e-08
2014,2.4686075406066266e-08
2015,1.4629397249166232e-08
2016,1.9677729667932908e-08
2017,1.8112402244696568e-08
2018,1.4714360396794746e-08
2019,1.4285530980373551e-08
