year,en_ADP hôte_NOUN,en_ADP saute_NOUN
1991,4.0444108784232213e-08,1.1722930404189924e-09
1992,2.699872603262321e-08,2.2039776670368383e-09
1993,3.10195602537533e-08,4.4313659408601325e-09
1994,3.534200837540524e-08,2.1099706426497278e-09
1995,4.500634065429665e-08,4.880205739521415e-09
1996,3.149474281372022e-08,4.270473752399084e-09
1997,3.6920688728514506e-08,2.397447240731765e-09
1998,3.0039213450017144e-08,4.291316191284977e-09
1999,3.930372988181219e-08,6.398281460207045e-09
2000,3.887867761065422e-08,2.6508188977203417e-09
2001,3.417345195710908e-08,3.06684819206815e-09
2002,3.724038299957044e-08,8.76244299341522e-10
2003,3.666892256504184e-08,2.9168460979889232e-09
2004,3.9202640800262145e-08,2.642874807889939e-09
2005,4.323599711586468e-08,2.702249757291497e-09
2006,4.282605625682834e-08,3.7061009261485367e-09
2007,5.592271112853098e-08,1.5977917877663117e-09
2008,5.2792251459266026e-08,2.128719839289417e-09
2009,4.577464629562655e-08,2.860915504498962e-09
2010,6.235406679877542e-08,2.8342759250676863e-09
2011,5.162362270993981e-08,2.6767803529281764e-09
2012,6.195739876702078e-08,3.4042526575461807e-09
2013,6.052401468892299e-08,5.5782499175371925e-09
2014,6.539644470393569e-08,4.114345752981308e-09
2015,6.250742634605899e-08,3.32486305154589e-09
2016,5.861892304892535e-08,1.4499380585064614e-09
2017,5.685281623257765e-08,2.264050197320344e-09
2018,5.292006832746665e-08,2.0651733656507076e-09
2019,4.948916321190211e-08,3.826481520530223e-09
