year,son_DET cellier_NOUN
1960,2.2838749558218296e-08
1961,2.084447814354462e-08
1962,1.9025868880362395e-08
1963,1.5518526907953856e-08
1964,3.346182525509889e-08
1965,1.4227312661319047e-08
1966,1.8278946356531378e-08
1967,2.662381248796919e-08
1968,2.0660513300185812e-08
1969,1.725867887492072e-08
1970,2.0234390163409444e-08
1971,2.7747345865414275e-08
1972,1.487742551375959e-08
1973,1.598829119098255e-08
1974,2.7002743263615514e-08
1975,1.028066431985053e-08
1976,1.9997344224975677e-08
1977,1.3516598507123945e-08
1978,2.0792070287711795e-08
1979,2.2237498953359136e-08
1980,2.21720881654619e-08
1981,1.4548763971333756e-08
1982,1.8001756529884005e-08
1983,1.6419821946556112e-08
1984,1.1018116474748041e-08
1985,1.0226449020933615e-08
1986,1.978180286243969e-08
1987,1.3443797186596385e-08
1988,2.0388283061834045e-08
1989,1.5915554096856965e-08
1990,1.5801088049105516e-08
1991,1.4067516318494455e-08
1992,1.7631821835895067e-08
1993,2.9911721100006616e-08
1994,2.5847139484280746e-08
1995,2.6570008415660595e-08
1996,2.3487606082284174e-08
1997,1.7261619689179497e-08
1998,3.099283996110813e-08
1999,1.3710603319339043e-08
2000,7.95245647111642e-09
2001,1.4019877703219663e-08
2002,3.285916044815096e-08
2003,1.8751153518792307e-08
2004,8.369103632333008e-09
2005,1.261049931144953e-08
2006,1.729513776638214e-08
2007,1.8374605309512404e-08
2008,1.8306990673400136e-08
2009,2.2887324035991696e-08
2010,1.5588517143783065e-08
2011,2.2943831723409858e-08
2012,2.757444653167518e-08
2013,2.342865024207441e-08
2014,2.620188621627051e-08
2015,3.502189152571056e-08
2016,3.2312904491016425e-08
2017,2.742016269596803e-08
2018,3.2526481008599006e-08
2019,3.163224948643517e-08
