year,en_ADP angle_NOUN,en_ADP sangle_NOUN
1984,2.8531120888075634e-07,1.739702604197646e-09
1985,2.255834274933477e-07,0.0
1986,3.1471049682929575e-07,1.7983456945813714e-09
1987,2.584875471445258e-07,0.0
1988,2.632487061671185e-07,1.798966087207532e-09
1989,2.0580457837926502e-07,1.0976244357863152e-09
1990,2.457341554684689e-07,1.6345953479657283e-09
1991,2.2976943780950165e-07,4.68917216167597e-09
1992,2.29764678616462e-07,1.1019888335184191e-09
1993,2.9523975497713906e-07,1.1078414852150331e-09
1994,2.4528408104629307e-07,5.274926606624319e-10
1995,2.011729280937402e-07,2.7112254663563817e-09
1996,2.0818560009239206e-07,5.338092190498855e-10
1997,1.9083680335985065e-07,4.79489448146353e-10
1998,1.711758393918572e-07,1.43043876743576e-09
1999,2.3262323978201493e-07,4.570201161957499e-10
2000,1.78930277039413e-07,4.4180314962005696e-10
2001,2.0679320228422782e-07,8.762423564512289e-10
2002,1.79630085028748e-07,2.6287327870022636e-09
2003,1.9376191673359244e-07,2.5001538617175356e-09
2004,1.973346488992611e-07,2.642874807889939e-09
2005,2.112258623565566e-07,9.007499190971657e-10
2006,2.2977825969716648e-07,8.235779835885637e-10
2007,1.5059188207544594e-07,3.595031605740928e-09
2008,2.801395330709333e-07,3.8316958494988285e-09
2009,1.8023767722752382e-07,4.76819250749827e-10
2010,1.5257851038175119e-07,0.0
2011,2.3708625812579598e-07,3.82397197240536e-10
2012,2.600849203227007e-07,5.446804340891731e-09
2013,2.0862654659392632e-07,8.367375126105969e-10
2014,2.011698592707667e-07,1.0827225782605865e-09
2015,2.553494744539364e-07,8.866301581811342e-10
2016,1.9304888648763452e-07,1.2428040818690533e-09
2017,2.113113524160326e-07,7.54683426862357e-10
2018,2.1219655987891883e-07,1.0325866828253538e-09
2019,2.278032080194059e-07,7.65296326310505e-10
