year,en_ADP âge_NOUN,en_ADP age_NOUN,en_ADP sages_NOUN
1940,1.9094445633527357e-06,5.832300775665544e-08,2.5357829169792012e-09
1941,1.9214282929169713e-06,6.49330580415608e-08,5.9030051957620344e-09
1942,1.957066615432268e-06,6.675266095435006e-08,1.2136847082899749e-08
1943,2.3051686639519176e-06,1.4516176261025748e-08,1.4516175816936538e-08
1944,2.5737620035215514e-06,4.4984606262232774e-08,2.2492303131116387e-08
1945,1.777659349500027e-06,5.010559478435539e-08,6.535512131478072e-09
1946,1.8682121663005091e-06,4.872386583087973e-08,5.568441707737293e-09
1947,1.8525033738114871e-06,2.9802176948479087e-08,2.3841741914054637e-09
1948,2.139587422789191e-06,5.979538375555649e-08,8.697510045507784e-09
1949,2.457197069816175e-06,6.282885400832328e-08,1.0798709482173763e-08
1950,2.018591658270452e-06,4.679559051368187e-08,1.4889505850490536e-08
1951,2.130148004653165e-06,3.8381047118285494e-08,1.1727541715522705e-08
1952,1.805270471777476e-06,4.956057786387191e-08,1.0544804140977249e-08
1953,1.8283185454492923e-06,3.1244099751859267e-08,5.386913692895234e-09
1954,1.9789385987678543e-06,4.9839935289952564e-08,9.772536557761669e-09
1955,1.8743058944892255e-06,4.3173795205575516e-08,1.0324168187025862e-08
1956,1.9203953343094327e-06,5.232684818778921e-08,9.593255967388359e-09
1957,1.992300894926302e-06,3.8874165220192936e-08,8.835037590415595e-09
1958,2.1565738279605284e-06,4.384288976311268e-08,1.5717262158432277e-08
1959,1.960164127012831e-06,6.74315061566233e-08,7.750747599288843e-09
1960,2.1987486888974672e-06,4.2217082940609885e-08,1.038125013730351e-08
1961,2.1726893919549184e-06,4.6552666776999985e-08,9.72742331128984e-09
1962,2.1816329081048025e-06,5.327243268737902e-08,1.4586499674784648e-08
1963,2.398259084657184e-06,4.461576696979108e-08,1.0345685197421517e-08
1964,2.037520971498452e-06,6.205647462564912e-08,4.867174663303331e-09
1965,2.0914148990414105e-06,8.098624099117657e-08,4.924839203113152e-09
1966,2.2566191546502523e-06,7.200797458306596e-08,8.862519607077957e-09
1967,2.3019736090645893e-06,6.853166428788526e-08,1.1832804958089582e-08
1968,2.3889840576885035e-06,6.063411447931877e-08,1.661823922916028e-08
1969,2.265883040308836e-06,6.176790451339897e-08,8.629339798282842e-09
1970,2.1949715574010042e-06,8.92152657583356e-08,1.0577067222072856e-08
1971,2.3759951091051335e-06,6.114692963077317e-08,1.0790635052160269e-08
1972,2.3367817902908428e-06,5.027543836799708e-08,8.208234980600082e-09
1973,2.3227128167491173e-06,6.726108431331923e-08,1.0475087242056702e-08
1974,2.0313939330662834e-06,4.6692244737300825e-08,4.500457340128605e-09
1975,2.2383289888239233e-06,6.51108731375416e-08,6.8537762132336866e-09
1976,2.365400177950505e-06,6.684826581171421e-08,6.28487961673585e-09
1977,2.274314510941622e-06,7.816119840242663e-08,5.289103821581875e-09
1978,2.4356425001315074e-06,5.999997210182073e-08,3.564354700280603e-09
1979,2.5216152153006988e-06,6.55421010797852e-08,2.925986564150662e-09
1980,2.578784460638417e-06,7.561250203735881e-08,7.95921106799824e-09
1981,2.6288983008271316e-06,9.804601752705366e-08,8.223214109648325e-09
1982,2.493553665772197e-06,4.966001743156312e-08,8.069752976958e-09
1983,2.613909373394563e-06,6.631081828079033e-08,3.157658134966823e-09
1984,2.6054945010400843e-06,7.30675077109666e-08,4.639206796497319e-09
1985,2.642032995936461e-06,6.67726937075841e-08,6.015557829641693e-09
1986,2.5692363578855293e-06,7.13343740188499e-08,6.593933898901838e-09
1987,2.666149384822347e-06,5.8052759432936085e-08,4.888653482026939e-09
1988,2.55453187492094e-06,5.996553742448896e-08,4.797243047249822e-09
1989,2.476240752002923e-06,5.707646977270997e-08,5.4881220679092735e-09
1990,2.4322778244822985e-06,6.156975468352144e-08,4.358920835390023e-09
1991,2.670483581823646e-06,4.161640332345229e-08,4.10302547493302e-09
1992,2.6326513307139976e-06,7.438424520778142e-08,8.264915862810085e-09
1993,2.7258440695732133e-06,5.373031086719493e-08,4.985286850001103e-09
1994,2.861647772078868e-06,4.483687554568405e-08,4.2199412852994556e-09
1995,2.8527513222798007e-06,4.9344302865961254e-08,8.133675954979935e-09
1996,2.929011088781408e-06,4.217092897107477e-08,8.007138063703678e-09
1997,3.0284554668469355e-06,6.856699052981696e-08,9.110299625803009e-09
1998,3.0897476790414657e-06,7.581325212058232e-08,6.198567992221626e-09
1999,2.8655160804191837e-06,1.50359616313267e-07,1.1425503210205079e-08
2000,3.3550531952641904e-06,4.638933026601677e-08,4.859834756842929e-09
2001,3.3437409001635388e-06,4.2497753399706184e-08,5.695575122643959e-09
2002,3.414285856706556e-06,4.863155850243217e-08,6.133709984368352e-09
2003,3.575636583263986e-06,3.708561352455675e-08,6.667076501987168e-09
2004,3.5573093555285595e-06,4.0964559439027326e-08,5.726228824443069e-09
2005,3.698028876897297e-06,4.909087147897395e-08,4.503749373441224e-09
2006,3.4326731110922992e-06,3.706100892841846e-08,6.588624035241963e-09
2007,3.6261885725252796e-06,3.7947555014961054e-08,3.994479552682506e-09
2008,3.4110605611203937e-06,4.896055585956738e-08,5.960415355721338e-09
2009,3.4173635867773555e-06,2.6701878041990312e-08,7.629107789952627e-09
2010,3.719514552358305e-06,3.1649413423373574e-08,3.7790344187271785e-09
2011,3.4767554097925313e-06,3.250376226504592e-08,5.7359579308524644e-09
2012,3.7402523958007805e-06,2.961699877013224e-08,5.446804340891731e-09
2013,3.3636847547313664e-06,2.733342513439041e-08,5.29933741333366e-09
2014,3.336951067467453e-06,3.0965866204546444e-08,5.630157673408576e-09
2015,3.1823371955397306e-06,2.659890505074536e-08,8.422986932932197e-09
2016,3.2540751817577984e-06,2.4027545397764527e-08,6.8354220061905835e-09
2017,4.03026069761836e-06,2.9181091765195788e-08,7.546833963312238e-09
2018,3.292144583610934e-06,1.6779533762445453e-08,7.486253394972664e-09
2019,3.057868980249623e-06,2.091809958582047e-08,5.3570743396846865e-09
