year,son_DET an_NOUN,son_DET sang_NOUN
1968,4.805814923791729e-08,4.359368055872892e-06
1969,3.0883953477944814e-08,4.173875389312798e-06
1970,3.495030997946458e-08,3.67484111052363e-06
1971,3.442726392854922e-08,3.7808328983146566e-06
1972,3.026786543625093e-08,3.4900389920267116e-06
1973,3.19765822709428e-08,3.229634776502621e-06
1974,3.431598794012558e-08,2.888731129857547e-06
1975,3.1413141421410273e-08,2.8248981571721288e-06
1976,3.4281162297755685e-08,2.880188972653741e-06
1977,2.4094806150287695e-08,2.782656299160635e-06
1978,3.0891073921068823e-08,3.337424123728283e-06
1979,3.39414459871179e-08,3.430426728456837e-06
1980,2.842575275163739e-08,3.1131884341562e-06
1981,3.921840530107801e-08,3.2557603226734955e-06
1982,4.469401748696811e-08,3.2552142847919185e-06
1983,3.599730202807905e-08,2.8962038705060422e-06
1984,3.131464598737921e-08,3.6591742968994367e-06
1985,2.827312228781409e-08,3.2459950247698544e-06
1986,4.07625022069702e-08,3.6062823607352357e-06
1987,4.399788133824245e-08,3.245454864853059e-06
1988,2.9383113941960914e-08,3.2435360246552136e-06
1989,2.4147736810142817e-08,3.4108680395661395e-06
1990,7.79157096619798e-08,3.1640317228465165e-06
1991,3.0479618662315744e-08,3.313486283573752e-06
1992,2.7549721615116596e-08,3.2277252515200416e-06
1993,3.877445237110422e-08,3.3911027319533105e-06
1994,3.059457520659947e-08,3.5342007400629427e-06
1995,3.958388955505043e-08,3.5571278260704275e-06
1996,4.2704737523990843e-08,3.4622865907607547e-06
1997,4.363353844905049e-08,3.369372308270613e-06
1998,5.6263925851673946e-08,3.237559687008229e-06
1999,3.9760751607831324e-08,3.495289734090079e-06
2000,3.843687301774423e-08,3.356378556418349e-06
2001,2.716351366061076e-08,3.2845943653825316e-06
2002,3.811662852015729e-08,3.645614475189518e-06
2003,3.5418845301116164e-08,3.5723031039935904e-06
2004,3.611928783842089e-08,3.586821485157543e-06
2005,4.4136746257805726e-08,3.749371472849816e-06
2006,3.62374311668745e-08,3.6933354330415114e-06
2007,3.8347003267213964e-08,4.606034046616969e-06
2008,2.3415917621560922e-08,4.919897140354124e-06
2009,2.384096209340214e-08,5.581645956098669e-06
2010,1.936755145148794e-08,6.685584319043869e-06
2011,1.2619107203626356e-08,7.4406845769203755e-06
2012,8.170206400315294e-09,9.164248236714911e-06
2013,8.646287685820653e-09,9.977536613803295e-06
2014,2.9016966135442246e-08,1.0420121891563383e-05
2015,6.871383573248124e-09,1.05311710694167e-05
2016,9.113895860224375e-09,1.0933982629524053e-05
2017,6.540589680970044e-09,1.0452113862413626e-05
2018,5.162933414126769e-09,1.0749227577377951e-05
2019,1.0459050070465992e-08,1.0049616282259421e-05
