year,aucun_DET avoir_NOUN,aucun_DET savoir_NOUN
1986,8.392279760016663e-09,9.231507602791567e-08
1987,2.4443267410134695e-09,1.1305010882978195e-07
1988,2.99827696004229e-09,1.1033659230719195e-07
1989,5.488122178931576e-10,9.165163916691199e-08
1990,5.44865097484859e-10,8.17297625133051e-08
1991,5.861465202094962e-10,8.557739228365335e-08
1992,3.856960972825618e-09,1.0909689684979185e-07
1993,2.2156829704300662e-09,1.0579886033923458e-07
1994,1.0549853213248639e-09,9.758614449850711e-08
1995,2.1689803286761844e-09,9.10971715839537e-08
1996,1.6014276571496566e-09,1.3024944944817207e-07
1997,2.3974471297094624e-09,1.2370827828789288e-07
1998,4.768129224785866e-10,1.1634235441704277e-07
1999,4.570201161957499e-10,1.252235151127934e-07
2000,1.3254094488601709e-09,1.2591389442206946e-07
2001,8.762423564512289e-10,1.1259713961209172e-07
2002,2.6287327870022636e-09,1.1916922737498226e-07
2003,8.333845835650777e-10,1.0959007124000664e-07
2004,4.404791253964646e-10,9.998876215888686e-08
2005,9.007499190971657e-10,1.1889899287353956e-07
2006,0.0,1.0500619396225375e-07
2007,3.994479469415779e-10,1.1464156113305535e-07
2008,1.2772318758180745e-09,9.87726029855196e-08
2009,4.76819250749827e-10,1.1729753790490349e-07
2010,4.723793023408973e-10,1.322662113167894e-07
2011,3.82397197240536e-10,1.1204238115070098e-07
2012,3.404252713057332e-10,1.0144673101564194e-07
2013,5.578250084070646e-10,1.1323847637356721e-07
2014,4.330890368553497e-10,8.72674430496545e-08
2015,2.2165753954528356e-10,9.486942875724935e-08
2016,6.214020409345267e-10,8.761768288678695e-08
2017,1.2578056374223934e-09,9.911508502824518e-08
2018,1.5488800242380307e-09,9.035133796686523e-08
2019,1.53059265262101e-09,8.979477161830118e-08
