year,son_DET avant_NOUN,son_DET savant_NOUN
1907,8.41369189430452e-07,9.565688746659973e-08
1908,9.542828713904328e-07,9.478980889099375e-08
1909,8.482516520302852e-07,1.050687878922929e-07
1910,9.598094692364612e-07,1.1062392246685704e-07
1911,8.863743374831756e-07,1.1385600551250263e-07
1912,9.210256592950827e-07,9.637429465580993e-08
1913,9.487048586720448e-07,9.86356079035744e-08
1914,8.571831990877854e-07,7.165515825136026e-08
1915,8.446806578632504e-07,7.186265049696772e-08
1916,7.031975659543832e-07,5.493731181083206e-08
1917,6.579854492372306e-07,7.895825859804972e-08
1918,8.637754866924752e-07,5.0540053919689854e-08
1919,6.51915669891423e-07,3.314825391953491e-08
1920,7.420786864997808e-07,5.982063022713646e-08
1921,6.209652649857844e-07,8.405749696294151e-08
1922,6.876235687514054e-07,6.56636274243283e-08
1923,6.369568819053484e-07,8.280439800500972e-08
1924,6.097738474153402e-07,4.383152329978657e-08
1925,6.76387955422797e-07,7.148815361901484e-08
1926,6.141522366220897e-07,9.251294708079172e-08
1927,6.355057955431676e-07,5.1286433877528737e-08
1928,7.084145838831546e-07,5.827280868953011e-08
1929,6.706524757760235e-07,7.909688637397494e-08
1930,7.688637921887675e-07,9.243171261719141e-08
1931,9.135690639539007e-07,5.018356930008849e-08
1932,1.0071814351420016e-06,6.356530946050043e-08
1933,6.469453630586486e-07,7.570636961773403e-08
1934,7.320745414318708e-07,8.626737546535423e-08
1935,6.786016832904807e-07,5.6250936353308134e-08
1936,7.311202967485997e-07,7.881064734149845e-08
1937,5.93041660224003e-07,8.813782748084975e-08
1938,7.014181164777256e-07,5.315737894306949e-08
1939,6.331736770448515e-07,6.423501019980904e-08
1940,6.745182794531956e-07,9.128818190262677e-08
1941,6.080095222849025e-07,2.6563522936839945e-08
1942,7.160739947664752e-07,8.192371825366251e-08
1943,8.187123405889452e-07,6.096793847554238e-08
1944,8.161492814906524e-07,2.5705489292704442e-08
1945,6.57908195478285e-07,4.1391577720872874e-08
1946,6.682129800594794e-07,3.619487021211398e-08
1947,5.781622656186869e-07,5.4836007734593295e-08
1948,7.273292830234368e-07,3.261566305923225e-08
1949,7.038794773706059e-07,2.3560819850665382e-08
1950,8.157322213264706e-07,5.3176808068045034e-08
1951,7.175123144520512e-07,4.797630737130021e-08
1952,7.497355341001821e-07,5.694194005201325e-08
1953,7.153821162120266e-07,3.770839485106592e-08
1954,6.762594928488852e-07,3.9090145786957464e-08
1955,7.179990184624785e-07,5.349796339260138e-08
1956,7.142615210398162e-07,5.145473469525541e-08
1957,7.527452297040327e-07,3.357314215524099e-08
1958,6.419260820678119e-07,3.722509589465517e-08
1959,6.750901544450016e-07,4.650448559573306e-08
1960,7.225350202588743e-07,3.806458237498589e-08
1961,7.302515641072205e-07,3.6825245741667345e-08
1962,7.37569552100581e-07,3.4246565416840014e-08
1963,7.726933404228475e-07,2.909724017285953e-08
1964,8.018670278886475e-07,3.1636634645337836e-08
1965,6.938551138091498e-07,5.1984413662609086e-08
1966,7.355891238347567e-07,4.874385728381725e-08
1967,7.681462719233423e-07,5.521975765532261e-08
1968,7.177282741466229e-07,5.4346130928806247e-08
1969,7.289521111175645e-07,3.905911849511057e-08
1970,6.484202064171996e-07,4.322801530620701e-08
1971,6.392166671531641e-07,4.6759418559361166e-08
1972,6.612759335666851e-07,5.284051096676734e-08
1973,5.628980792593552e-07,2.5360738176161135e-08
1974,6.047489637950321e-07,3.4878545440708564e-08
1975,7.099370069596489e-07,2.341706917263764e-08
1976,7.256179017645081e-07,2.856763359204706e-08
1977,7.222564688547095e-07,1.7630345627850375e-08
1978,6.534650687228805e-07,2.673266052966028e-08
1979,6.413762871915196e-07,3.277105242727174e-08
1980,7.168975146853995e-07,2.2172088276484203e-08
1981,6.635501268448252e-07,2.909752794266751e-08
1982,6.871704778532717e-07,2.8554510422829082e-08
1983,6.751073016175724e-07,2.0209011353244932e-08
1984,7.376338775344493e-07,1.5657322549600394e-08
1985,7.1825760272759e-07,2.346067662362117e-08
1986,6.893658071049913e-07,2.3378494251602433e-08
1987,6.599682151886554e-07,1.0999470501094066e-08
1988,6.314371123750107e-07,2.398621523624911e-08
1989,6.250971313903619e-07,2.030605195102453e-08
1990,5.377818688145908e-07,2.5063794206747758e-08
1991,6.201430018393239e-07,1.3481370075840715e-08
1992,6.193177526370164e-07,1.4325855168806356e-08
1993,6.170677124828217e-07,1.9941146789381747e-08
1994,6.219138324325968e-07,2.004472143823932e-08
1995,6.046032563489234e-07,2.3316538699802436e-08
1996,5.402149243494136e-07,1.9217132551929694e-08
1997,6.214183336794576e-07,2.3015493511024943e-08
1998,6.403597634374592e-07,1.8118891276230897e-08
1999,6.192622405976067e-07,1.9194845629622037e-08
2000,6.313366895938088e-07,2.120655140380734e-08
2001,6.124933893403295e-07,1.971545271484132e-08
2002,6.764606066411716e-07,1.4896153088805875e-08
2003,5.746186673150078e-07,2.0001230893740285e-08
2004,6.796592835200954e-07,1.761916479381398e-08
2005,6.737609439255721e-07,3.6930745350716165e-08
2006,6.802753880208456e-07,1.6471559227682064e-08
2007,7.222019053898521e-07,1.8774054311165855e-08
2008,7.744283010424624e-07,1.4049551022576878e-08
2009,7.137983946137183e-07,1.907277002999308e-08
2010,9.58457622601827e-07,1.0864724231396394e-08
2011,1.0450914942339296e-06,1.1471915861704929e-08
2012,1.197956558840474e-06,2.0765941854961056e-08
2013,1.2813240584108598e-06,1.81293127732296e-08
2014,1.3648800507581882e-06,1.9272462251085365e-08
2015,1.3824780351612276e-06,2.5490616395451582e-08
2016,1.5284417642646986e-06,3.790552360882771e-08
2017,1.5433275688536696e-06,1.5345229087415646e-08
2018,1.6916351022189247e-06,2.0393587207845343e-08
2019,1.6221730589904837e-06,1.8367111997985575e-08
