year,rien_PRON eu_VERB,rien_PRON su_VERB
1932,6.279814215304214e-07,4.942751274938928e-07
1933,6.756220045645023e-07,4.3359102619433543e-07
1934,5.415674309006135e-07,4.7327242214123544e-07
1935,5.708871526621806e-07,4.248740879120305e-07
1936,6.159355052659521e-07,4.6437656919806614e-07
1937,5.527500661628437e-07,4.495029202189471e-07
1938,5.199050860937859e-07,3.9154946307462524e-07
1939,5.138800815984723e-07,4.725861515453289e-07
1940,5.705511512132944e-07,4.310830945541966e-07
1941,8.087117180366477e-07,5.755430265708128e-07
1942,6.311160518635006e-07,5.461581054078124e-07
1943,5.167758558854985e-07,5.429049565464084e-07
1944,7.133273243198346e-07,4.851910944125848e-07
1945,7.624764180036436e-07,7.646549420314841e-07
1946,6.682130333501846e-07,5.415309374257049e-07
1947,6.663767067038862e-07,6.365744980030286e-07
1948,5.685997166438028e-07,4.8162462462642e-07
1949,6.125813456492324e-07,5.104844262859842e-07
1950,6.912985099916114e-07,5.317680802363611e-07
1951,6.599407811336278e-07,6.055676067262539e-07
1952,6.021082867846417e-07,3.9543013485854317e-07
1953,5.613164262285864e-07,4.675841012158344e-07
1954,7.143723905755905e-07,4.4660490061687597e-07
1955,5.988017619529273e-07,5.133927629685786e-07
1956,6.68911582124565e-07,4.604762864346412e-07
1957,5.027136467106175e-07,4.3998488763463683e-07
1958,4.988162913832639e-07,4.615911848304677e-07
1959,6.673394068457128e-07,4.1776530679271673e-07
1960,5.723529170609254e-07,4.02792494469395e-07
1961,6.433995736188081e-07,4.995726499146258e-07
1962,6.062910529180954e-07,4.819887067242234e-07
1963,5.994031084810558e-07,4.383984162359411e-07
1964,6.534182261930255e-07,5.049693641012709e-07
1965,6.139632660051575e-07,4.42688303792238e-07
1966,6.131755867500033e-07,4.597432052833028e-07
1967,6.532694669658667e-07,4.466884035991825e-07
1968,6.072394285183691e-07,4.307267715830676e-07
1969,5.913368568144506e-07,3.5561964750741026e-07
1970,5.762202590631205e-07,3.945706055219489e-07
1971,5.400455620474531e-07,3.571186368844792e-07
1972,5.145537329553918e-07,3.2781639447421185e-07
1973,5.821943318551348e-07,3.616661672367627e-07
1974,5.085516932012979e-07,2.9590506755994284e-07
1975,4.466377561129775e-07,3.232697736166301e-07
1976,4.5022591166343773e-07,3.085304456362792e-07
1977,4.889482738690276e-07,3.0147890583975823e-07
1978,5.762373689321976e-07,3.2792064530440257e-07
1979,5.506706770574965e-07,3.6574832051883277e-07
1980,5.429319003269484e-07,3.177999303716206e-07
1981,5.047788249612495e-07,3.365192355886393e-07
1982,5.437772188088275e-07,3.805198787176778e-07
1983,4.6607033254986163e-07,3.2776489433672396e-07
1984,5.358284056455886e-07,3.14306248583307e-07
1985,4.896664336229151e-07,3.146136862142157e-07
1986,5.718738975701854e-07,3.680614213408262e-07
1987,4.7419939619430806e-07,3.6664900449068227e-07
1988,5.199012207413034e-07,3.6519011814561964e-07
1989,5.339942958926258e-07,3.8910786770429695e-07
1990,4.958272370458872e-07,3.5470716852614714e-07
1991,5.720789886254352e-07,3.4465415410522837e-07
1992,5.664222726409207e-07,3.8404311908379896e-07
1993,5.517050567505066e-07,3.9937685869517736e-07
1994,5.338225719242473e-07,3.4761765732582717e-07
1995,5.173018280402175e-07,3.323962403101177e-07
1996,4.4893354811392783e-07,3.7900454685768636e-07
1997,4.775715183313878e-07,3.490683297968644e-07
1998,5.044680619903374e-07,3.3662990972516127e-07
1999,4.757579290526337e-07,3.2265620575344656e-07
2000,5.049810170021374e-07,3.3709579838614445e-07
2001,5.09096821588173e-07,3.3691517842271423e-07
2002,5.200510031500016e-07,3.754706767722382e-07
2003,5.89202898026997e-07,3.637723580141028e-07
2004,5.488369652084657e-07,3.545856941400416e-07
2005,5.634190642922476e-07,3.7020822674094234e-07
2006,5.822696493851254e-07,4.1837762410068535e-07
2007,6.754664809704991e-07,4.4858003889203246e-07
2008,7.254677143464505e-07,4.6363518890757405e-07
2009,7.209507089100953e-07,5.383289476412756e-07
2010,9.10747303350945e-07,5.970874212835042e-07
2011,9.16223712010833e-07,6.137474883871619e-07
2012,1.1591480415518163e-06,7.611909040861065e-07
2013,1.224425886903191e-06,8.693702966411365e-07
2014,1.3159410627849866e-06,9.281097845814656e-07
2015,1.2989131619178806e-06,8.653510121803265e-07
2016,1.2587534001795575e-06,8.639559041512257e-07
2017,1.2761696552843205e-06,8.097753152469522e-07
2018,1.436328034287726e-06,8.645332059131761e-07
2019,1.3265135976325837e-06,8.382545502172434e-07
