year,on_PRON ôte_VERB,on_PRON ote_VERB,on_PRON saute_VERB
1850,6.232298161990002e-07,6.788996032014438e-09,3.869727560612546e-08
1851,5.488472254455701e-07,7.094382414862821e-09,4.2566295377355345e-08
1852,5.032651486658324e-07,1.3672145415810633e-08,2.9948508561972176e-08
1853,5.822633539764865e-07,1.6721408924169623e-08,5.3150193579654115e-08
1854,5.117729600101484e-07,7.793496736852035e-09,6.754363734984281e-08
1855,4.7444017070574773e-07,1.1144567935161831e-08,6.792879503336735e-08
1856,4.3074215128058313e-07,1.4496130018581965e-08,5.228961086345407e-08
1857,4.783878964076393e-07,1.1227470841923548e-08,5.906626121543468e-08
1858,4.697928979169319e-07,8.808616780431322e-09,5.529853819297159e-08
1859,5.066712347456814e-07,9.675129364339341e-09,8.249320959663464e-08
1860,3.680055833399365e-07,5.0349022451268155e-09,9.01705234923611e-08
1861,3.8576584415750403e-07,1.037511992985074e-08,4.1500481273715195e-08
1862,3.7002306285671693e-07,8.132375356462163e-09,5.647482881343535e-08
1863,4.0556321678764107e-07,7.991393435879957e-09,6.093437399101731e-08
1864,3.8118087530847333e-07,7.671564938860342e-09,4.698833233618416e-08
1865,3.62427023503642e-07,6.118897888374164e-09,4.9421864378729197e-08
1866,3.284288752070097e-07,9.244664811447478e-09,1.012047494697299e-07
1867,3.445496261633707e-07,8.73506067478047e-09,6.357183224281471e-08
1868,3.650566888779849e-07,1.136171079441084e-08,5.5820577937737426e-08
1869,2.9594124839604774e-07,9.278686485814092e-09,5.6648821633586977e-08
1870,3.5493761174620886e-07,8.601073187008978e-09,6.938198993111655e-08
1871,2.549082509517575e-07,3.18635318130589e-09,6.054071111094572e-08
1872,3.4590781083920774e-07,7.861541084785983e-09,6.954440223694291e-08
1873,3.226456399829658e-07,3.591602570907071e-09,8.859286904083774e-08
1874,3.321882715567881e-07,2.3898436563030145e-09,5.317402251847625e-08
1875,2.9351435415492233e-07,4.005069165202713e-09,7.609631325067312e-08
1876,3.827127237343575e-07,8.464420719889176e-09,7.436598359333857e-08
1877,3.5377147611370674e-07,1.1751150719163661e-08,7.174386773556307e-08
1878,3.5328668701595234e-07,7.246906519320362e-09,7.126124890177721e-08
1879,2.5414793114464374e-07,8.55305559710473e-09,1.0691319118905085e-07
1880,2.650570536388841e-07,8.343200130767059e-09,6.73873863377139e-08
1881,1.994137193150891e-07,5.5780060570498335e-09,7.251407829755863e-08
1882,2.2095878193795215e-07,3.3276925659464496e-09,1.1646923958608113e-07
1883,2.7552318471180115e-07,4.423537258713139e-09,8.21514056781325e-08
1884,2.224771940007031e-07,4.621187876807653e-09,8.714239907448018e-08
1885,2.4171134072048517e-07,5.8010721781798225e-09,1.0699755303988923e-07
1886,1.9037718956838035e-07,3.2267319927115068e-09,1.08418195310378e-07
1887,2.1806608430097185e-07,1.3057849246322917e-08,9.66280850889234e-08
1888,1.5344287795926448e-07,7.60873763994141e-09,1.0969263186666467e-07
1889,1.8983364569180594e-07,5.012109283164534e-09,9.460356231727474e-08
1890,1.4747369903034269e-07,3.9326319978272295e-09,8.25852666253013e-08
1891,1.810278522640374e-07,4.461953806433883e-09,1.038997901048333e-07
1892,1.1596747739872626e-07,2.5074049503359674e-09,8.399806250558584e-08
1893,1.705881391700359e-07,6.158416554491453e-09,7.14376300336994e-08
1894,1.6068925390300137e-07,2.520615716150587e-09,9.074216578142114e-08
1895,1.7995657586311609e-07,4.814891596538473e-09,8.305688137255629e-08
1896,1.456566156576855e-07,4.7176231254830725e-09,8.196870182608507e-08
1897,1.112902303646024e-07,1.7480140668268973e-09,6.351117676217655e-08
1898,1.2787882219811308e-07,4.52668391659472e-09,7.01635975985937e-08
1899,1.6195805052632295e-07,3.3165470370022376e-09,7.462230833255035e-08
1900,1.4846411389157765e-07,3.63373708900383e-09,7.319385098014664e-08
1901,1.4139508941468648e-07,2.235495566438317e-09,8.103671511605626e-08
1902,1.0557110385889246e-07,2.4551419786078554e-09,6.137854668963882e-08
1903,8.748356705723381e-08,3.7801541896698154e-09,6.588268686158472e-08
1904,9.298101577570606e-08,2.1498500757388683e-09,6.664535057154808e-08
1905,9.908657094825912e-08,1.5482277682110634e-09,6.038087896342859e-08
1906,1.3477762905722557e-07,1.0288369045596824e-09,7.870602125592541e-08
1907,1.0388543536521411e-07,5.142843373384665e-10,8.125692474436619e-08
1908,1.375188967145391e-07,9.822778146428846e-10,7.268855917175188e-08
1909,1.8703344117909637e-07,3.300590190047359e-09,7.921416322886898e-08
1910,1.309316850495179e-07,1.6032452032632705e-09,7.32148635051999e-08
1911,9.523469657324313e-08,5.320374141248863e-10,7.235708565644927e-08
1912,1.2606799515424427e-07,1.5628263683176158e-09,7.709943439238032e-08
1913,1.3946862686964323e-07,2.121195941118259e-09,6.628737025948794e-08
1914,9.710278270347317e-08,2.678697486047099e-09,9.911180587351964e-08
1915,1.213418485690454e-07,2.3561523843085297e-09,7.893110343104581e-08
1916,1.3624453032434758e-07,2.197492410260793e-09,1.4283700622286233e-07
1917,9.760118047097421e-08,0.0,1.381769472175165e-07
1918,9.189101124462695e-08,1.1486376294556067e-09,1.447283395350496e-07
1919,8.5632993140905e-08,1.8415696745321952e-09,8.010828178584006e-08
1920,1.0298234931482853e-07,7.572231730534895e-10,9.843901338513206e-08
1921,1.0677574024953174e-07,1.5145494858259667e-09,8.935842288337881e-08
1922,1.328028389480096e-07,5.902348387820666e-09,8.48462615721246e-08
1923,1.1465223792583856e-07,2.1231896241147297e-09,8.068120305182447e-08
1924,1.2118126768712045e-07,0.0,1.1344629591292232e-07
1925,1.3857704672659565e-07,4.399271169575059e-09,1.1328123150633473e-07
1926,1.014298582902029e-07,2.229227691330493e-09,1.1146138234607861e-07
1927,1.1149224921069845e-07,2.2298449753321847e-09,1.1149225009887687e-07
1928,1.3368468110286358e-07,3.4278122562625413e-09,9.826395164225232e-08
1929,9.58074943824272e-08,1.1140406375176326e-09,1.1808830358006617e-07
1930,1.1974107927414934e-07,2.100720708497761e-09,1.4915117674263456e-07
1931,1.0721035437200044e-07,1.1405356659111021e-09,8.782124893969012e-08
1932,1.0082773815867085e-07,2.1919073223131136e-09,1.2493871537344603e-07
1933,8.947116292290502e-08,9.176529758292418e-09,8.602996359741155e-08
1934,7.428579884560804e-08,0.0,1.22212114206377e-07
1935,9.694310332264422e-08,2.393656828303392e-09,1.1130504162792931e-07
1936,8.24480599348476e-08,2.424942913137329e-09,8.002311702171028e-08
1937,9.317427096533493e-08,3.777335444432595e-09,9.695161118372653e-08
1938,1.0631475566569293e-07,0.0,8.945997720388732e-08
1939,1.422346755930448e-07,1.5294050470515685e-09,7.188203454688846e-08
1940,1.1664601284877563e-07,2.5357829169792012e-09,1.2171758267953692e-07
1941,1.239631082228243e-07,0.0,1.2101160962174617e-07
1942,9.102635578628337e-08,6.068423541449874e-09,9.709477488684115e-08
1943,1.4516176527479274e-07,2.9032352077962287e-09,1.306455850169641e-07
1944,8.032965226334454e-08,0.0,1.1246151743193877e-07
1945,9.803268152808187e-08,0.0,1.2853173991800304e-07
1946,1.4199527065272832e-07,1.3921104269343232e-09,1.5174003920037649e-07
1947,1.1324827475789334e-07,2.3841741914054637e-09,1.0609575085140932e-07
1948,8.480072377636816e-08,2.174377566888097e-09,9.023667146834669e-08
1949,1.2958450845701464e-07,2.945102384188658e-09,8.540797225009555e-08
1950,1.7122932405300162e-07,0.0,1.0741715072981606e-07
1951,1.663178714750302e-07,2.1322803522849654e-09,9.91510367143178e-08
1952,9.490323726879524e-08,1.0544803918932644e-09,1.1599284022167922e-07
1953,9.373229747922096e-08,2.1547654771580937e-09,1.0127397409576133e-07
1954,1.4951980986666058e-07,9.772536113672459e-10,8.502106219054895e-08
1955,1.0042599996040735e-07,3.754243138587299e-09,1.0605737088553724e-07
1956,9.244410392739155e-08,1.744228317335228e-09,1.517478569468267e-07
1957,8.216585012377209e-08,2.6505113659425206e-09,1.0778746251105531e-07
1958,1.000941454165627e-07,1.6544486891589827e-09,1.0174859355061017e-07
1959,1.2323689002613492e-07,1.5501495642666896e-09,1.1083569084746614e-07
1960,1.2388291281695274e-07,3.4604167309382206e-09,1.1557792056748895e-07
1961,1.1186536585938711e-07,2.08444772553662e-09,1.3409946930664773e-07
1962,1.192287779616663e-07,1.2683912808952869e-09,1.2557073958419096e-07
1963,1.6035812677728245e-07,3.233026624194224e-09,1.2738124866018552e-07
1964,1.740014994311423e-07,3.0419841090534305e-09,1.4419005012200614e-07
1965,1.192905481062212e-07,4.377634699181954e-09,1.2804581395187142e-07
1966,1.7337304658582298e-07,3.323444963676536e-09,1.2075182809212492e-07
1967,1.4396579839370816e-07,5.91640286762285e-09,1.6812444059155496e-07
1968,1.5001329067843017e-07,4.491415683816058e-09,1.4058131725391831e-07
1969,1.0446043141598693e-07,2.2708789015890574e-09,1.1853987835763746e-07
1970,1.4072099219220036e-07,2.7592350626548523e-09,1.5451715462688753e-07
1971,1.361675350253222e-07,1.541519245584766e-09,1.2537689997316193e-07
1972,1.3543587762399056e-07,5.130146862875051e-10,1.318447715448201e-07
1973,1.2184180242513776e-07,2.756601946707349e-09,1.3231689344195274e-07
1974,1.1138632061147291e-07,3.937900283634832e-09,1.2995070619581384e-07
1975,9.138368106675898e-08,2.2845920710778955e-09,1.3250634367523162e-07
1976,1.3083976213579263e-07,2.285410749536254e-09,1.2741164923113502e-07
1977,1.1871099436788768e-07,1.1753563677885381e-09,1.4280579918590774e-07
1978,1.0871282452029618e-07,2.970295565063452e-09,1.5564349808983025e-07
1979,1.4512894264129272e-07,3.5111840102075575e-09,1.2230624335529683e-07
1980,9.9490138349978e-08,3.4110903546213933e-09,1.5463609415178325e-07
1981,1.0943200390300944e-07,6.325549528618524e-10,1.733200498676979e-07
1982,1.235292961254686e-07,1.2415004579935385e-09,1.4587630658979833e-07
1983,1.1809640998450277e-07,4.420721344544631e-09,1.7051352685371057e-07
1984,2.2732113791334996e-07,0.0,1.4149580707112364e-07
1985,9.143648327381015e-08,6.015558051686298e-10,1.7024029475010138e-07
1986,1.0850019016572787e-07,4.196139768986029e-09,1.4866324171691758e-07
1987,1.209941720148322e-07,2.4443267410134695e-09,1.5765907335207885e-07
1988,9.47455509603401e-08,1.1993107618124554e-09,1.4331763331654201e-07
1989,9.329807948432745e-08,1.6464366536794728e-09,1.4049592778064834e-07
1990,1.1387680309837833e-07,2.7243255429354463e-09,1.743568276424412e-07
1991,1.031617862246037e-07,1.1722930404189924e-09,1.3539984955457385e-07
1992,1.1570883096112539e-07,1.1019888335184191e-09,1.5703340849881897e-07
1993,1.1909295771772577e-07,3.323524400133948e-09,1.5288212296127313e-07
1994,9.49486813617284e-08,2.1099706426497278e-09,1.5561033350763864e-07
1995,1.1495595497734712e-07,2.1689803286761844e-09,1.6213127551623074e-07
1996,1.2064088128482808e-07,5.338092190498855e-10,1.3398611287129825e-07
1997,1.0500818881098439e-07,9.58978896292706e-10,1.5775203010548466e-07
1998,1.201568595732283e-07,1.43043876743576e-09,1.5496420502358887e-07
1999,1.1151290557620541e-07,2.7421206971744994e-09,1.430472984509379e-07
2000,1.2017045492029865e-07,8.836062992401139e-10,1.3960979394767037e-07
2001,1.1391150955830653e-07,8.762423564512289e-10,1.3932253040138676e-07
2002,1.19169224710447e-07,8.76244299341522e-10,1.2793167059044208e-07
2003,1.2500768598044942e-07,4.1669229178253886e-10,1.441755355102714e-07
2004,1.2994134301891336e-07,3.9643121285681815e-09,1.215722420511156e-07
2005,1.0538774208868062e-07,2.251874686720612e-09,1.3150948952045383e-07
2006,1.0047651599620622e-07,1.2353669198716943e-09,1.4700867367878345e-07
2007,1.1464156202123377e-07,7.988958938831558e-10,1.7296095933261313e-07
2008,1.1409938061035518e-07,4.257439678578834e-10,1.6987184991990034e-07
2009,9.727112804114313e-08,4.76819250749827e-10,1.654562815645022e-07
2010,1.001444154269393e-07,0.0,1.9792692995679317e-07
2011,1.0210005285671286e-07,2.2943831279320648e-09,2.2714393566047875e-07
2012,1.2527650028459902e-07,3.404252713057332e-10,2.4170194379280474e-07
2013,1.1407521238737672e-07,2.789125042035323e-10,2.482321299623891e-07
2014,1.2408001026642523e-07,0.0,2.1849342601854005e-07
2015,1.4296911832190062e-07,1.3299452372717013e-09,2.331837336555509e-07
2016,1.3173722379633546e-07,6.214020409345267e-10,2.135551646631484e-07
2017,1.5873507841490664e-07,2.515611413622665e-09,2.518126933637177e-07
2018,1.1281009548724796e-07,5.162933414126769e-10,2.325901462540969e-07
2019,1.247432983575436e-07,5.1019755087367e-10,2.3545617722220413e-07
