year,on_PRON aide_VERB,on_PRON cède_VERB
1838,7.574594107495614e-08,1.533855353841318e-07
1839,1.2934228976746454e-07,2.1114255588372544e-07
1840,9.745623508194967e-08,1.630640351635293e-07
1841,7.319425421314918e-08,1.720706936936267e-07
1842,9.592818983605866e-08,1.2946951422065922e-07
1843,9.569196102177102e-08,1.8783976685199377e-07
1844,1.1141779232559657e-07,1.8715994087870058e-07
1845,7.310098837365331e-08,1.8637961041179096e-07
1846,7.727941842006203e-08,1.6334058727807133e-07
1847,7.33478415781974e-08,1.7096518689641016e-07
1848,1.1343762196247553e-07,1.5044565060406967e-07
1849,9.887709495615127e-08,1.1228416063602253e-07
1850,1.1133953492503679e-07,1.554680029158817e-07
1851,9.996630367936632e-08,1.4704720019409478e-07
1852,1.1002821764805049e-07,1.4583621421593307e-07
1853,1.0928634885942756e-07,1.1525828202962884e-07
1854,1.0910895120730402e-07,1.8808305313200435e-07
1855,6.474463276617826e-08,1.507170175329975e-07
1856,6.109083372507484e-08,1.7084724390770134e-07
1857,6.394776974616434e-08,1.8012768521202815e-07
1858,6.166031951693185e-08,2.084705919003227e-07
1859,6.263373286685692e-08,1.772076281270074e-07
1860,8.284703056915532e-08,1.867491050688841e-07
1861,7.875659591149997e-08,1.7873502500265204e-07
1862,7.590216988262455e-08,1.834302469916338e-07
1863,8.291070408006362e-08,1.678192536047618e-07
1864,7.144144653636886e-08,1.687744184408757e-07
1865,7.719224726088214e-08,1.3932259435023298e-07
1866,7.833637116760883e-08,9.050040183922192e-08
1867,6.211598702066112e-08,1.402462501687296e-07
1868,5.9278489672465184e-08,1.0521931592677447e-07
1869,5.567211758261692e-08,1.665280038309902e-07
1870,5.791389412479475e-08,1.7374167882167058e-07
1871,2.6552942511415267e-08,1.1683294776076991e-07
1872,5.019291471342058e-08,1.6085922815989306e-07
1873,7.362785403586258e-08,1.1253688469992085e-07
1874,7.050038952627347e-08,1.1172519265301162e-07
1875,9.669380585108911e-08,1.1671915478572714e-07
1876,5.9250944595135024e-08,1.3845374269294553e-07
1877,8.225805103734274e-08,8.844286814024827e-08
1878,4.891661875561226e-08,1.5278893883419187e-07
1879,7.819936609365641e-08,1.2951769257085743e-07
1880,5.070098474391216e-08,1.251479986308368e-07
1881,8.506458826218477e-08,1.2341338617716247e-07
1882,5.923292789589141e-08,1.4309077656093905e-07
1883,7.014466163468569e-08,1.3586578440083485e-07
1884,6.601696966868076e-08,1.366551245496339e-07
1885,6.574548461202312e-08,1.282681489911397e-07
1886,4.904632699975764e-08,1.1293561641423366e-07
1887,6.855370759950574e-08,1.214379965475132e-07
1888,5.960177884567486e-08,1.3885946259506454e-07
1889,5.513320466832283e-08,1.741708075542192e-07
1890,7.144281521931362e-08,1.1535719934840927e-07
1891,6.246735573256501e-08,1.2684697914266962e-07
1892,7.334159413119323e-08,1.341461626225282e-07
1893,6.158416399060229e-08,1.0346139611705496e-07
1894,5.356308374615537e-08,1.3107201723983053e-07
1895,1.0412202833265383e-07,1.20372288137105e-07
1896,6.48673195158267e-08,1.049671167763222e-07
1897,6.642453609373433e-08,1.1070755512321284e-07
1898,6.733442337036877e-08,8.600699441529969e-08
1899,7.793885714590942e-08,1.0060192501271104e-07
1900,7.475116525768044e-08,7.31938492037898e-08
1901,6.371162175611289e-08,1.2686437322884103e-07
1902,7.316322925277063e-08,1.1048138670588514e-07
1903,6.642271088708185e-08,1.3770561402282055e-07
1904,8.276922969230327e-08,8.706892540288891e-08
1905,7.121847822588734e-08,1.0373125647333836e-07
1906,6.224463433568417e-08,1.1934507959665552e-07
1907,5.657127744029822e-08,1.465710326442604e-07
1908,7.907336474488602e-08,1.35554344637967e-07
1909,8.251475147602605e-08,1.3972498180692128e-07
1910,6.680188313623603e-08,1.4429207162436342e-07
1911,7.342116248310049e-08,1.1492008056279701e-07
1912,6.824341980404824e-08,1.510732161591477e-07
1913,5.143900061455042e-08,1.4105952494958274e-07
1914,5.6922320190722075e-08,1.2656845882474954e-07
1915,6.361611504246412e-08,1.0249262949457716e-07
1916,7.69122321386817e-08,1.7250316020067658e-07
1917,8.773139725803958e-08,1.4914337143068224e-07
1918,6.547234843168326e-08,1.1141784739265859e-07
1919,6.905885996388861e-08,9.668240430471542e-08
1920,5.7548960263886784e-08,1.400862839062711e-07
1921,5.679560644011872e-08,1.370667312983187e-07
1922,6.345024416987144e-08,1.571500307662177e-07
1923,7.006525670760766e-08,9.554353042062758e-08
1924,8.76630492641084e-08,9.539802103830652e-08
1925,7.6987248576188e-08,1.3307794954897645e-07
1926,6.464760105018286e-08,1.1926368337356053e-07
1927,6.466550317441033e-08,1.1595194093771966e-07
1928,6.055801726745358e-08,9.483614160643583e-08
1929,4.567566413982149e-08,1.347989151412321e-07
1930,5.7769818262443096e-08,1.218418042014946e-07
1931,5.36051762978218e-08,9.238338716244243e-08
1932,5.589363727409591e-08,1.3918611330154818e-07
1933,7.455930273181366e-08,1.5255980656547763e-07
1934,5.990790086229936e-08,8.027659070819482e-08
1935,7.779384603168182e-08,1.1848601388919633e-07
1936,6.54734595428863e-08,7.517322941907878e-08
1937,8.184226807372852e-08,1.170974019970572e-07
1938,7.908780741416876e-08,1.0761127811065307e-07
1939,4.282334131744392e-08,1.0552895179927191e-07
1940,6.085878911932241e-08,8.368083648235825e-08
1941,3.541803028639379e-08,1.1510859998509204e-07
1942,4.24789639019707e-08,1.3047110769548453e-07
1943,5.8064704155924574e-08,1.2774234825485564e-07
1944,3.534504777746861e-08,8.03296504869877e-08
1945,5.8819608739213436e-08,1.4595976782771913e-07
1946,8.909506910015352e-08,1.2389783066169002e-07
1947,5.602809238780537e-08,1.3828210043698164e-07
1948,7.066727114590776e-08,1.2285233452757893e-07
1949,7.460926365610021e-08,1.0111518644606576e-07
1950,6.700277754845274e-08,1.1698897850465073e-07
1951,7.249753330995645e-08,1.290029612022181e-07
1952,5.166953798152463e-08,1.3497349193869468e-07
1953,7.54167928107563e-08,1.2605377897045855e-07
1954,6.547599262773929e-08,8.013479835256021e-08
1955,6.476069280836327e-08,1.2858282616434735e-07
1956,6.453644685322502e-08,1.3430557999072334e-07
1957,6.007825703591152e-08,1.3340907045744643e-07
1958,5.625125343300397e-08,1.0257582250261521e-07
1959,7.130687862400009e-08,1.1238584640693716e-07
1960,6.644000105637815e-08,9.343124851568518e-08
1961,8.198827838867828e-08,1.13949807811764e-07
1962,8.181123778427946e-08,1.1732619320525828e-07
1963,5.1728426875286004e-08,1.1574235347922013e-07
1964,6.266487506678686e-08,9.673509460128571e-08
1965,6.183409162474618e-08,9.904398456939134e-08
1966,7.034624971424819e-08,8.862519873531483e-08
1967,8.628087577733368e-08,1.0304401421024068e-07
1968,8.12946296946393e-08,1.3608990023783463e-07
1969,7.9026583499342e-08,1.1490647011669353e-07
1970,7.082036646011147e-08,1.2784455627468105e-07
1971,6.422996889909882e-08,1.0790635052160269e-07
1972,7.38741130490439e-08,1.0106389147779282e-07
1973,8.324937894599316e-08,9.372446552191604e-08
1974,1.0126028726631375e-07,9.5072159922438e-08
1975,7.996072248772634e-08,9.195482952861767e-08
1976,7.48472031020242e-08,9.770131015329753e-08
1977,8.75640475683781e-08,9.99052938155387e-08
1978,7.425739312338919e-08,1.0099005454122789e-07
1979,7.256447087655715e-08,9.421676949727953e-08
1980,8.07291389293141e-08,8.755132174798064e-08
1981,8.72925864925378e-08,1.1006456279716303e-07
1982,9.621628205280786e-08,1.1421803858269186e-07
1983,1.0357118007675581e-07,1.0230811930966865e-07
1984,1.351168990026963e-07,9.858314342636731e-08
1985,8.542092366781162e-08,1.1068626548649263e-07
1986,1.0370460046260632e-07,1.0550294682332151e-07
1987,8.005170393232675e-08,1.2710499142087883e-07
1988,9.834348357884437e-08,9.534520550857906e-08
1989,1.1525056820005375e-07,1.0043263198866725e-07
1990,1.1878059069658775e-07,9.69859872412826e-08
1991,1.1254013010386643e-07,1.1605701200068097e-07
1992,1.0854589937991932e-07,9.091407626726777e-08
1993,1.1078415163012778e-07,1.0524494076236124e-07
1994,1.1552089596023052e-07,1.0813599793380035e-07
1995,1.0844901510154159e-07,1.1441371405851442e-07
1996,9.71532791993468e-08,1.0889707802164139e-07
1997,1.1411848888087661e-07,1.08364616835388e-07
1998,1.0871334765738538e-07,1.0775972292265124e-07
1999,1.0739972822193522e-07,1.0602867028808305e-07
2000,1.228212784809557e-07,1.2326308151955345e-07
2001,1.1303526292749666e-07,9.15673261658867e-08
2002,1.2398856874540343e-07,9.419626056939023e-08
2003,1.1125684196144903e-07,9.000553369276076e-08
2004,1.171674455235916e-07,1.0527451266284515e-07
2005,1.1259374055327953e-07,1.026854912211661e-07
2006,1.2847816499572673e-07,8.976999676946207e-08
2007,1.0345701806357965e-07,9.267192169204463e-08
2008,1.1622810269784623e-07,1.0473301959024184e-07
2009,1.1872799277057311e-07,9.441021209255496e-08
2010,1.4218617394590183e-07,1.1384341114251129e-07
2011,1.5066449243761326e-07,1.0630641789077799e-07
2012,1.3446798519112235e-07,9.497864805751988e-08
2013,1.4391885017062123e-07,1.0096632419021034e-07
2014,1.407539329534302e-07,1.266785449871577e-07
2015,1.0683893236773656e-07,1.052873326301551e-07
2016,1.0978102338299323e-07,1.2200192678335497e-07
2017,1.2879930011422402e-07,1.0414631024247001e-07
2018,1.190056160282893e-07,9.964461611389197e-08
2019,1.2907997870570398e-07,9.974362313869278e-08
