year,on_PRON erre_VERB,on_PRON sert_VERB
1916,4.504859507648007e-08,3.241301236300842e-07
1917,2.7416060977003553e-08,3.7943829056530376e-07
1918,4.479686754876866e-08,3.8938816970812695e-07
1919,2.3940405213807026e-08,2.928095668153219e-07
1920,7.042175553806374e-08,2.8471591662082574e-07
1921,4.240738649130549e-08,3.1048264759192534e-07
1922,4.648099505288883e-08,2.6929464524982905e-07
1923,5.520292845062613e-08,2.919385764243998e-07
1924,2.9650736754760487e-08,3.158448009799031e-07
1925,5.389107116116065e-08,3.0354971514157114e-07
1926,6.01891469997895e-08,3.5667642350745155e-07
1927,3.5677519605314956e-08,5.998283114649894e-07
1928,4.1133747963328915e-08,2.7651019607333183e-07
1929,5.235990929719492e-08,2.6514167927871313e-07
1930,3.991369190714522e-08,2.825469387346402e-07
1931,2.2810713318222042e-08,3.022419612364047e-07
1932,3.7262425145456746e-08,3.7481615322576545e-07
1933,2.523545639121494e-08,3.062666777964296e-07
1934,3.1152108448395666e-08,3.750234611743508e-07
1935,3.2314367182095793e-08,2.800578506878537e-07
1936,2.5461901032031165e-08,3.3100471341640514e-07
1937,2.6441348666139675e-08,2.9463217288139276e-07
1938,2.3337386689803452e-08,5.237946609781829e-07
1939,2.9058695893979802e-08,3.4258673053955135e-07
1940,3.55009599495304e-08,2.8400768314895686e-07
1941,3.541802984230458e-08,3.600833267114467e-07
1942,1.517105907566929e-08,3.7017385068338626e-07
1943,3.193558839598154e-08,3.541947002361212e-07
1944,4.819779242382083e-08,2.891867509902113e-07
1945,2.6142048525912287e-08,2.8756254266681935e-07
1946,4.037120149291695e-08,3.5081182403473576e-07
1947,2.8610091185043984e-08,3.576261349280685e-07
1948,3.1528474053743594e-08,4.435730360796697e-07
1949,3.337782894519137e-08,2.699677246198462e-07
1950,3.403315673722318e-08,2.9779012677977335e-07
1951,3.0918065441198905e-08,2.9105627064041073e-07
1952,3.479785259941082e-08,2.6678354103637503e-07
1953,1.939288862828903e-08,3.0705407993991685e-07
1954,3.8112889733099564e-08,2.892670565302069e-07
1955,2.5341141185464267e-08,2.853224785326347e-07
1956,3.7500909044752007e-08,3.4797354686588733e-07
1957,3.180613505904262e-08,2.959737699370635e-07
1958,3.8052319517589694e-08,2.605756641571588e-07
1959,2.1702094787912074e-08,2.4647378182862667e-07
1960,2.9759583686228552e-08,3.017483365397311e-07
1961,2.223410922042035e-08,2.8001081986417375e-07
1962,2.02942609384138e-08,3.4436822815564483e-07
1963,3.879631815806306e-08,2.9291222247707083e-07
1964,3.7112207529332863e-08,4.788083032281065e-07
1965,2.7360217647043328e-08,5.012391710579323e-07
1966,2.8249280692449474e-08,2.913553274197511e-07
1967,2.4158644418292852e-08,3.6040754736177405e-07
1968,3.7278750308900044e-08,3.166448294678048e-07
1969,2.815889876828237e-08,2.6569282951527384e-07
1970,3.587005403815624e-08,5.081591041289357e-07
1971,4.162101907567717e-08,3.1703913450087384e-07
1972,3.283294014444493e-08,3.1139990142037277e-07
1973,3.804110448868414e-08,2.7345490494212754e-07
1974,1.6314157580410438e-08,2.7565301508047924e-07
1975,3.0270844497692906e-08,2.9014319835596325e-07
1976,3.313845509111957e-08,2.542519403903043e-07
1977,2.703319657015868e-08,3.1852157178491325e-07
1978,2.5544543369449002e-08,3.3386122666456686e-07
1979,2.1652302173436055e-08,3.0254702210186224e-07
1980,1.8760996423061727e-08,3.0301854536674e-07
1981,2.846497215713839e-08,3.061566040685193e-07
1982,2.855450986771757e-08,3.575521319021391e-07
1983,3.0945048301589395e-08,3.4481624311410997e-07
1984,3.131464687555763e-08,3.514199136134266e-07
1985,2.947623389815135e-08,3.6875372444455934e-07
1986,3.596691211527059e-08,2.8293971610082735e-07
1987,2.749867533680117e-08,3.3426167078687286e-07
1988,3.7178633061074606e-08,3.1721769389037036e-07
1989,3.128229586479847e-08,3.5563032696472874e-07
1990,2.8332984847168063e-08,3.7214287118558786e-07
1991,2.7548886727402078e-08,2.930732456718488e-07
1992,3.912060364541503e-08,3.38310563563482e-07
1993,3.988229213547356e-08,3.66141605923076e-07
1994,3.956194927212664e-08,3.038357689888471e-07
1995,3.7957156528989344e-08,3.622197013442019e-07
1996,3.5231408013203236e-08,3.352321940042202e-07
1997,2.5412941528912825e-08,3.485888200316367e-07
1998,3.814503291010851e-08,3.1326609573056885e-07
1999,2.970630763599047e-08,3.6653012358556225e-07
2000,3.9320480649251977e-08,3.2693432672203926e-07
2001,2.8039755406439326e-08,4.000046374130761e-07
2002,3.329728492929007e-08,4.0920608057604113e-07
2003,3.833568928968134e-08,3.3543729927032473e-07
2004,3.347641364115361e-08,4.250623533152975e-07
2005,2.7923246825878323e-08,3.386819678041775e-07
2006,3.294311889945334e-08,3.7431619404060257e-07
2007,3.994479413904628e-08,4.881254085375986e-07
2008,4.001993225699607e-08,5.211106284264133e-07
2009,4.052963786804753e-08,5.941167984246931e-07
2010,2.9759895436853867e-08,7.246298494578696e-07
2011,3.059177577924288e-08,1.028648483725192e-06
2012,3.5063803416335304e-08,9.974460226658266e-07
2013,3.3190588499820706e-08,7.446963721235988e-07
2014,3.897801459373795e-08,7.68733059430815e-07
2015,3.568686501864704e-08,8.677892822106514e-07
2016,3.6662719082869444e-08,8.434496976406081e-07
2017,3.2954507567239943e-08,6.583354945632891e-07
2018,4.311049472960349e-08,7.20229195394495e-07
2019,3.698932271589683e-08,9.178453836966582e-07
