year,mon_DET avoir_NOUN,mon_DET savoir_NOUN
1889,9.648310372867286e-08,6.891650317086828e-08
1890,5.374597034091266e-08,7.734176377116597e-08
1891,5.4818293016012376e-08,8.605197310274093e-08
1892,5.453605744776269e-08,1.0092304880693348e-07
1893,7.082179154238588e-08,6.589505852083732e-08
1894,5.860431673276878e-08,7.435816318235311e-08
1895,8.064943646246547e-08,8.606618617790218e-08
1896,7.194375539754105e-08,7.84304887702092e-08
1897,4.020432275986252e-08,6.118049356018673e-08
1898,3.847681284696591e-08,4.8096016280751996e-08
1899,5.638129962903804e-08,6.688369680318829e-08
1900,4.931500652283205e-08,9.188163740958544e-08
1901,4.0797793643410074e-08,6.930036322572164e-08
1902,3.388095848322337e-08,5.2540035988535294e-08
1903,5.724233664849976e-08,7.50630611001668e-08
1904,6.127072715855775e-08,7.578221428161669e-08
1905,4.799505926023073e-08,9.031328218611634e-08
1906,3.3951617295358005e-08,5.298510047380134e-08
1907,3.1371344633157605e-08,7.045695493701487e-08
1908,3.73265565123404e-08,8.054678035662732e-08
1909,3.190570596611764e-08,7.536347190750803e-08
1910,3.9546714014626616e-08,6.573305189050416e-08
1911,3.617854538173759e-08,8.033765253045999e-08
1912,3.3861239145949185e-08,1.0262559990703579e-07
1913,5.5681392163720034e-08,6.628736948233183e-08
1914,4.8216555192936994e-08,1.091569252764657e-07
1915,4.947920073661294e-08,5.3013429868187245e-08
1916,2.307366964160451e-08,4.8344833913915863e-08
1917,3.3995915083018247e-08,5.9218692172180454e-08
1918,2.6418664589300533e-08,8.959373598571574e-08
1919,5.800944397060803e-08,8.010828445037532e-08
1920,3.9375603666513825e-08,9.389567523498954e-08
1921,4.8465584878698564e-08,8.330021916691521e-08
1922,7.599273788017058e-08,5.902348421127357e-08
1923,5.4141336303104026e-08,8.068120660453815e-08
1924,7.73497496053821e-08,1.1860294391041748e-07
1925,6.488924797487527e-08,9.238469544925465e-08
1926,7.356451359186167e-08,1.125759983011676e-07
1927,6.132073615550127e-08,1.349056271138238e-07
1928,5.713020456710183e-08,8.455270261720216e-08
1929,4.6789706997785174e-08,1.203163921825734e-07
1930,5.56691004405252e-08,9.87338708569041e-08
1931,3.763767608688795e-08,7.185374872875627e-08
1932,5.370173117302812e-08,9.534796863164274e-08
1933,5.6206243215228824e-08,8.488290048624947e-08
1934,6.47005329312833e-08,7.907842558552147e-08
1935,4.0692166081157666e-08,7.899067533401194e-08
1936,3.152425787078528e-08,1.0669748995439932e-07
1937,4.1550688223424004e-08,4.65871372590243e-08
1938,4.537824938033452e-08,1.1150084233690905e-07
1939,5.047036566452334e-08,7.035263305255057e-08
1940,2.028626333583361e-08,1.44539632707108e-07
1941,2.6563523380929155e-08,9.73995870623412e-08
1942,2.123948195098535e-08,1.2136847260535433e-07
1943,6.967764676346633e-08,1.3645205942935945e-07
1944,4.177142187700156e-08,1.2210107058763242e-07
1945,4.574858669670334e-08,1.0238968695119866e-07
1946,3.7586981527226726e-08,1.3225049233511754e-07
1947,6.079644299106235e-08,1.120561872181014e-07
1948,5.3272248834446145e-08,1.0654449855707071e-07
1949,3.926803493481401e-08,9.031647763002582e-08
1950,5.211327014364997e-08,8.720996635958045e-08
1951,4.37117475549087e-08,9.062191486108873e-08
1952,3.690681482648728e-08,9.279427803932094e-08
1953,5.0636987936059086e-08,1.0666089478306162e-07
1954,4.397641362174909e-08,8.013479479984653e-08
1955,3.191106667799204e-08,9.104039833118804e-08
1956,4.622204929916052e-08,8.197872936044348e-08
1957,3.8874164776103726e-08,8.923388383763609e-08
1958,4.1361218450219894e-08,1.1746585554250899e-07
1959,4.805463582613356e-08,7.673240354222344e-08
1960,7.474500357540492e-08,1.1834625257556297e-07
1961,3.752005850454765e-08,1.0978091746771668e-07
1962,6.468795499259272e-08,8.181123833939097e-08
1963,4.849540014006948e-08,1.0281024476199718e-07
1964,6.631525539813055e-08,1.0525265436989173e-07
1965,3.994591796230296e-08,1.0232720804026485e-07
1966,6.092982252070556e-08,9.693380520481298e-08
1967,3.944268356370628e-08,8.381570726356813e-08
1968,4.177016899031827e-08,1.311493416089604e-07
1969,3.724241381952709e-08,8.901845593989322e-08
1970,8.553628783047884e-08,1.1910697716999152e-07
1971,3.185806474181874e-08,1.1869698246513849e-07
1972,2.61637485010624e-08,1.046549940042496e-07
1973,3.307922269435437e-08,1.2514973013466602e-07
1974,3.31908722728258e-08,1.018228501514784e-07
1975,2.9699696924012642e-08,1.016643449425203e-07
1976,5.199309582870626e-08,1.2284083039659777e-07
1977,2.938390863960194e-08,1.1929867005378014e-07
1978,3.9801963613861346e-08,1.1702964775039959e-07
1979,4.623058991182205e-08,1.4161775840904056e-07
1980,3.069981446834902e-08,1.2393628523454936e-07
1981,3.2892857104727113e-08,1.2334821875015223e-07
1982,2.979601032571111e-08,1.5891206039952976e-07
1983,4.2312617409834274e-08,1.3641082485804645e-07
1984,2.6675439857015704e-08,1.4671490822237843e-07
1985,5.2936909966661005e-08,1.4858428354358466e-07
1986,3.296967077126567e-08,1.192902594482348e-07
1987,2.8720839484464022e-08,1.2649390646046754e-07
1988,3.957725502878873e-08,1.2712694452687856e-07
1989,3.4026356843241956e-08,1.3775187124309696e-07
1990,2.506379526145963e-08,1.2586384023904884e-07
1991,1.992898113201136e-08,1.2543535721221133e-07
1992,3.1406681699763794e-08,1.371976035002831e-07
1993,3.323524444542869e-08,1.7337719437904298e-07
1994,2.37371702294098e-08,1.4506048184870224e-07
1995,2.168980317573954e-08,1.767718913470162e-07
1996,3.6299027783570637e-08,1.526694335396428e-07
1997,3.020783545526484e-08,1.7021875997613733e-07
1998,3.0516027038629545e-08,1.6783815226517618e-07
1999,3.701863060534549e-08,1.713825401594704e-07
2000,2.6949992570912684e-08,1.7716306643933422e-07
2001,2.4534786646768225e-08,1.5728550906146666e-07
2002,3.417352689716324e-08,2.0109806797563579e-07
2003,4.5419461081053214e-08,2.525155231580811e-07
2004,4.096455941127175e-08,1.823583533067108e-07
2005,1.7564622756260917e-08,1.7249361139448638e-07
2006,2.7589862117149977e-08,1.78716421217473e-07
2007,2.3567428897308673e-08,2.1370464509118392e-07
2008,2.682186917013496e-08,2.0009966927858613e-07
2009,3.528462499957641e-08,2.579592095486305e-07
2010,2.1257068993918438e-08,2.7209049058285473e-07
2011,3.0209378776291373e-08,3.082121278197292e-07
2012,3.8127630719309025e-08,2.968508265865921e-07
2013,3.9884488378660876e-08,3.2800110361108636e-07
2014,3.2048587617072855e-08,3.3715981473392276e-07
2015,4.477482407061473e-08,3.016759162477456e-07
2016,5.696185301218293e-08,3.1815784495847765e-07
2017,2.2388941062212453e-08,3.081623773937281e-07
2018,2.8654280670448173e-08,3.275881237385647e-07
2019,2.602007509455717e-08,3.130062058431804e-07
