year,on_PRON erre_VERB,on_PRON serre_VERB
1871,7.434824089713743e-09,3.728033259875474e-07
1872,1.4513614310374123e-08,4.1121907301544525e-07
1873,1.616221201317103e-08,4.357811249633414e-07
1874,8.961913655625153e-09,4.803585689217016e-07
1875,2.5174719198162165e-08,4.108056614882116e-07
1876,5.441413186701993e-08,3.7606212899277125e-07
1877,2.535774568102056e-08,4.521100596122096e-07
1878,2.0532902045289347e-08,3.919368616323027e-07
1879,2.443730151568957e-08,4.239871849165411e-07
1880,2.5029599504122757e-08,4.0817501201217965e-07
1881,3.137628423743877e-08,4.218367202213358e-07
1882,2.0631693686823382e-08,3.4408339999458804e-07
1883,2.8437026067251736e-08,4.000141409221669e-07
1884,2.8387296957532726e-08,4.720213411246732e-07
1885,2.0626034213933053e-08,4.254119581048599e-07
1886,1.2261580972783293e-08,3.9817870778335873e-07
1887,2.7421483750345033e-08,3.721487153995895e-07
1888,2.0289966373709944e-08,3.9058185663520817e-07
1889,2.6940087494153886e-08,3.401969390637305e-07
1890,2.7528423984790606e-08,4.207916219911567e-07
1891,3.314594465564369e-08,5.749546190259025e-07
1892,2.382034658410248e-08,4.112144047496713e-07
1893,3.387129021703572e-08,3.922911311349253e-07
1894,2.709661939270802e-08,4.5812190307970013e-07
1895,2.7083765452573516e-08,3.677373605626144e-07
1896,3.36130654421396e-08,3.320027417430538e-07
1897,3.1464253869017966e-08,4.6322372071472273e-07
1898,3.960848360406999e-08,4.2946912515162694e-07
1899,2.266307141951529e-08,4.178849337677093e-07
1900,5.0353215819143315e-08,3.841379445645998e-07
1901,3.800342485149599e-08,4.3089176671173846e-07
1902,2.455142000812316e-08,1.2756917726619577e-06
1903,3.0781255766498816e-08,3.1105268760711624e-07
1904,3.493506461893503e-08,2.8378020644481694e-07
1905,3.4577085195053314e-08,3.1325806659765476e-07
1906,3.395161618513498e-08,3.230547811483575e-07
1907,2.5199932807140613e-08,2.78742124493192e-07
1908,4.174680778845641e-08,3.236605330414477e-07
1909,3.025540928902615e-08,2.9650302124650807e-07
1910,3.1530488442399474e-08,3.2278668982144154e-07
1911,4.149891918991955e-08,3.3997190485024475e-07
1912,4.375913742471482e-08,2.620338932501909e-07
1913,4.931780317463108e-08,2.884826386662098e-07
1914,5.022557836298347e-08,3.9912593763347104e-07
1915,4.005459064426731e-08,3.4046403385445956e-07
1916,4.504859507648007e-08,3.64783730333329e-07
1917,2.7416060977003553e-08,3.257028033942788e-07
1918,4.479686754876866e-08,3.572262947670879e-07
1919,2.3940405213807026e-08,3.185915424808172e-07
1920,7.042175553806374e-08,3.1576206893646486e-07
1921,4.240738649130549e-08,3.4986093311317745e-07
1922,4.648099505288883e-08,2.552765714369798e-07
1923,5.520292845062613e-08,2.6009073650357095e-07
1924,2.9650736754760487e-08,2.2947092048752893e-07
1925,5.389107116116065e-08,2.1446446396566898e-07
1926,6.01891469997895e-08,2.2403738242360305e-07
1927,3.5677519605314956e-08,1.8396220546890163e-07
1928,4.1133747963328915e-08,2.1937999861165736e-07
1929,5.235990929719492e-08,2.2392217324807007e-07
1930,3.991369190714522e-08,2.163742252037082e-07
1931,2.2810713318222042e-08,2.0985855719857227e-07
1932,3.7262425145456746e-08,1.6877686803695724e-07
1933,2.523545639121494e-08,1.353538117143671e-07
1934,3.1152108448395666e-08,1.7852553924058157e-07
1935,3.2314367182095793e-08,2.273973915833949e-07
1936,2.5461901032031165e-08,1.9763284520024627e-07
1937,2.6441348666139675e-08,1.6494365162600388e-07
1938,2.3337386689803452e-08,1.5169301548212388e-07
1939,2.9058695893979802e-08,1.6058752727587944e-07
1940,3.55009599495304e-08,1.1157444923526327e-07
1941,3.541802984230458e-08,2.42023212138065e-07
1942,1.517105907566929e-08,2.639764318246307e-07
1943,3.193558839598154e-08,2.264523448758382e-07
1944,4.819779242382083e-08,1.6708567862622203e-07
1945,2.6142048525912287e-08,1.3288874534111983e-07
1946,4.037120149291695e-08,1.3781892960196274e-07
1947,2.8610091185043984e-08,1.8596558248873407e-07
1948,3.1528474053743594e-08,1.946067929026185e-07
1949,3.337782894519137e-08,1.4234662337742066e-07
1950,3.403315673722318e-08,1.5846688228293715e-07
1951,3.0918065441198905e-08,1.8337611074059623e-07
1952,3.479785259941082e-08,1.244286860213606e-07
1953,1.939288862828903e-08,1.9285151253711774e-07
1954,3.8112889733099564e-08,1.0261162941560542e-07
1955,2.5341141185464267e-08,1.2107433988717275e-07
1956,3.7500909044752007e-08,1.3779403751357222e-07
1957,3.180613505904262e-08,1.2987505293438062e-07
1958,3.8052319517589694e-08,1.5303650080511488e-07
1959,2.1702094787912074e-08,1.32537785191289e-07
1960,2.9759583686228552e-08,1.5364250494087628e-07
1961,2.223410922042035e-08,1.2367723734030278e-07
1962,2.02942609384138e-08,1.1796039078859621e-07
1963,3.879631815806306e-08,1.50012435362612e-07
1964,3.7112207529332863e-08,1.3993127190303767e-07
1965,2.7360217647043328e-08,1.0725204901973484e-07
1966,2.8249280692449474e-08,1.1521275489201344e-07
1967,2.4158644418292852e-08,1.3410512522682438e-07
1968,3.7278750308900044e-08,1.3878475257911305e-07
1969,2.815889876828237e-08,1.026437246309797e-07
1970,3.587005403815624e-08,1.0117194726433354e-07
1971,4.162101907567717e-08,9.917107135493097e-08
1972,3.283294014444493e-08,1.0670705563597949e-07
1973,3.804110448868414e-08,9.372446108102395e-08
1974,1.6314157580410438e-08,1.0519818971488348e-07
1975,3.0270844497692906e-08,8.567220532995634e-08
1976,3.313845509111957e-08,8.741696078118366e-08
1977,2.703319657015868e-08,1.0284368556767731e-07
1978,2.5544543369449002e-08,1.253464798622872e-07
1979,2.1652302173436055e-08,1.1001709765423584e-07
1980,1.8760996423061727e-08,1.0460677302148724e-07
1981,2.846497215713839e-08,1.1639011354702689e-07
1982,2.855450986771757e-08,9.373328513362367e-08
1983,3.0945048301589395e-08,7.894144715692164e-08
1984,3.131464687555763e-08,1.606325295000488e-07
1985,2.947623389815135e-08,9.685048674157315e-08
1986,3.596691211527059e-08,1.1689246726120928e-07
1987,2.749867533680117e-08,8.616252067383812e-08
1988,3.7178633061074606e-08,8.754968483515313e-08
1989,3.128229586479847e-08,9.165163827873357e-08
1990,2.8332984847168063e-08,1.0297950225890418e-07
1991,2.7548886727402078e-08,8.6749682992604e-08
1992,3.912060364541503e-08,8.044518562400071e-08
1993,3.988229213547356e-08,1.0856846444085022e-07
1994,3.956194927212664e-08,1.0075109990737019e-07
1995,3.7957156528989344e-08,7.37453280663658e-08
1996,3.5231408013203236e-08,7.740233698427801e-08
1997,2.5412941528912825e-08,8.822605934710737e-08
1998,3.814503291010851e-08,7.342919161601458e-08
1999,2.970630763599047e-08,8.089255665311157e-08
2000,3.9320480649251977e-08,7.113031053052055e-08
2001,2.8039755406439326e-08,7.448059768933035e-08
2002,3.329728492929007e-08,8.674818818832364e-08
2003,3.833568928968134e-08,7.625469145011721e-08
2004,3.347641364115361e-08,7.75243274020454e-08
2005,2.7923246825878323e-08,8.737274548309415e-08
2006,3.294311889945334e-08,1.0130009098219261e-07
2007,3.994479413904628e-08,9.706584869206836e-08
2008,4.001993225699607e-08,9.621813745752661e-08
2009,4.052963786804753e-08,8.487382707755842e-08
2010,2.9759895436853867e-08,1.1242627806495875e-07
2011,3.059177577924288e-08,1.1318957149342168e-07
2012,3.5063803416335304e-08,1.3276585342225644e-07
2013,3.3190588499820706e-08,1.1937455290933485e-07
2014,3.897801459373795e-08,1.1043770520302587e-07
2015,3.568686501864704e-08,1.2434987617382376e-07
2016,3.6662719082869444e-08,1.2303759788778734e-07
2017,3.2954507567239943e-08,9.785727961286739e-08
2018,4.311049472960349e-08,1.228778145900833e-07
2019,3.698932271589683e-08,1.114781671418541e-07
