year,son_DET or_NOUN,son_DET sort_NOUN
1885,5.240301841347161e-07,2.69685398279762e-06
1886,6.434103374530764e-07,2.702710574453704e-06
1887,4.642065440929599e-07,2.601123675560757e-06
1888,5.788981156662487e-07,2.540050331845123e-06
1889,4.836685678633046e-07,2.794251074078602e-06
1890,4.771593222763215e-07,2.7167932827865116e-06
1891,5.341596658325898e-07,2.539489230457548e-06
1892,5.353309795452788e-07,2.5863881454313287e-06
1893,5.129961102579017e-07,2.631491504700989e-06
1894,4.801772890417055e-07,2.8596385419632497e-06
1895,6.157042493626363e-07,2.681894734735124e-06
1896,4.876842885082056e-07,2.6218190996019075e-06
1897,4.876959378563583e-07,2.409928782753923e-06
1898,4.6002423870206144e-07,2.456291944952227e-06
1899,5.162758043297799e-07,2.5647964179142946e-06
1900,5.684203263633947e-07,2.5913737999871955e-06
1901,4.4989349268220735e-07,2.3014426133727284e-06
1902,4.104997359810625e-07,2.0451333213600265e-06
1903,3.866557785059399e-07,2.343155578898859e-06
1904,3.568751072435816e-07,2.4454544842456016e-06
1905,4.2576262693216904e-07,2.4941949305912203e-06
1906,4.0381847998816056e-07,2.4527472390900584e-06
1907,3.908560906040748e-07,2.5554788933845884e-06
1908,4.543034899384679e-07,2.4841806762765373e-06
1909,4.2357574336904236e-07,2.6921812761315778e-06
1910,4.6440669576597315e-07,2.846294606229094e-06
1911,4.080726885291597e-07,2.696897752230143e-06
1912,4.3550760508992425e-07,2.744323126080417e-06
1913,4.5923891800470074e-07,2.5974043325049934e-06
1914,5.156492521862788e-07,2.6699918294070812e-06
1915,7.056676145644758e-07,2.870971769652897e-06
1916,8.735032057671788e-07,2.8951963315648754e-06
1917,7.204940737359777e-07,3.138590628282145e-06
1918,6.133725038992566e-07,3.3425355994154415e-06
1919,5.312928510470272e-07,3.292726646009214e-06
1920,6.125935283485262e-07,2.9978464795021864e-06
1921,4.369475385956889e-07,2.5277830388859e-06
1922,5.179310766934009e-07,2.595557795359582e-06
1923,5.509677052373263e-07,2.6805268475982302e-06
1924,5.053516742847819e-07,2.557698273619735e-06
1925,5.279125154800113e-07,2.694553664639443e-06
1926,5.305561736612674e-07,2.887964527076292e-06
1927,4.86106193520186e-07,2.811834455940243e-06
1928,4.821789429954038e-07,2.4897343635643665e-06
1929,3.7654574125411955e-07,2.748338218339086e-06
1930,4.190937912262882e-07,2.852778749229401e-06
1931,4.5621427080533294e-07,2.754393570114644e-06
1932,5.446889931315368e-07,2.7771464701231707e-06
1933,3.590317374513319e-07,2.787370974033365e-06
1934,4.52903742953481e-07,2.7198186245414036e-06
1935,4.1769310410444405e-07,2.3924599688029957e-06
1936,4.38914678824176e-07,2.5922639679265558e-06
1937,4.0669312006968994e-07,2.63154372248664e-06
1938,4.200729367687117e-07,2.621566409288789e-06
1939,3.8235127419739e-07,2.7559880066974074e-06
1940,4.057252613876017e-07,2.3354560170218974e-06
1941,4.899494241428215e-07,2.889520999360684e-06
1942,3.9444752530926053e-07,2.636730030758372e-06
1943,4.412917617990786e-07,3.210978114509544e-06
1944,4.3378013181438746e-07,3.470241040304245e-06
1945,4.5530733450149796e-07,3.8102035375686683e-06
1946,4.329463472174666e-07,3.4190231872344157e-06
1947,3.7073909719964604e-07,3.3056574437750896e-06
1948,4.533577246945697e-07,2.7973366485412043e-06
1949,3.7402802854913375e-07,2.6594274515900906e-06
1950,3.935083658923588e-07,2.8800559732644615e-06
1951,4.2219152396327786e-07,2.8615202012360896e-06
1952,3.4481507549255497e-07,2.7817192602697105e-06
1953,3.436851003790764e-07,2.7807249196598605e-06
1954,3.3617524453077863e-07,2.714810470649809e-06
1955,3.2286490858624006e-07,2.5200357072208135e-06
1956,3.505898824585074e-07,2.602388718742077e-06
1957,2.9155624492460674e-07,2.576296893153085e-06
1958,3.069002305622348e-07,2.5404060721712085e-06
1959,2.666257157279972e-07,2.577898833067138e-06
1960,3.4604165533025366e-07,2.7731778686757025e-06
1961,3.119723412936537e-07,2.8549987050041636e-06
1962,3.7227282811969076e-07,2.8526119280058992e-06
1963,3.4464063247696686e-07,2.6387963885099452e-06
1964,3.473945788812216e-07,2.652610142206413e-06
1965,3.5130519604464894e-07,2.7168694245460756e-06
1966,4.1266106931558966e-07,2.7651061600408866e-06
1967,3.860452744142151e-07,2.8788229968768064e-06
1968,4.275827796274001e-07,3.0847043603898783e-06
1969,3.9422457165372293e-07,2.7786473850710536e-06
1970,3.453642425377268e-07,2.637828750096105e-06
1971,3.653400506564708e-07,2.539396120937454e-06
1972,3.4474587895516606e-07,2.5979062812098164e-06
1973,3.5946089393945613e-07,2.3905250969846747e-06
1974,2.700274317479767e-07,2.238977529600561e-06
1975,2.7357990672882693e-07,2.2845919716019125e-06
1976,3.4452568264953243e-07,2.3316903963177538e-06
1977,3.2145996753385475e-07,2.261385596113996e-06
1978,3.3326716497583675e-07,2.5473256215491347e-06
1979,3.721855139637853e-07,2.6392399661290256e-06
1980,2.9505933341056334e-07,2.394017066364995e-06
1981,3.479052332888699e-07,2.468229446606074e-06
1982,3.1223736085550513e-07,2.3576092971211438e-06
1983,3.2334418254009734e-07,2.187625504745938e-06
1984,2.992288292702483e-07,2.32714214121188e-06
1985,2.863405677011599e-07,2.2907244741077193e-06
1986,2.967270318343651e-07,2.530871825001668e-06
1987,3.4220575306775913e-07,2.435160531888414e-06
1988,2.770407956376175e-07,2.321865743226681e-06
1989,2.936145406806645e-07,2.426298877367117e-06
1990,2.8278498986900047e-07,2.2775361330218402e-06
1991,2.707997031059506e-07,2.2959359853302885e-06
1992,2.8486410208472535e-07,2.2397924013262127e-06
1993,3.2902893165598357e-07,2.370780691762775e-06
1994,3.054182382555837e-07,2.355254800079365e-06
1995,2.835941703693834e-07,2.504087852628345e-06
1996,2.6690460774858593e-07,2.251073510706192e-06
1997,2.5556786820146726e-07,2.326003233577012e-06
1998,2.8561095177792595e-07,2.478950349882325e-06
1999,2.82438437526622e-07,2.504927152813252e-06
2000,2.7391793988584823e-07,2.5094418560911436e-06
2001,2.435953778689992e-07,2.347453374795805e-06
2002,2.523583599867152e-07,2.563890724616158e-06
2003,2.7001660463099597e-07,2.559740735819105e-06
2004,2.669303444946536e-07,2.418670881354501e-06
2005,2.751790941779575e-07,2.567137194375846e-06
2006,2.8536977936255425e-07,2.615683598605756e-06
2007,2.684290274501677e-07,2.7649785891981082e-06
2008,3.167535098658192e-07,2.7894745215917283e-06
2009,3.0230341163672847e-07,2.8880941869147136e-06
2010,2.909856564592417e-07,3.3208264085260453e-06
2011,2.829739247367513e-07,3.329532319185091e-06
2012,3.686805802871618e-07,3.62042283086339e-06
2013,3.784842546039613e-07,3.829468738558717e-06
2014,4.6795270147725887e-07,4.329374476697012e-06
2015,4.659241614746179e-07,3.989613972521511e-06
2016,5.132780407368642e-07,4.312530194283681e-06
2017,3.03382727495638e-07,3.707507985950542e-06
2018,3.7689413545649586e-07,3.923054975984996e-06
2019,3.974438851361839e-07,3.887195177298963e-06
