year,ton_DET or_NOUN,ton_DET sort_NOUN
1843,1.1636614738463891e-07,2.7880619102305104e-07
1844,4.8299337418455934e-08,3.348022508120607e-07
1845,7.644912036752771e-08,2.6840895728241776e-07
1846,8.196302081486806e-08,2.8921236538970163e-07
1847,5.662884650092792e-08,2.0709979153821223e-07
1848,4.263967567919025e-08,2.1883003586964378e-07
1849,5.614208120618969e-08,3.4020425054848147e-07
1850,3.937617609750532e-08,2.7495433130297897e-07
1851,7.22337163416853e-08,2.1863597998716955e-07
1852,5.9245962802378926e-08,2.6302603561845217e-07
1853,5.4344578614973216e-08,2.4066885861984133e-07
1854,5.6632741163298306e-08,2.0367004882615447e-07
1855,8.331890910540096e-08,2.9665779166521133e-07
1856,4.245295315286057e-08,1.988040625455767e-07
1857,1.1081025430570435e-07,2.6116073215121105e-07
1858,9.542668333306636e-08,3.112378053060638e-07
1859,6.517981754328162e-08,3.1316864834707303e-07
1860,8.833965159382728e-08,3.753290815922128e-07
1861,8.064297785104202e-08,3.31532236330645e-07
1862,9.713670667821361e-08,3.0315688981374933e-07
1863,7.541877550254483e-08,3.086675626207125e-07
1864,1.0212770851225628e-07,2.5172321471700343e-07
1865,6.636650229374652e-08,2.8900023707478795e-07
1866,8.855415245534459e-08,2.2284507039671553e-07
1867,6.551295683721037e-08,2.479786775921866e-07
1868,6.4218362849644e-08,2.0796870181527538e-07
1869,7.422949188651273e-08,2.8666258433673875e-07
1870,4.185855440042019e-08,2.1674704075991258e-07
1871,8.072094370703553e-08,1.8905696030913077e-07
1872,5.3821318624081016e-08,2.3100836532563562e-07
1873,4.968383748860106e-08,2.4662338660164096e-07
1874,7.82673765797881e-08,2.5929803593172096e-07
1875,6.808617553089036e-08,2.397319844860135e-07
1876,6.227395310531847e-08,1.9347246826839637e-07
1877,4.51491583008945e-08,2.894493889016303e-07
1878,3.2611077338540184e-08,2.445830968866858e-07
1879,5.803859082220697e-08,2.2299037039097414e-07
1880,6.610381309002378e-08,2.586392078285371e-07
1881,4.183504487276224e-08,2.0499172848076341e-07
1882,6.389169482368118e-08,2.0432032954431634e-07
1883,6.256145379524014e-08,1.9463564537858247e-07
1884,6.931781992847164e-08,2.3502041557321718e-07
1885,4.383032448096458e-08,1.3406922372283248e-07
1886,6.711602551501272e-08,1.5423778609857663e-07
1887,4.635536360320103e-08,1.325371719040902e-07
1888,5.516334833366443e-08,1.5280880738544056e-07
1889,4.9494580878217675e-08,1.9233969439369503e-07
1890,3.8015443237782165e-08,1.6910317590657087e-07
1891,6.756673087693343e-08,1.3194635473112726e-07
1892,4.387958751905785e-08,1.5420540222521595e-07
1893,5.234654043562159e-08,1.385643750850818e-07
1894,2.6466464575491955e-08,1.3422278488661732e-07
1895,6.921406359161608e-08,1.6852120232613288e-07
1896,3.597187570036908e-08,1.7337265223460463e-07
1897,2.855089586972781e-08,1.1362091711930589e-07
1898,2.82917743676947e-08,1.1769378271964115e-07
1899,4.09040801230276e-08,1.4979736917553055e-07
1900,6.333085078580325e-08,2.003746448764332e-07
1901,4.3592162823902214e-08,1.6263229518642675e-07
1902,3.338993082024899e-08,1.1539167354968072e-07
1903,3.186129982069019e-08,1.3770561313464214e-07
1904,2.1498500757388683e-08,1.4189011210419267e-07
1905,2.993240255655394e-08,1.0476341039122872e-07
1906,4.012463905578301e-08,1.291190279140153e-07
1907,2.159994205719329e-08,1.630281381004295e-07
1908,3.5362001771233054e-08,1.610935544960057e-07
1909,4.510806661528477e-08,1.738310793086839e-07
1910,6.626746884563772e-08,1.9773358150843023e-07
1911,4.894744243255644e-08,1.7184809042447569e-07
1912,4.7405731506966475e-08,2.3546584415612415e-07
1913,6.045408240673567e-08,1.357565322379628e-07
1914,4.620753313311354e-08,1.4264063619151557e-07
1915,6.479418912519463e-08,1.1191723814363286e-07
1916,4.065361070004769e-08,1.3075079330349126e-07
1917,4.386569774084137e-08,2.0726542127036396e-07
1918,4.364822903113463e-08,1.3553923938758317e-07
1919,2.117805197876521e-08,1.454840072856456e-07
1920,3.7103934591442567e-08,1.2342737853998642e-07
1921,2.8019165876358443e-08,1.4388220237471216e-07
1922,4.057864688711277e-08,1.6821692616630912e-07
1923,3.6094223609950404e-08,2.0382620924408457e-07
1924,2.9650736532715882e-08,2.1786844595084176e-07
1925,5.939016034517408e-08,2.1226483681857644e-07
1926,4.904300876518164e-08,1.5604594061358057e-07
1927,2.787306230267461e-08,1.3602053838823736e-07
1928,2.742249938236796e-08,1.713906234712681e-07
1929,6.684243802901335e-08,1.247725538444655e-07
1930,3.676261295382233e-08,1.2709360852625196e-07
1931,3.307553342324354e-08,1.6081553422253592e-07
1932,3.6166470818166374e-08,1.5124160102075734e-07
1933,2.1794258397989097e-08,1.261772872851452e-07
1934,3.5944742293736454e-08,1.3419369260248004e-07
1935,2.393656917121234e-08,2.0824813695696776e-07
1936,3.273672799508631e-08,1.1397231336474078e-07
1937,5.9178256517355976e-08,7.051026240656455e-08
1938,2.2040865133021725e-08,1.050182341089112e-07
1939,2.2941076593951948e-08,1.3611705007576802e-07
1940,1.7750480196809804e-08,8.114505334333444e-08
1941,3.8369532440185594e-08,1.062540926355382e-07
1942,4.551317811518629e-08,9.709477910568864e-08
1943,4.6451763546784264e-08,1.9741999346400974e-07
1944,5.1410978585408884e-08,1.3495382056305516e-07
1945,3.267756198965799e-08,1.568522947081874e-07
1946,3.619487021211398e-08,1.2946627236942732e-07
1947,5.8412266579210836e-08,1.7881306302314215e-07
1948,3.4790040626120344e-08,1.532936204640123e-07
1949,4.908504047662632e-08,1.2663940873736124e-07
1950,4.4668516441248585e-08,1.329420116213953e-07
1951,3.731490771929913e-08,1.2580454189503598e-07
1952,6.537778207693634e-08,1.0650251658361753e-07
1953,4.5250076685654506e-08,1.0881565604137222e-07
1954,4.1044653009691956e-08,1.0065711908424646e-07
1955,1.970977603349411e-08,1.1356585671862263e-07
1956,5.145473469525541e-08,8.982775590027359e-08
1957,3.0922632010543794e-08,1.1485548734313511e-07
1958,4.9633462229081715e-08,1.3070145077342943e-07
1959,4.5729413145068065e-08,7.36321018601771e-08
1960,4.913791784577626e-08,1.4187708274882027e-07
1961,4.933192965239641e-08,1.4243726642604315e-07
1962,3.805173776072479e-08,1.7059862056356678e-07
1963,5.8841084893401785e-08,1.4548619819976238e-07
1964,4.258777996923868e-08,1.3263051190648412e-07
1965,5.143720827049947e-08,1.1764893415033839e-07
1966,6.979234001835977e-08,1.3570732715351141e-07
1967,5.078245596257247e-08,1.8045027960766902e-07
1968,5.749012288447375e-08,2.0256286159536785e-07
1969,3.996746922307892e-08,1.0900218527787331e-07
1970,4.3228016055607554e-08,1.2784455583059184e-07
1971,4.8300937471879024e-08,1.5672112629872004e-07
1972,3.231992473651246e-08,1.2825367123880937e-07
1973,3.6387143520499876e-08,1.1081539486035297e-07
1974,3.037808715689039e-08,8.157078923431982e-08
1975,2.8557400000295274e-08,9.937975598006688e-08
1976,3.199574982737374e-08,1.3026840717245136e-07
1977,2.11564152863275e-08,9.050244109687355e-08
1978,4.514849250014663e-08,1.21188064028388e-07
1979,3.043026175486574e-08,1.1118749654315252e-07
1980,2.5014662785594055e-08,1.0119568494282305e-07
1981,2.8464972379182996e-08,1.1385989440171329e-07
1982,4.034876344150007e-08,9.807853817989098e-08
1983,2.336666926616715e-08,9.220361274486777e-08
1984,2.7255340206977507e-08,9.800324018982565e-08
1985,2.8874678426049627e-08,1.3234227758118777e-07
1986,2.997242765090391e-08,1.12696329601647e-07
1987,1.772136820621384e-08,1.3077147409390477e-07
1988,2.518552633112847e-08,1.0493969404556935e-07
1989,2.6342985570693145e-08,1.1909224895134685e-07
1990,2.9967581305356816e-08,9.262706757162675e-08
1991,2.930732689865323e-08,1.0726481036726909e-07
1992,2.6998725921600908e-08,9.752601304313657e-08
1993,3.3235243224183364e-08,1.2020080442098902e-07
1994,2.7429619020580276e-08,8.967375419999257e-08
1995,3.416143945500494e-08,1.209206521579631e-07
1996,2.882569782869382e-08,1.1476898542639447e-07
1997,3.787966806889642e-08,1.1843389335908228e-07
1998,2.8608776236893618e-08,1.2397135584762964e-07
1999,3.0620348590026936e-08,1.1379800946009766e-07
2000,3.7995070645280293e-08,9.940570944166893e-08
2001,3.242096580091669e-08,1.196070846809505e-07
2002,3.1106672349068276e-08,1.4414218263425482e-07
2003,2.9585152550026805e-08,1.2667445714598102e-07
2004,3.611928783842089e-08,1.1364361451882132e-07
2005,3.693074512867156e-08,1.3195986703351537e-07
2006,2.5119128999051554e-08,1.4783224955294827e-07
2007,2.95591473520318e-08,1.7895268511480822e-07
2008,4.470311798510096e-08,1.5241634154783412e-07
2009,3.385416791346074e-08,1.754694824995795e-07
2010,5.385123991175078e-08,2.3146585359512528e-07
2011,5.238841427335217e-08,2.497053714911601e-07
2012,6.434037702618411e-08,3.08425281758673e-07
2013,7.558528691831157e-08,3.472460790021614e-07
2014,7.622367403925523e-08,3.575150042678388e-07
2015,8.156997455266435e-08,4.047466708456682e-07
2016,8.451067357029274e-08,4.4368104923364626e-07
2017,1.1471187910672143e-07,3.7532920060812103e-07
2018,8.131620088391855e-08,4.016762140679475e-07
2019,7.219295605764842e-08,3.9183171818280016e-07
