year,on_PRON eût_VERB,on_PRON sut_VERB
1898,5.81961796797259e-06,6.654225330748886e-07
1899,6.099130018810683e-06,7.528561525305122e-07
1900,5.645270107379474e-06,5.902227400156335e-07
1901,5.573090561483696e-06,6.119669251347659e-07
1902,4.827791030947992e-06,6.604331872495095e-07
1903,5.6545704865129665e-06,6.464063631028694e-07
1904,5.574023816734552e-06,6.288311453772621e-07
1905,5.6835439181668335e-06,6.192910859681433e-07
1906,5.602016926786746e-06,6.430230570231288e-07
1907,5.026615099268383e-06,6.351411627747439e-07
1908,5.5204012596732355e-06,6.129413634425873e-07
1909,5.739176231145393e-06,5.743026889604153e-07
1910,5.845966484230303e-06,6.51451969702066e-07
1911,5.472004886541981e-06,6.810078758689997e-07
1912,5.8725808003146085e-06,6.480519942897445e-07
1913,5.218141950535937e-06,5.568139300748953e-07
1914,4.902016371488571e-06,6.07394667895278e-07
1915,4.89608453335677e-06,7.3629760777294e-07
1916,5.425608719633601e-06,7.40554952471939e-07
1917,5.5512042536065564e-06,6.086365686996942e-07
1918,5.7787959804045386e-06,6.811421116026395e-07
1919,5.591005447058706e-06,6.491533213193179e-07
1920,5.8207747315464076e-06,6.095646511994346e-07
1921,5.490999228641158e-06,6.414117024178267e-07
1922,6.134015848147101e-06,5.710522117396977e-07
1923,5.812231506752141e-06,5.934315083777619e-07
1924,5.944327995166532e-06,5.685206332373127e-07
1925,5.33411628111935e-06,5.565077856317657e-07
1926,5.8784733028005576e-06,5.829430449466599e-07
1927,6.264749572437722e-06,5.797596855927623e-07
1928,5.758724682891625e-06,4.901771717413794e-07
1929,5.82531833970279e-06,6.060380997041648e-07
1930,5.009168489777949e-06,5.335830621788773e-07
1931,4.784547058989119e-06,5.10959964117319e-07
1932,4.840827273255854e-06,4.460531215499941e-07
1933,4.641030045604566e-06,4.875031436313293e-07
1934,4.729129841507529e-06,4.1096819813901675e-07
1935,4.893831260233128e-06,4.547948009303582e-07
1936,4.333372999099083e-06,4.19515117755509e-07
1937,4.3653406009980245e-06,4.117295588912384e-07
1938,4.696000587500748e-06,3.6172949080537364e-07
1939,4.637156052922364e-06,4.312922214921855e-07
1940,3.557703280421265e-06,2.966866077258601e-07
1941,4.312145165386028e-06,4.338708805562419e-07
1942,4.4633255811277195e-06,3.762422551290001e-07
1943,4.694531298810034e-06,4.877435202388369e-07
1944,4.89368244416255e-06,4.851910944125848e-07
1945,5.271979716781061e-06,5.163054481727158e-07
1946,4.774938702212239e-06,4.2041735071052244e-07
1947,5.310747837938834e-06,4.8041110289887e-07
1948,4.791241053681006e-06,4.696655508951153e-07
1949,3.793291966758261e-06,3.40650181840374e-07
1950,4.54768064628297e-06,3.3501387974865793e-07
1951,5.0204541821585735e-06,2.931885418888669e-07
1952,4.2358477685411344e-06,3.848853395993501e-07
1953,3.816089588326577e-06,3.3075649952252206e-07
1954,4.751407118419593e-06,3.3812974464808576e-07
1955,3.7683215623474098e-06,3.782400028740085e-07
1956,3.7849754335184116e-06,3.436129816236644e-07
1957,3.829988827419584e-06,3.6930455848960264e-07
1958,3.670394448818115e-06,3.6315147866616826e-07
1959,3.3878519616337144e-06,2.7437646821226735e-07
1960,3.772546165237145e-06,3.273554085581054e-07
1961,3.8006430713721784e-06,3.571353914821884e-07
1962,3.753169721676386e-06,3.7607801317562917e-07
1963,3.875752327076043e-06,3.9248942584890756e-07
1964,3.594408553908579e-06,3.267091059910854e-07
1965,3.3445129474785062e-06,3.835902475657349e-07
1966,3.957668809562165e-06,3.4729998787952354e-07
1967,3.794879376073368e-06,3.8160796123065666e-07
1968,4.013529178337194e-06,4.729460698627008e-07
1969,3.5834469827022986e-06,3.8650357936376167e-07
1970,2.957899994271429e-06,3.4076551713724257e-07
1971,3.2448979254695587e-06,3.309127976081072e-07
1972,3.0155003969412064e-06,3.0626976865733013e-07
1973,2.748883389358525e-06,2.602232243020808e-07
1974,2.049958311545197e-06,2.3964935991216407e-07
1975,2.0064429691046826e-06,3.204140455181914e-07
1976,1.980879801521951e-06,2.0397290256823908e-07
1977,1.979300122911809e-06,2.7327035923008225e-07
1978,2.7445531713965465e-06,3.2376223657593073e-07
1979,2.49528147833189e-06,3.043026168825236e-07
1980,2.1768441342828737e-06,3.1040922721103925e-07
1981,2.132975282620464e-06,2.391057734030255e-07
1982,2.098756510804378e-06,2.172625741536649e-07
1983,1.9678525404742686e-06,2.3808740934327943e-07
1984,2.0348720681795385e-06,2.5109706314196956e-07
1985,1.9087365217274055e-06,2.2919276432276092e-07
1986,2.0489151211222634e-06,2.3258603931708421e-07
1987,1.9890709381797933e-06,2.1448967402193375e-07
1988,1.917697886710812e-06,1.9968523901070512e-07
1989,2.270984964525269e-06,2.228177606866666e-07
1990,1.7353953012388956e-06,2.457341565786919e-07
1991,1.8223295796815364e-06,1.9635907833048805e-07
1992,1.8436273307997908e-06,2.2039777292093277e-07
1993,1.8356933537688747e-06,2.531417777618117e-07
1994,1.7639354155107867e-06,2.3104178836774736e-07
1995,1.7205436506628757e-06,2.1472904876418397e-07
1996,1.5053419701871462e-06,1.8523180145280094e-07
1997,1.4571684232578264e-06,1.9659067618249537e-07
1998,1.63880599757249e-06,2.1075130973713385e-07
1999,1.6375030327253626e-06,1.9286249042238524e-07
2000,1.5873986853875977e-06,1.908589695176488e-07
2001,1.5360528209384938e-06,1.9627828606871844e-07
2002,1.7936720837496978e-06,3.610126526609747e-07
2003,1.597598270564049e-06,2.0167907166523946e-07
2004,1.5738319234515075e-06,1.9645369775389554e-07
2005,1.567304934724234e-06,2.0041685644400786e-07
2006,1.8592273249851132e-06,1.774810591825826e-07
2007,1.5334806562350423e-06,1.8055047235066013e-07
2008,1.8221841742160905e-06,1.915847818168004e-07
2009,1.637874106563686e-06,2.598664963215924e-07
2010,1.674584666488954e-06,1.6769465105426207e-07
2011,2.276792884003953e-06,1.774322946346274e-07
2012,3.6245078263164032e-06,2.685955351466873e-07
2013,4.060966034558078e-06,2.9425269332250537e-07
2014,4.495247594604734e-06,3.029457786851708e-07
2015,5.611260576188215e-06,3.7593117951928434e-07
2016,5.598003554041497e-06,4.281459808908039e-07
2017,2.274615781061584e-06,1.6351473419717877e-07
2018,4.276199547348369e-06,2.4214158145241527e-07
2019,5.367533276512404e-06,2.456601180256257e-07
