year,bien_ADV eu_VERB,bien_ADV su_VERB
1870,4.5413665361593303e-07,6.341858238556597e-07
1871,5.26810367773578e-07,5.884132292521826e-07
1872,4.408510392295284e-07,5.763114359069732e-07
1873,5.141977794664854e-07,5.519096362149867e-07
1874,5.263630669105623e-07,5.867066192877246e-07
1875,4.771753765453468e-07,5.332463501872553e-07
1876,4.6796154151707015e-07,4.842858061238076e-07
1877,3.8655099388051894e-07,5.24472397955833e-07
1878,4.1911275161510275e-07,5.096990776110033e-07
1879,5.070739916845923e-07,6.451447234212537e-07
1880,4.999502039026993e-07,6.052028993508429e-07
1881,4.364789845112682e-07,5.027177962801943e-07
1882,5.58386830107338e-07,5.770218649558956e-07
1883,4.948042260366492e-07,4.916445845992712e-07
1884,4.832442073166021e-07,6.106569685471186e-07
1885,4.5054994757265376e-07,4.963139303981734e-07
1886,4.581959274219116e-07,5.956547397545364e-07
1887,4.5049580421618884e-07,5.52999892988737e-07
1888,5.376841158977186e-07,4.552561279069778e-07
1889,5.450668822959415e-07,4.736443486308417e-07
1890,4.5487442434932746e-07,5.309053108248918e-07
1891,5.137621315043361e-07,5.022885147809575e-07
1892,6.061651447453187e-07,4.876902721662191e-07
1893,5.487149223881715e-07,4.2985746517842927e-07
1894,5.784813197351468e-07,4.7135515046647924e-07
1895,4.98341307775263e-07,4.893133791483706e-07
1896,5.218870455792057e-07,4.664549919652927e-07
1897,5.110027814225759e-07,5.552857942348055e-07
1898,5.386754082792322e-07,5.188711611481267e-07
1899,5.632602437799505e-07,4.6708038325959933e-07
1900,4.80172388961364e-07,4.962647039974399e-07
1901,4.962799948771135e-07,5.191938612369995e-07
1902,4.365242318726814e-07,3.604148446356703e-07
1903,4.233772585848783e-07,4.114967850910034e-07
1904,4.971528255737212e-07,4.493186622767098e-07
1905,5.140116172697162e-07,5.372349960452993e-07
1906,5.005291541237966e-07,3.8838592786305526e-07
1907,4.3919882841692015e-07,4.273702813861746e-07
1908,4.80825008253305e-07,4.302376908071892e-07
1909,5.616504381578125e-07,4.428291902058845e-07
1910,5.231923410065065e-07,4.6066580239312316e-07
1911,4.953268444296555e-07,5.01711269862426e-07
1912,4.7509922751487466e-07,5.073976012681669e-07
1913,5.186324187889113e-07,4.650721905363753e-07
1914,5.290427793624985e-07,4.942197051605035e-07
1915,5.489835075422889e-07,4.4766895257453143e-07
1916,6.240878178687126e-07,4.5268342319104704e-07
1917,5.549010779759556e-07,4.3646369363159465e-07
1918,4.996573466087284e-07,5.490487637871411e-07
1919,4.926199039800849e-07,4.870951784141653e-07
1920,4.944667466588726e-07,5.383856773732987e-07
1921,4.816267278329178e-07,4.505784829689219e-07
1922,4.825169526156969e-07,5.201444537306088e-07
1923,5.010727477383625e-07,5.488445253831742e-07
1924,5.646531349157158e-07,5.350024139261222e-07
1925,5.97201051277807e-07,5.323117875377648e-07
1926,4.848570256399398e-07,5.127223516865342e-07
1927,6.143222890386824e-07,5.385075496633362e-07
1928,5.16457077992527e-07,5.278831167743192e-07
1929,5.503360966940818e-07,5.124587119098578e-07
1930,5.125758661961299e-07,4.789642957803153e-07
1931,4.65338558797157e-07,3.752362260911468e-07
1932,5.73183740470995e-07,4.383814768971206e-07
1933,5.276504566609219e-07,3.854142391901405e-07
1934,5.667287155119993e-07,4.0617555896460544e-07
1935,4.94290134156472e-07,4.3444870811981673e-07
1936,4.571017484522599e-07,4.134527671340038e-07
1937,4.709078211817541e-07,4.1424777919019107e-07
1938,5.004573040423566e-07,4.4211381577952125e-07
1939,5.444682074084994e-07,4.251745906458382e-07
1940,4.564409152862936e-07,4.336188794695772e-07
1941,5.047069180363906e-07,3.8369535104720853e-07
1942,5.279528636492614e-07,4.156870261340373e-07
1943,5.225823542787111e-07,5.458082341647241e-07
1944,5.205361617299786e-07,4.5305924345484527e-07
1945,5.598755592473026e-07,4.923419396618556e-07
1946,6.041759093022847e-07,4.5800433667864127e-07
1947,5.066370363238093e-07,4.827952579944395e-07
1948,4.631424133094697e-07,4.609680388512061e-07
1949,4.977223397872876e-07,4.054424493915576e-07
1950,4.668923736517172e-07,4.6051115987211233e-07
1951,5.415992063717567e-07,4.723000870399119e-07
1952,4.6818928467473597e-07,3.912122394922335e-07
1953,5.192984531277034e-07,3.5769107853411697e-07
1954,5.013311010770849e-07,4.49536656788041e-07
1955,5.46242404197983e-07,4.5144773253014137e-07
1956,5.066983135293412e-07,4.517551417393406e-07
1957,4.974125999979151e-07,3.604695280046144e-07
1958,4.996434768145264e-07,4.698634370470245e-07
1959,5.25500695403025e-07,3.650602309335227e-07
1960,5.121416961628711e-07,4.076370885286451e-07
1961,5.294497213981231e-07,4.7455927187911584e-07
1962,5.320901550476265e-07,4.661337982270197e-07
1963,4.836607558900141e-07,4.2805271505130804e-07
1964,5.499907160810835e-07,4.702907574483106e-07
1965,4.875590775554883e-07,4.339330530456209e-07
1966,5.627699692922761e-07,4.0379853771810303e-07
1967,4.979638674740272e-07,4.447162780252256e-07
1968,5.407664502854459e-07,4.909117592433176e-07
1969,5.336565322977549e-07,3.855952286357933e-07
1970,4.7688780568933e-07,3.6743813325301744e-07
1971,4.912308213533834e-07,3.961704351240769e-07
1972,5.453346147987759e-07,3.9502131699009624e-07
1973,5.7447584822512e-07,3.7269256836225395e-07
1974,5.383672032621689e-07,3.30783620938746e-07
1975,5.203158366384741e-07,3.575386529064417e-07
1976,5.833510954289522e-07,3.193861459749314e-07
1977,5.347871478988964e-07,3.3262585930060595e-07
1978,6.819798841206648e-07,3.267325325850834e-07
1979,6.899476829858031e-07,3.6867430708298343e-07
1980,6.287776841418236e-07,3.9454945977013267e-07
1981,7.242754236358451e-07,3.776353025841672e-07
1982,7.163457667047624e-07,3.805198787176778e-07
1983,7.148937584133819e-07,3.5997300074086525e-07
1984,6.657261906184431e-07,4.0129140188582824e-07
1985,7.206638770185236e-07,3.3747281236173876e-07
1986,8.194461429411604e-07,3.932382526272704e-07
1987,7.693518568885338e-07,3.8620362374786055e-07
1988,7.201861080829985e-07,3.382056377176923e-07
1989,8.627328043075977e-07,4.0447460492032405e-07
1990,8.031311722334067e-07,3.6832881278314744e-07
1991,8.504986226398614e-07,3.6341083387014805e-07
1992,8.033498488657642e-07,3.3886155392792716e-07
1993,8.934741799748736e-07,3.6392592051015527e-07
1994,8.65615447764867e-07,3.745198000615346e-07
1995,9.397107305630925e-07,3.3836093393802e-07
1996,9.52315645008639e-07,3.501788512494386e-07
1997,8.846580499266565e-07,3.2461434784636367e-07
1998,9.693607125882409e-07,3.6333145203570894e-07
1999,8.802207389635441e-07,3.3271064125983685e-07
2000,9.189505476570048e-07,3.2649253967065306e-07
2001,9.174257229460636e-07,3.1895223173705745e-07
2002,9.572969474902493e-07,3.1325734539677796e-07
2003,9.3839105375082e-07,3.387708318314253e-07
2004,9.576016282153432e-07,3.1538306188849674e-07
2005,1.0349616559324204e-06,3.2742258326834417e-07
2006,1.061592001860845e-06,3.574328388822323e-07
2007,1.1216498023713939e-06,3.3513683206365386e-07
2008,1.1375879012121004e-06,3.201594722668233e-07
2009,1.0675983048713533e-06,3.256675427110167e-07
2010,1.2546394145829254e-06,3.457816433183325e-07
2011,1.1823721024484257e-06,3.625125373218907e-07
2012,1.288850057790114e-06,3.9251034422704834e-07
2013,1.3226031114754733e-06,3.874094716138643e-07
2014,1.3765735502602183e-06,4.787799525729497e-07
2015,1.3257337059258134e-06,4.253608096860262e-07
2016,1.266417257284047e-06,4.411954250826966e-07
2017,1.3999376733409008e-06,3.441356284383801e-07
2018,1.4657567817266681e-06,3.699241801768949e-07
2019,1.4237062941901968e-06,3.8162775695127493e-07
