year,un_DET air_NOUN,un_DET cerf_NOUN
2002,1.1255357861728044e-05,5.612344877725661e-07
2003,1.1734471456747997e-05,6.017036611183357e-07
2004,1.1697363362372926e-05,5.501584059430797e-07
2005,1.2009698963311166e-05,6.28723448414803e-07
2006,1.3022827204167697e-05,6.065651660946969e-07
2007,2.0383430154424786e-05,7.761273428386062e-07
2008,2.2352835571837204e-05,5.990217502027662e-07
2009,2.4871368111689662e-05,6.370304976854868e-07
2010,3.40325672993913e-05,6.764471773834657e-07
2011,4.048668643008568e-05,8.588641047246881e-07
2012,5.103144911799973e-05,8.616163680308375e-07
2013,5.7959690764164407e-05,9.006084822349436e-07
2014,5.990400916289218e-05,9.991364346984e-07
2015,6.080620511283996e-05,1.0052169461260974e-06
2016,6.210975544718167e-05,1.065083043982895e-06
2017,5.494396981475802e-05,9.342980575866022e-07
2018,6.407226038618319e-05,9.87669147800574e-07
2019,6.030356615838173e-05,1.0892718282917713e-06
