year,un_DET alu_NOUN,un_DET salut_NOUN
1857,4.881509085841174e-10,8.791598009594281e-07
1858,4.893676019968041e-10,9.767777076064021e-07
1859,1.018434669930457e-09,8.330795449040806e-07
1860,9.154367819341758e-10,1.0294086649764722e-06
1861,1.4147891747029462e-09,7.809636022315658e-07
1862,9.035972525772706e-10,7.513411146575777e-07
1863,0.0,9.045258480000484e-07
1864,0.0,9.407256236215744e-07
1865,1.882737743486018e-09,8.571163494508482e-07
1866,1.9462451650298362e-09,9.799344251604225e-07
1867,2.426405742994575e-09,7.318039436654544e-07
1868,4.93987406535723e-10,8.071754136196319e-07
1869,4.883519144627257e-10,8.804984901189528e-07
1870,1.1468097582678638e-09,7.391189171812584e-07
1871,1.0621177271019633e-09,7.562278359074526e-07
1872,2.4189357183956872e-09,8.641648059359852e-07
1873,5.986004469882289e-10,6.674394885664015e-07
1874,5.974609140757536e-10,7.474235923510264e-07
1875,1.1443054281912168e-09,6.333730535601489e-07
1876,0.0,7.231033878341009e-07
1877,6.184815992682502e-10,6.926993698641581e-07
1878,6.039088673581716e-10,6.763779314411522e-07
1879,0.0,7.716078078701116e-07
1880,1.9253538763308597e-09,7.547387372852654e-07
1881,6.972507571312292e-10,8.269393969584371e-07
1882,0.0,7.660348018134755e-07
1883,6.319338941018771e-10,7.191407593865051e-07
1884,0.0,7.717383914140896e-07
1885,0.0,8.643597384505597e-07
1886,0.0,8.228166152868255e-07
1887,4.570247291724172e-09,8.1415690900144e-07
1888,6.340614699951175e-10,7.944790407776736e-07
1889,6.265136742733546e-10,7.536959554244049e-07
1890,6.554386478008212e-10,7.504772341349053e-07
1891,0.0,6.565446692974319e-07
1892,6.268512375839919e-10,7.82937184418131e-07
1893,6.158416554491453e-10,8.079842412911376e-07
1894,6.301539290376468e-10,8.053367466231975e-07
1895,6.018614495673091e-10,8.775139725969439e-07
1896,5.89702897624278e-10,6.852347400609915e-07
1897,2.330685422435863e-09,8.227319510112352e-07
1898,1.13167097914868e-09,7.859454882463979e-07
1899,0.0,8.136595468499763e-07
1900,4.15284251431558e-09,8.902656079001758e-07
1901,2.235495566438317e-09,8.142792737864113e-07
1902,1.4730852093691738e-09,6.550318811804345e-07
1903,1.0800440541913758e-09,7.73311555235523e-07
1904,1.0749250378694342e-09,6.992387646675979e-07
1905,5.160759042333041e-10,7.674048538852674e-07
1906,1.5432553013283723e-09,7.675123434580655e-07
1907,1.028568674676933e-09,7.230837848481997e-07
1908,9.822778146428846e-10,7.691235346385383e-07
1909,5.500983557560346e-10,8.955601238369582e-07
1910,1.068830135508847e-09,9.133153628937407e-07
1911,1.0640748282497725e-09,8.150812949025976e-07
1912,2.0837684910901544e-09,7.194210986938288e-07
1913,5.30298971401777e-10,7.986302268392365e-07
1914,1.3393487430235496e-09,8.056182423388236e-07
1915,0.0,1.1415558223148992e-06
1916,2.197492410260793e-09,1.1723621540227214e-06
1917,1.0966424435210342e-09,1.065936439559323e-06
1918,2.2972752589112133e-09,9.269505873987782e-07
1919,9.207848372660976e-10,1.1086248967728807e-06
1920,2.2716695191604686e-09,7.451075747511027e-07
1921,7.572747429129834e-10,7.171392057969683e-07
1922,0.0,7.909146741980067e-07
1923,0.0,8.365367385465561e-07
1924,0.0,7.967023814003937e-07
1925,1.0998177923937646e-09,8.149650057021063e-07
1926,0.0,8.069804220411925e-07
1927,0.0,8.306172354366481e-07
1928,2.2852082448565625e-09,7.644021378094834e-07
1929,0.0,7.831705515215504e-07
1930,1.0503603542488804e-09,7.058421624961397e-07
1931,0.0,7.230995882068214e-07
1932,0.0,7.912785395802757e-07
1933,0.0,6.825043934455266e-07
1934,0.0,7.164985067475982e-07
1935,0.0,7.982845717791065e-07
1936,0.0,6.680717588025686e-07
1937,0.0,6.194830390882089e-07
1938,0.0,7.22162469379839e-07
1939,0.0,7.188203534624904e-07
1940,0.0,6.136594761230185e-07
1941,0.0,6.877001048621878e-07
1942,0.0,7.706898106363269e-07
1943,0.0,8.796802930532976e-07
1944,0.0,9.51103107382778e-07
1945,0.0,9.999333947519062e-07
1946,0.0,8.67284816408187e-07
1947,0.0,8.225400902617253e-07
1948,0.0,8.056068665496241e-07
1949,9.817008317369869e-10,6.744284881676776e-07
1950,1.0635361480382244e-09,7.508564987546151e-07
1951,1.0661401761424827e-09,6.887265335819848e-07
1952,0.0,7.318093970809514e-07
1953,2.1547654771580937e-09,7.099952403777365e-07
1954,0.0,8.951642964660778e-07
1955,9.385607846468247e-10,7.930838572534071e-07
1956,0.0,7.927517948758123e-07
1957,0.0,7.792502980663585e-07
1958,0.0,7.866903386499757e-07
1959,0.0,7.618985113921894e-07
1960,0.0,8.180424728720936e-07
1961,0.0,9.359170332068345e-07
1962,0.0,8.428460152032358e-07
1963,0.0,8.1860235390252e-07
1964,0.0,7.43460954133468e-07
1965,0.0,7.950879012952328e-07
1966,0.0,8.291994841869155e-07
1967,0.0,7.656811180645207e-07
1968,4.4914158503495116e-10,8.187851205931906e-07
1969,9.083515606356229e-10,7.480275270310699e-07
1970,4.5987250119061684e-10,8.135144717869025e-07
1971,0.0,7.928547436364397e-07
1972,0.0,7.500274890048786e-07
1973,5.513203782392395e-10,6.792266997734941e-07
1974,5.625571675160757e-10,6.570667459016022e-07
1975,0.0,6.728123693733323e-07
1976,0.0,6.747675227458672e-07
1977,5.876781838942691e-10,6.946355912695878e-07
1978,0.0,7.277224627344481e-07
1979,0.0,6.876068661121337e-07
1980,0.0,7.163290032252689e-07
1981,6.325549528618524e-10,7.868983482595127e-07
1982,0.0,7.666265382511028e-07
1983,6.315316047889041e-10,7.363658562908881e-07
1984,1.1598016991243298e-09,8.176601848930432e-07
1985,0.0,7.729992201888081e-07
1986,0.0,7.738880487551114e-07
1987,0.0,7.931840233510457e-07
1988,1.798966087207532e-09,8.778954843080555e-07
1989,0.0,7.771180996485327e-07
1990,0.0,7.824262624467337e-07
1991,0.0,8.077098918590764e-07
1992,1.1019888335184191e-09,7.939829709258106e-07
1993,0.0,8.198027146022469e-07
1994,5.274926606624319e-10,8.007338534454789e-07
1995,0.0,7.266083805745893e-07
1996,5.338092190498855e-10,8.001800146928417e-07
1997,9.58978896292706e-10,7.906781096522764e-07
1998,9.536258449571733e-10,8.167805365388858e-07
1999,4.570201161957499e-10,7.476849361864879e-07
2000,1.7672125984802278e-09,8.19103030735846e-07
2001,4.3812117822561447e-10,8.039523358149836e-07
2002,0.0,8.214790101490621e-07
2003,4.1669229178253886e-10,8.467187146976585e-07
2004,4.404791253964646e-10,9.139942012126312e-07
2005,0.0,8.696740438907113e-07
2006,4.1178899179428186e-10,8.78345895571897e-07
2007,3.994479469415779e-10,1.0054104917500695e-06
2008,2.1287198670449925e-09,1.022636954672862e-06
2009,1.430457752249481e-09,1.0432805268578704e-06
2010,9.447586046817946e-10,1.1700835269579102e-06
2011,7.64794394481072e-10,1.3949849293481975e-06
2012,3.404252713057332e-10,1.5057009523644638e-06
2013,1.3945624655065103e-09,1.5881277759532964e-06
2014,2.1654451842767486e-10,1.7262929583594655e-06
2015,6.649726325136385e-10,1.7936527560991067e-06
2016,2.0713400439298368e-10,1.916196685769478e-06
2017,1.0062445321423752e-09,1.596155405181321e-06
2018,1.0325866828253538e-09,1.8147711111637932e-06
2019,5.1019755087367e-10,1.7655386006509843e-06
