year,un_DET antre_NOUN,un_DET centre_NOUN
1993,1.3017137145965307e-07,1.1894340161688888e-05
1994,1.2923570036349474e-07,1.1707172433261803e-05
1995,1.5887780335788193e-07,1.169568409409294e-05
1996,1.1690421675147888e-07,1.1763553487753597e-05
1997,9.781584431323154e-08,1.2076900304691662e-05
1998,1.1538872612959494e-07,1.1609441401105869e-05
1999,1.1562608914772454e-07,1.1710683224919194e-05
2000,1.27239307312621e-07,1.2023231022340042e-05
2001,1.3537944809627334e-07,1.1635622399808199e-05
2002,1.5202838787864437e-07,1.1666316481750982e-05
2003,1.3500830542412245e-07,1.1511957893617364e-05
2004,1.2641751201414309e-07,1.1744935136448476e-05
2005,1.4682223703488262e-07,1.1911967447986171e-05
2006,1.272428011844795e-07,1.1632215574763904e-05
2007,1.0225867441704395e-07,1.1760546755112955e-05
2008,1.0984193998808678e-07,1.2397664022500976e-05
2009,1.5973445499639638e-07,1.1500403132913561e-05
2010,1.3415572652775154e-07,1.1391426994578069e-05
2011,1.3192703018916063e-07,1.2899404964628047e-05
2012,1.4502115952552685e-07,1.2084075450502496e-05
2013,1.6539511982216482e-07,1.0159108882135115e-05
2014,1.7171980282171262e-07,9.386988438109256e-06
2015,2.2564737767183374e-07,9.483396496534624e-06
2016,1.930488879864356e-07,9.055070535168852e-06
2017,1.3911329954652274e-07,9.390525661956417e-06
2018,1.8457487360734603e-07,9.145103689434109e-06
2019,2.2423181622599486e-07,8.956517632441319e-06
