year,son_DET air_NOUN,son_DET cerf_NOUN
1853,2.1325768670976686e-06,4.2400716493418145e-08
1854,1.806012946303781e-06,4.624141392017833e-08
1855,2.283574971784219e-06,1.6451505047143655e-08
1856,2.1438741697465957e-06,3.158085476462347e-08
1857,2.5906168019673714e-06,5.564920191325484e-08
1858,2.563307546665783e-06,4.600055353298771e-08
1859,2.6056650312966667e-06,2.4951649413296195e-08
1860,2.5115007389331367e-06,2.563222989415692e-08
1861,2.4782389971278462e-06,2.5937801129138904e-08
1862,2.169085220771194e-06,5.150504381323806e-08
1863,2.2745503827081848e-06,2.3974180862751382e-08
1864,2.256878445905386e-06,3.212467758473281e-08
1865,2.1660896720732126e-06,5.6482134525026595e-09
1866,2.137950218639162e-06,2.1895258328630263e-08
1867,2.274512837630027e-06,4.464586567110018e-08
1868,2.023866386480222e-06,3.45791177913668e-08
1869,2.680563682133652e-06,2.0999133099053324e-08
1870,2.18409924457319e-06,3.325748210158963e-08
1871,1.8183455026132833e-06,2.3366590440332402e-08
1872,2.324597190295208e-06,1.3304146118109372e-08
1873,1.9173172347564105e-06,1.2570609442263958e-08
1874,2.140702434871855e-06,1.792382703369455e-08
1875,2.025420656082133e-06,2.4602565928955045e-08
1876,2.0943396350503463e-06,2.8416269781672554e-08
1877,2.3663106958338176e-06,1.7317484335421796e-08
1878,1.957268594310335e-06,2.959153411197235e-08
1879,2.1663667695293043e-06,2.2604503158163425e-08
1880,2.0954267370143498e-06,1.5402831010646878e-08
1881,2.084779836764028e-06,1.812852012950117e-08
1882,2.3786346616816445e-06,9.983077697839349e-09
1883,2.396925211201051e-06,1.8326082540376376e-08
1884,2.157434650484902e-06,3.234831424947515e-08
1885,1.948515688354746e-06,1.933690674249533e-08
1886,2.0980211843379948e-06,4.5174246565693466e-08
1887,1.9488839910764e-06,2.3504128421336645e-08
1888,2.1298123726865015e-06,1.6485598663962264e-08
1889,1.9992051534245547e-06,8.14467782106476e-09
1890,1.9145362699646284e-06,2.2940352728539892e-08
1891,2.028276767873649e-06,2.4859458491732767e-08
1892,2.09305632381529e-06,2.8208305691279634e-08
1893,2.0390516652923907e-06,2.278614097406262e-08
1894,2.2338957421652594e-06,1.0082462864602348e-08
1895,2.025263782456932e-06,2.5278180437737774e-08
1896,2.1264687148914163e-06,2.4177818858106548e-08
1897,1.76607687762953e-06,2.9133568557604406e-08
1898,2.0652996397529932e-06,1.69750646872302e-08
1899,1.971687261459465e-06,1.4371703827009696e-08
1900,1.78520316040931e-06,1.453494924419374e-08
1901,1.8141046993491727e-06,2.9620316865930363e-08
1902,1.4102335725851844e-06,3.142581522785903e-08
1903,1.7631719160249304e-06,2.214090244478939e-08
1904,1.7343915459377968e-06,2.203596238814498e-08
1905,1.5234560208909897e-06,1.1869745741854842e-08
1906,2.2264030548058145e-06,7.716276506641861e-09
1907,1.7902237487987804e-06,1.2857107989372452e-08
1908,1.8741860472459848e-06,7.858222739187681e-09
1909,2.0535172211566532e-06,2.5304524420288743e-08
1910,2.053757199860229e-06,2.351426231506082e-08
1911,1.769024429165711e-06,6.27804115360675e-08
1912,1.8456979020697872e-06,2.396333742549217e-08
1913,2.1302108592635705e-06,2.121195941118259e-08
1914,1.8221840178966886e-06,9.37544086809794e-09
1915,1.4737732669800607e-06,2.591767689352764e-08
1916,1.5470346852453076e-06,1.2086208256434361e-08
1917,1.4530512828514475e-06,1.864292187292449e-08
1918,1.8320770394097963e-06,2.2972752589112133e-09
1919,1.949301491777078e-06,1.2890987943769971e-08
1920,2.0384448760069063e-06,3.028892692213958e-09
1921,2.056000909078648e-06,1.0601846123226011e-08
1922,2.298226874586362e-06,1.4018077143518326e-08
1923,2.239965013473011e-06,6.369568872344189e-09
1924,2.1206722067290684e-06,5.156649773851996e-09
1925,2.283221647303435e-06,1.5397448649423495e-08
1926,2.3562936775078924e-06,1.4489979882625903e-08
1927,4.604630063909099e-06,2.5643217327342427e-08
1928,2.616563548940576e-06,7.998228745975666e-09
1929,2.3773627617629245e-06,1.1140405931087116e-08
1930,1.8517853561661468e-06,1.575540586884472e-08
1931,1.9411916838407706e-06,1.2545892325022123e-08
1932,1.8894240767508563e-06,6.575722188983946e-09
1933,1.8020409910946e-06,2.1794257731855282e-08
1934,1.7145641493243602e-06,1.7972370258689807e-08
1935,1.8550840223952036e-06,8.377798899061872e-09
1936,1.5992498845207592e-06,6.0623572828433225e-09
1937,1.7589791880823213e-06,2.1404900851784703e-08
1938,1.799571819560697e-06,1.5558257571157696e-08
1939,1.6777573108583965e-06,1.5294050470515685e-08
1940,1.272963032761254e-06,2.5357829169792012e-09
1941,1.9509432434006158e-06,8.854508237732261e-09
1942,1.7507402105820802e-06,3.944475457373642e-08
1943,1.8929093386077511e-06,4.645176332473966e-08
1944,2.2170985118918907e-06,2.8918675454292497e-08
1945,2.3484274151996942e-06,1.3071024262956144e-08
1946,2.1675160155609774e-06,9.744772988540262e-09
1947,2.2852309768950363e-06,2.26496545963073e-08
1948,2.0482636529095544e-06,1.6307831529616124e-08
1949,1.985980752294836e-06,1.2762111145647737e-08
1950,1.879268346272056e-06,2.8715475330898244e-08
1951,2.217571534401941e-06,1.7058242818279723e-08
1952,1.9212633191045825e-06,2.4253049346611988e-08
1953,1.8444792431182577e-06,1.939288907237824e-08
1954,2.0600505052925655e-06,1.4658803948464083e-08
1955,1.846149096706995e-06,1.9709776921672528e-08
1956,2.1384238095834007e-06,2.0930739808022736e-08
1957,1.81560027812111e-06,3.003912762977734e-08
1958,1.756197264057846e-06,1.4062813857851353e-08
1959,1.8268512178565288e-06,1.2401196514133517e-08
1960,2.234045098248316e-06,8.997083078554624e-09
1961,1.9413157303915796e-06,2.9182268324046134e-08
1962,1.8271176571715841e-06,1.2683912586908264e-08
1963,1.724496435429046e-06,2.0691370394843034e-08
1964,1.8915057111712485e-06,2.5552667481942848e-08
1965,1.5693820358819721e-06,1.9699356701430304e-08
1966,3.171120255274218e-06,1.1078149952936656e-08
1967,2.1688545217557476e-06,9.367637332502454e-09
1968,1.9735281000521354e-06,2.2906219976359665e-08
1969,1.926613606428873e-06,1.9075383467237472e-08
1970,1.566785577722385e-06,1.977451802304131e-08
1971,1.7157108942456034e-06,1.5929032537442822e-08
1972,1.6924354042657797e-06,3.283294125466796e-08
1973,1.2316497617348432e-06,7.718485406371656e-09
1974,1.1988093007175848e-06,1.912694358452427e-08
1975,1.0549104061396974e-06,1.5420996923865005e-08
1976,1.1484188533472661e-06,1.542652228181396e-08
1977,1.109536434285019e-06,1.704266772151186e-08
1978,1.4637616772006368e-06,1.841583241457556e-08
1979,1.5917367832685159e-06,2.750427485764817e-08
1980,1.3991156038173358e-06,1.3644362084619388e-08
1981,1.3543002026494833e-06,1.9609203150139365e-08
1982,1.3414412549650478e-06,1.9864007883008128e-08
1983,1.4335767630768714e-06,1.0104505676622466e-08
1984,1.5013632719274028e-06,2.3196033538397387e-08
1985,1.3727503898053328e-06,1.7445119127046382e-08
1986,1.5094114829139471e-06,3.0571875919704894e-08
1987,1.4201538078850717e-06,1.7721368927858805e-08
1988,1.5171280907111395e-06,2.0388283006322894e-08
1989,1.5191122599844675e-06,1.701317808855407e-08
1990,1.3567141223802537e-06,1.6890818244075234e-08
1991,1.3358278820874148e-06,1.6998249918742658e-08
1992,1.3901588644671392e-06,2.369276075331328e-08
1993,1.532144729310403e-06,1.8279384506048046e-08
1994,1.3952181134868624e-06,2.3209677513236215e-08
1995,1.3897741766299987e-06,1.5725107771480396e-08
1996,1.2960888327029352e-06,1.9217132107840484e-08
1997,1.3085267411838686e-06,1.4864173114581547e-08
1998,1.3531950173728546e-06,1.668845261981744e-08
1999,1.4048798817611896e-06,1.4167623352268066e-08
2000,1.448230683820384e-06,1.6788519130450652e-08
2001,1.293771802579613e-06,2.409666452485304e-08
2002,1.5890690079345404e-06,1.927737475204694e-08
2003,1.6551017978372329e-06,2.7084998521775816e-08
2004,1.5623794809016545e-06,2.026204040661561e-08
2005,1.6136935201416236e-06,2.3419497674481704e-08
2006,1.724984059592316e-06,1.9354083113931608e-08
2007,2.3148008665430098e-06,3.3154179235328485e-08
2008,2.666434511411353e-06,4.172291023785135e-08
2009,2.8656837400831137e-06,2.0503228448376376e-08
2010,3.7332135320866655e-06,2.8815137720350492e-08
2011,4.077119001522078e-06,3.632773457051819e-08
2012,5.375315225819577e-06,7.148930469824677e-08
2013,5.893978880067152e-06,5.2714464127134875e-08
2014,6.95454383503602e-06,5.0238329496465894e-08
2015,6.460873919422738e-06,4.1449960533346264e-08
2016,6.559519647453271e-06,4.432667705112081e-08
2017,6.481220907517127e-06,4.276539358749609e-08
2018,7.994285965651216e-06,4.878972181820984e-08
2019,7.478730879029172e-06,3.112205138044999e-08
