year,bon_ADJ or_NOUN,bon_ADJ sort_NOUN
1903,5.994244389739833e-08,4.860198021816586e-09
1904,4.192207825326477e-08,1.289910045443321e-08
1905,9.753834717685095e-08,5.160759042333041e-10
1906,4.423998589686562e-08,1.697580892523476e-08
1907,5.914269962659091e-08,1.491424583832668e-08
1908,4.7640472899956876e-08,1.915441782962546e-08
1909,5.4459736276157855e-08,1.980354014108343e-08
1910,4.11499598840237e-08,9.0850561518252e-09
1911,5.320374063533251e-08,9.044635929100764e-09
1912,4.151908689631334e-07,3.125652625612929e-09
1913,1.0234770431161166e-07,5.833288629908395e-09
1914,3.6162417338392316e-08,8.705766774141921e-09
1915,4.9479201069679846e-08,1.5314990164938536e-08
1916,1.538244731591476e-07,1.4283700888739759e-08
1917,9.869782291449525e-08,1.644963654179321e-08
1918,3.101321777165822e-08,9.189101035644853e-09
1919,2.5781975665495338e-08,2.762354511798293e-09
1920,3.48322650722821e-08,1.2872794385998532e-08
1921,2.574734203619755e-08,7.572747762196741e-09
1922,3.32007097370024e-08,4.426761179843197e-09
1923,3.927900982247934e-08,3.1847844361720945e-09
1924,2.4494086647841584e-08,2.578324886925998e-09
1925,4.8391983309414854e-08,6.598906754362588e-09
1926,6.57622145627812e-08,1.4489979882625903e-08
1927,2.4528294062520217e-08,2.0068604555945058e-08
1928,2.5137291359556002e-08,6.8556245125250825e-09
1929,3.119313873867213e-08,2.0052731031228177e-08
1930,3.676261073337628e-08,1.0503603875555712e-08
1931,2.737285598186645e-08,1.3686427990933225e-08
1932,2.5206933651489294e-08,0.0
1933,9.405943046658649e-08,1.1470662419910127e-08
1934,2.036868629318178e-08,7.188948103475923e-09
1935,2.6330225111337313e-08,5.98414207075848e-09
1936,3.516167268458048e-08,2.424942913137329e-09
1937,2.895957251780601e-08,1.3850230295986421e-08
1938,3.5006078036303734e-08,1.0372171566075394e-08
1939,4.129393715857077e-08,3.058810094103137e-09
1940,2.7893612530860423e-08,1.0143131667916805e-08
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,4.8547388331598995e-08,0.0
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,2.645009899993056e-08,2.7842208538686464e-09
1947,3.0994263822137214e-08,7.152522574216391e-09
1948,3.913879709216417e-08,9.784699273041042e-09
1949,3.337782672474532e-08,0.0
1950,2.5524867552917385e-08,4.2541445921528975e-09
1951,2.2388943254902927e-08,8.529121409139861e-09
1952,3.1634410646574906e-08,0.0
1953,4.3095308654983455e-08,5.386913692895234e-09
1954,4.593092128857279e-08,9.772536113672459e-10
1955,7.790054246115119e-08,3.754243138587299e-09
1956,3.575668117150599e-08,5.232684952005684e-09
1957,3.268964121616591e-08,2.6505113659425206e-09
1958,2.9780077070995503e-08,2.4816730892496253e-09
1959,1.7826719656000023e-08,2.325224457422337e-09
1960,2.8375417571169237e-08,4.844583401109048e-09
1961,5.072156383789661e-08,5.55852741612739e-09
1962,3.6783347923119436e-08,2.5367825617905737e-09
1963,3.2330266463986845e-08,3.2330267352165265e-09
1964,3.102823953327061e-08,6.083968440151466e-09
1965,3.1190647065137966e-08,2.188817349590977e-09
1966,3.212663202134536e-08,1.1632057428379028e-08
1967,2.8102911997507363e-08,4.930335695263466e-09
1968,3.5482184301827147e-08,3.143991039733507e-09
1969,2.8613074576355757e-08,6.8126366770115965e-09
1970,4.1388524607555155e-08,3.219107563845469e-09
1971,4.419021948365298e-08,5.138397485282553e-10
1972,2.7702792948502974e-08,2.5650734314375256e-09
1973,5.788864143596584e-08,3.307922269435437e-09
1974,2.700274492895005e-08,1.1251143350321513e-09
1975,1.6563292959403952e-08,2.8557400888473694e-09
1976,2.7424929827102318e-08,0.0
1977,1.704266772151186e-08,0.0
1978,2.5544542481270582e-08,2.3762365408686037e-09
1979,3.3356247541860284e-08,5.266775904289034e-09
1980,1.989802811408481e-08,1.1370301367108482e-09
1981,1.3916208629893845e-08,2.5302198669585607e-09
1982,1.8001756529884005e-08,2.483000915987077e-09
1983,2.273513821648976e-08,6.315316047889041e-10
1984,7.248760880429472e-08,3.4794050418618383e-09
1985,3.549179083961462e-08,3.609334831011779e-09
1986,1.3787316177626963e-08,5.395036861699509e-09
1987,1.7110287964250404e-08,4.277571630240118e-09
1988,1.798966131616453e-08,5.996553809062277e-10
1989,6.3113404280557e-08,2.1952488715726304e-09
1990,1.4166492867673242e-08,4.358920779878872e-09
1991,2.0515127652220855e-08,2.344586080837985e-09
1992,1.652983172562017e-08,2.2039776670368383e-09
1993,1.606370148010683e-08,4.4313659408601325e-09
1994,1.8462243289718572e-08,1.0549853213248639e-09
1995,1.3013881527967897e-08,2.7112254663563817e-09
1996,1.1209993822092201e-08,0.0
1997,1.5343662340683295e-08,2.397447240731765e-09
1998,1.1920323395031573e-08,2.3840645013706308e-09
1999,1.8737825513426287e-08,2.285100553223174e-09
2000,1.899753598877396e-08,1.3254094488601709e-09
2001,1.9277331730904734e-08,3.5049694258049158e-09
2002,1.8401129509015846e-08,3.0668549366730247e-09
2003,1.2084076850271686e-08,8.333845835650777e-10
2004,3.567880924038036e-08,7.928624257136363e-09
2005,1.8465372453313478e-08,3.1526248278623825e-09
2006,1.647156044892739e-08,2.8825228870488218e-09
2007,9.586750421286538e-09,3.994479469415779e-09
2008,1.4049550939310151e-08,5.108927503272298e-09
2009,2.86091541568112e-08,4.76819250749827e-10
2010,5.668551850135373e-09,6.613310343794865e-09
2011,1.2236710311697152e-08,9.55992973672437e-09
2012,1.2936160587173617e-08,7.82978107349841e-09
2013,2.0081699858565116e-08,1.2551062911203559e-08
2014,1.3858849179371191e-08,1.3425760461704961e-08
2015,2.1722438958704515e-08,1.3742767812630063e-08
2016,2.2991875070488277e-08,1.0149566520567532e-08
2017,1.106868996458843e-08,6.5405894034142875e-09
2018,1.4456214003644163e-08,1.1358453122500833e-08
2019,1.6836519733942623e-08,1.1734543725605562e-08
