year,on_PRON eut_VERB,on_PRON sut_VERB
1857,7.3940220772783505e-06,1.6406752365583088e-06
1858,5.994753337290604e-06,1.3364629296575004e-06
1859,5.51329605968931e-06,1.3453521603423724e-06
1860,4.991419018551824e-06,1.311820909677408e-06
1861,4.3820735982080805e-06,1.1106094746082817e-06
1862,4.632291279449419e-06,1.276331147437304e-06
1863,4.422237225298886e-06,1.0388811233497108e-06
1864,4.7103408178372774e-06,1.0677859165753034e-06
1865,4.395721816763398e-06,9.67256511330561e-07
1866,4.833013349525572e-06,1.058757391092513e-06
1867,4.213696229271591e-06,8.317719135675361e-07
1868,4.1534461843184545e-06,8.763336722950044e-07
1869,4.215453714095929e-06,8.765916845732136e-07
1870,4.3429686229501385e-06,8.532264246241539e-07
1871,4.152880364927114e-06,1.0546828832502797e-06
1872,4.466564746508084e-06,9.355233885344205e-07
1873,4.214745899844274e-06,8.428294506757084e-07
1874,4.445706736078137e-06,9.230770956492051e-07
1875,4.488538138502918e-06,8.101682453798276e-07
1876,4.1378925743629225e-06,7.40032220392095e-07
1877,4.263193659426179e-06,8.015521189008723e-07
1878,4.427859835232084e-06,8.068222712154238e-07
1879,4.30707439136313e-06,1.0251447974951589e-06
1880,3.902692355950421e-06,6.989034773141611e-07
1881,3.839759983748081e-06,6.554157039317943e-07
1882,4.167602241977875e-06,1.357032999749208e-06
1883,4.014044066025235e-06,1.1646541793197684e-06
1884,4.695786969932669e-06,2.609650778140349e-06
1885,4.865810296905693e-06,3.853845669254952e-06
1886,4.25670486947638e-06,1.8224582163384184e-06
1887,3.6881895084661664e-06,6.809668207097275e-07
1888,4.122033715248108e-06,2.215410745520785e-06
1889,3.915710408364248e-06,1.6464779264424578e-06
1890,3.5596873431131826e-06,9.189249681185174e-07
1891,3.5383294516577735e-06,1.2219379641464911e-06
1892,3.7203620877335197e-06,1.169704432868457e-06
1893,3.751091526282835e-06,1.7760872879080125e-06
1894,3.580534553293546e-06,8.009256191598979e-07
1895,3.696031058098015e-06,7.041778928851272e-07
1896,3.6361080901770038e-06,8.692220490047475e-07
1897,3.618971845753549e-06,6.590013015284057e-07
1898,3.6304006130194466e-06,6.654225330748886e-07
1899,3.547599874309526e-06,7.528561525305122e-07
1900,3.509151952130196e-06,5.902227400156335e-07
1901,3.4108074373762065e-06,6.119669251347659e-07
1902,3.3959522625082172e-06,6.604331872495095e-07
1903,3.422659631269198e-06,6.464063631028694e-07
1904,3.4569590070532286e-06,6.288311453772621e-07
1905,3.404036704068858e-06,6.192910859681433e-07
1906,3.401334822683566e-06,6.430230570231288e-07
1907,3.3197053426192724e-06,6.351411627747439e-07
1908,3.262144559812441e-06,6.129413634425873e-07
1909,3.658154128061142e-06,5.743026889604153e-07
1910,3.3497136087135004e-06,6.51451969702066e-07
1911,3.5641186286738957e-06,6.810078758689997e-07
1912,3.554909142167162e-06,6.480519942897445e-07
1913,3.217323808257788e-06,5.568139300748953e-07
1914,3.3497111076030706e-06,6.07394667895278e-07
1915,3.0040941965125967e-06,7.3629760777294e-07
1916,3.4500630476941296e-06,7.40554952471939e-07
1917,3.174779919845605e-06,6.086365686996942e-07
1918,3.5228716797064408e-06,6.811421116026395e-07
1919,3.194202520262479e-06,6.491533213193179e-07
1920,3.1773084288033715e-06,6.095646511994346e-07
1921,2.950342491203628e-06,6.414117024178267e-07
1922,3.213091019915737e-06,5.710522117396977e-07
1923,2.8089798433938995e-06,5.934315083777619e-07
1924,3.0527365311172616e-06,5.685206332373127e-07
1925,2.9860053700758726e-06,5.565077856317657e-07
1926,2.9815920470355195e-06,5.829430449466599e-07
1927,3.0036012503842358e-06,5.797596855927623e-07
1928,2.8896458843519213e-06,4.901771717413794e-07
1929,2.914330252679065e-06,6.060380997041648e-07
1930,3.047095447072934e-06,5.335830621788773e-07
1931,3.0110142006378737e-06,5.10959964117319e-07
1932,2.8144089014858764e-06,4.460531215499941e-07
1933,2.5889285097946413e-06,4.875031436313293e-07
1934,2.7629523060568317e-06,4.1096819813901675e-07
1935,2.3733107354928507e-06,4.547948009303582e-07
1936,2.3049082074066973e-06,4.19515117755509e-07
1937,2.302915504515113e-06,4.117295588912384e-07
1938,2.259836833218287e-06,3.6172949080537364e-07
1939,2.171755113522522e-06,4.312922214921855e-07
1940,2.2112026840659382e-06,2.966866077258601e-07
1941,2.074906319649017e-06,4.338708805562419e-07
1942,2.378822102855338e-06,3.762422551290001e-07
1943,2.3748464172967942e-06,4.877435202388369e-07
1944,2.3391995682686684e-06,4.851910944125848e-07
1945,2.435567580505449e-06,5.163054481727158e-07
1946,2.2941979409552005e-06,4.2041735071052244e-07
1947,2.3102648469830456e-06,4.8041110289887e-07
1948,2.27439892341863e-06,4.696655508951153e-07
1949,1.92511532759454e-06,3.40650181840374e-07
1950,1.932445229613222e-06,3.3501387974865793e-07
1951,1.9009279412784963e-06,2.931885418888669e-07
1952,1.8537764958637126e-06,3.848853395993501e-07
1953,1.6753301110838947e-06,3.3075649952252206e-07
1954,1.7199663489009254e-06,3.3812974464808576e-07
1955,1.6387270989071112e-06,3.782400028740085e-07
1956,1.6849245980665728e-06,3.436129816236644e-07
1957,1.7466869621785008e-06,3.6930455848960264e-07
1958,1.7280715951528691e-06,3.6315147866616826e-07
1959,1.6780369094249181e-06,2.7437646821226735e-07
1960,1.5080495643360337e-06,3.273554085581054e-07
1961,1.6140573961820337e-06,3.571353914821884e-07
1962,1.6045149777710321e-06,3.7607801317562917e-07
1963,1.5706043257068814e-06,3.9248942584890756e-07
1964,1.5599294442836253e-06,3.267091059910854e-07
1965,1.7187688570174942e-06,3.835902475657349e-07
1966,1.5996848219401727e-06,3.4729998787952354e-07
1967,1.8478897345630685e-06,3.8160796123065666e-07
1968,1.9236734374317166e-06,4.729460698627008e-07
1969,1.5464685816368728e-06,3.8650357936376167e-07
1970,1.5226378877741809e-06,3.4076551713724257e-07
1971,1.5014396979040612e-06,3.309127976081072e-07
1972,1.4928727409824205e-06,3.0626976865733013e-07
1973,1.3948405239716521e-06,2.602232243020808e-07
1974,1.1808075157659914e-06,2.3964935991216407e-07
1975,1.234250902371059e-06,3.204140455181914e-07
1976,1.244406149680799e-06,2.0397290256823908e-07
1977,1.2335365227045259e-06,2.7327035923008225e-07
1978,1.2944548188897897e-06,3.2376223657593073e-07
1979,1.357657822609326e-06,3.043026168825236e-07
1980,1.2001353013602056e-06,3.1040922721103925e-07
1981,1.1202548364508402e-06,2.391057734030255e-07
1982,1.1086599158716126e-06,2.172625741536649e-07
1983,1.0293965146956907e-06,2.3808740934327943e-07
1984,1.0032284478711517e-06,2.5109706314196956e-07
1985,9.414348198788502e-07,2.2919276432276092e-07
1986,1.067617830585732e-06,2.3258603931708421e-07
1987,9.997296217534313e-07,2.1448967402193375e-07
1988,1.0332062458928704e-06,1.9968523901070512e-07
1989,1.047682530952443e-06,2.228177606866666e-07
1990,9.404371326127148e-07,2.457341565786919e-07
1991,8.897704049104505e-07,1.9635907833048805e-07
1992,9.895859420794295e-07,2.2039777292093277e-07
1993,9.616064460260532e-07,2.531417777618117e-07
1994,9.563442233684327e-07,2.3104178836774736e-07
1995,9.500133728579385e-07,2.1472904876418397e-07
1996,9.443085389193584e-07,1.8523180145280094e-07
1997,8.875349806203303e-07,1.9659067618249537e-07
1998,8.482501812068222e-07,2.1075130973713385e-07
1999,8.907321813467206e-07,1.9286249042238524e-07
2000,8.504710820034234e-07,1.908589695176488e-07
2001,8.955196904025797e-07,1.9627828606871844e-07
2002,9.042841497830523e-07,3.610126526609747e-07
2003,8.417184460540739e-07,2.0167907166523946e-07
2004,8.77434388257825e-07,1.9645369775389554e-07
2005,8.872386558778089e-07,2.0041685644400786e-07
2006,8.458145828171837e-07,1.774810591825826e-07
2007,8.352456575266842e-07,1.8055047235066013e-07
2008,9.259931346150552e-07,1.915847818168004e-07
2009,9.417180137916148e-07,2.598664963215924e-07
2010,7.846220455576258e-07,1.6769465105426207e-07
2011,7.567640523120645e-07,1.774322946346274e-07
2012,9.392333595314994e-07,2.685955351466873e-07
2013,1.0057584916012274e-06,2.9425269332250537e-07
2014,1.2418827850524394e-06,3.029457786851708e-07
2015,1.3281720043778478e-06,3.7593117951928434e-07
2016,1.6939418969741382e-06,4.281459808908039e-07
2017,8.117877712265908e-07,1.6351473419717877e-07
2018,1.0044487055438367e-06,2.4214158145241527e-07
2019,1.1752400723707979e-06,2.456601180256257e-07
