year,bien_ADV aider_VERB,bien_ADV céder_VERB
1993,4.3205819366676224e-08,2.9357799746776436e-08
1994,4.958431176760314e-08,2.637463225596548e-08
1995,4.771756678678685e-08,2.548551947256783e-08
1996,3.4163790019192675e-08,2.4021414191111035e-08
1997,3.6441196726855196e-08,2.972834600711849e-08
1998,4.5297227302398824e-08,2.2410207023426665e-08
1999,5.7127515162846976e-08,2.7421206638678086e-08
2000,5.6992607966321884e-08,2.4299172451947015e-08
2001,5.827011761994072e-08,2.2782300490575835e-08
2002,6.265146623718465e-08,3.1106672793157486e-08
2003,3.208530685583355e-08,2.1251306492331423e-08
2004,5.021462001764121e-08,1.2773894830786503e-08
2005,4.954124577238872e-08,2.612174831995162e-08
2006,4.570857825569874e-08,3.006059756671675e-08
2007,4.753430715709328e-08,2.5165221018141892e-08
2008,4.4277371102907637e-08,3.1079309792403365e-08
2009,5.3403756083980625e-08,2.4317781566196572e-08
2010,7.369116872268933e-08,2.1257068993918438e-08
2011,6.156594878348187e-08,2.103184648660772e-08
2012,6.774462946168569e-08,3.16595496485661e-08
2013,8.451048927327065e-08,2.67756004035391e-08
2014,9.181487570231184e-08,4.1143458417991496e-08
2015,7.159538739642812e-08,4.322322055827499e-08
2016,7.80895206276e-08,4.184106927596076e-08
2017,8.12542424455387e-08,2.2892063356039216e-08
2018,9.086762986498798e-08,3.175204099647999e-08
2019,9.770283071475205e-08,3.188734609693711e-08
