year,ton_DET sentier_NOUN
1968,2.694849510209707e-09
1969,9.083515273289322e-09
1970,2.7592350626548523e-09
1971,2.569198631618974e-09
1972,5.643161493651405e-09
1973,4.9618833486420044e-09
1974,5.625571675160757e-10
1975,3.4268881066168433e-09
1976,1.142705374768127e-09
1977,5.876781838942691e-10
1978,4.1584139465200565e-09
1979,4.096381456264453e-09
1980,3.97960553399912e-09
1981,1.2651099057237047e-09
1982,2.483000915987077e-09
1983,3.78918940668882e-09
1984,3.479405208395292e-09
1985,4.210890747202711e-09
1986,8.392279760016663e-09
1987,2.4443267410134695e-09
1988,1.798966087207532e-09
1989,6.036934507847036e-09
1990,5.448650863826288e-09
1991,1.7584395606284886e-09
1992,2.754972083796048e-09
1993,1.1078414852150331e-09
1994,5.274926606624319e-10
1995,1.0844901643380922e-09
1996,4.270473752399084e-09
1997,4.79489448146353e-10
1998,9.536258449571733e-10
1999,2.285100553223174e-09
2000,4.4180314962005696e-10
2001,1.7524847129024579e-09
2002,8.762442937904069e-09
2003,1.2500769308587678e-09
2004,6.607186797680242e-09
2005,4.503749595485829e-09
2006,2.8825228870488218e-09
2007,2.396687653893892e-09
2008,6.3861596011349775e-09
2009,4.291373256748443e-09
2010,4.723792912386671e-09
2011,4.5887662558641296e-09
2012,4.425528499218956e-09
2013,5.857162532763027e-09
2014,5.413613002325235e-09
2015,5.098123437297097e-09
2016,1.3049442554313728e-08
2017,2.4149869659595424e-08
2018,5.162933303104467e-09
2019,4.081580295967058e-09
