year,son_DET oeil_NOUN,son_DET seuil_NOUN
1847,9.815667034729358e-08,3.937053350000497e-08
1848,8.930195910528127e-08,3.378993085334514e-08
1849,7.038708327300469e-08,6.535943786190046e-08
1850,8.146795504870852e-08,6.585325884600479e-08
1851,5.868989205737307e-08,3.9986521205293e-08
1852,7.422021819358804e-08,5.8594908702858106e-08
1853,6.569125021727018e-08,5.792773905000104e-08
1854,7.273930047180244e-08,3.429138556443334e-08
1855,8.703376863650192e-08,5.625353338700734e-08
1856,6.626802279141586e-08,7.403380608561605e-08
1857,7.127003320839265e-08,1.2838369523038295e-07
1858,7.585197792092657e-08,7.829881942811312e-08
1859,7.027199333542455e-08,7.689181558134806e-08
1860,6.774232219619591e-08,1.1397187971162737e-07
1861,5.423358162559566e-08,1.1554111178924131e-07
1862,7.680576985524823e-08,9.894390062825664e-08
1863,7.54187763352121e-08,9.040263737603027e-08
1864,6.616724723684797e-08,5.2262533856151094e-08
1865,5.8835554761493825e-08,6.495445337151295e-08
1866,8.806759499435657e-08,5.79007946033272e-08
1867,7.570385918143074e-08,6.842464195244702e-08
1868,8.101393378368016e-08,8.595380585063594e-08
1869,8.253147676384742e-08,9.62053237074656e-08
1870,7.454263606376799e-08,6.479475223031272e-08
1871,7.328612561252612e-08,6.160282595146782e-08
1872,9.312902315983251e-08,6.77301983387224e-08
1873,8.260685979699645e-08,7.961385595223192e-08
1874,7.348769193171734e-08,6.751308401220513e-08
1875,1.1271408595359134e-07,9.097228392818124e-08
1876,6.34831542889458e-08,7.617978980967166e-08
1877,5.442638051356141e-08,5.00970109840182e-08
1878,7.548860625483655e-08,7.005343038990475e-08
1879,7.514469979597038e-08,6.29260491491479e-08
1880,8.086486369407453e-08,3.9148861707971605e-08
1881,7.600033402610507e-08,7.390858258737865e-08
1882,7.853354522247002e-08,5.85673884945237e-08
1883,7.520013589612518e-08,6.192952489714187e-08
1884,8.648222671325811e-08,7.657968303931284e-08
1885,6.510092132039347e-08,6.961286841411507e-08
1886,6.517998624167021e-08,5.485444276587259e-08
1887,9.336362327694303e-08,8.683469898684848e-08
1888,6.784457795561138e-08,8.750048374750463e-08
1889,8.269980822372958e-08,9.836264425189256e-08
1890,6.816562025946382e-08,1.1011369593916243e-07
1891,5.6093137912327506e-08,7.840290905392067e-08
1892,6.958048670568928e-08,6.14314212832312e-08
1893,6.959010884211025e-08,6.712674172071331e-08
1894,6.490585358065459e-08,8.822155139753818e-08
1895,6.199172841725442e-08,1.0592761690020325e-07
1896,7.135404839209158e-08,1.0024949070874811e-07
1897,9.031406100756811e-08,9.20620742972389e-08
1898,6.903192983909179e-08,8.317781707845029e-08
1899,6.411990760568642e-08,8.567746156984413e-08
1900,8.513327132142479e-08,6.592637236124688e-08
1901,6.8182615997614e-08,9.724405902744593e-08
1902,7.119911560327097e-08,9.771465059316142e-08
1903,7.884321795437188e-08,1.0422425145151237e-07
1904,8.653146732484629e-08,8.4381616360929e-08
1905,8.773290560704083e-08,8.82489818998522e-08
1906,9.105206666415455e-08,1.275757717245085e-07
1907,7.55997945911524e-08,9.925687649570136e-08
1908,9.036955872510077e-08,1.527441986226563e-07
1909,8.801573370131877e-08,1.452259601464334e-07
1910,9.672912570923842e-08,1.3200051496298215e-07
1911,9.204247197747151e-08,1.2130452997638486e-07
1912,8.33507408648515e-08,1.3961248512828206e-07
1913,8.749933022578205e-08,1.3893832884193102e-07
1914,9.978148290956668e-08,1.6206120445616534e-07
1915,1.0131455407957901e-07,1.555060504809802e-07
1916,7.910972676938854e-08,2.3293419726400089e-07
1917,8.992467714907804e-08,2.1713520581556622e-07
1918,1.0567465924538055e-07,1.8607929597180828e-07
1919,1.0865261401704629e-07,2.3295856976801588e-07
1920,8.405177354120497e-08,2.2338083294215494e-07
1921,8.784386740234851e-08,2.0143507661884996e-07
1922,1.0845565395767309e-07,1.9182632815528677e-07
1923,7.8558016092245e-08,2.611523122197923e-07
1924,9.92655077025617e-08,2.088443193937195e-07
1925,1.077821463191242e-07,2.2216318829038073e-07
1926,1.2037829755229268e-07,2.0397433520003005e-07
1927,9.699825842535148e-08,1.7615774750012747e-07
1928,9.255093191828934e-08,1.919574947883973e-07
1929,1.1586022630183379e-07,1.749043838650266e-07
1930,7.877702401515307e-08,1.8381305944004112e-07
1931,8.439964283013524e-08,1.7564249876755866e-07
1932,9.64439224038216e-08,1.5124160057666813e-07
1933,8.144169960644376e-08,1.5370687656002247e-07
1934,7.668211488010002e-08,1.2460842846451214e-07
1935,6.223507664770977e-08,1.9029571163287073e-07
1936,7.15358159375512e-08,1.8793307354769695e-07
1937,7.806492940964915e-08,1.7501654658858e-07
1938,9.46460623207912e-08,2.3596689890936773e-07
1939,8.105847015826839e-08,2.1411670925175486e-07
1940,1.0143131579098963e-07,1.3693228195776896e-07
1941,1.2101160473676487e-07,1.947991741246824e-07
1942,1.5777901363200897e-07,1.8812113466992741e-07
1943,1.770973501180606e-07,2.758073387454374e-07
1944,1.8957798886276578e-07,1.7993842327257425e-07
1945,1.3288874711747667e-07,2.548849860062319e-07
1946,1.1136883237838902e-07,2.7006942460161554e-07
1947,7.867774853842491e-08,2.4199368020560996e-07
1948,1.0980606512944746e-07,2.2396088805720638e-07
1949,7.362756004880566e-08,1.9044996069084164e-07
1950,9.890885976915342e-08,2.180249101257914e-07
1951,6.610069047674472e-08,1.951036461278477e-07
1952,7.908603016915094e-08,2.14059512337883e-07
1953,1.0127397986892106e-07,2.0470271921979588e-07
1954,9.3816346469211e-08,2.1988206988510228e-07
1955,9.761031938282372e-08,1.914663987356846e-07
1956,7.325758666354432e-08,1.813997396737932e-07
1957,8.393285766405967e-08,1.9613783752703284e-07
1958,8.520411043377862e-08,2.1921444748329577e-07
1959,7.983270222666761e-08,1.743918218721774e-07
1960,9.965999936412118e-08,1.8893875175507446e-07
1961,1.2784612851701738e-07,2.0288624513753462e-07
1962,1.0591067267640142e-07,1.8137995549949437e-07
1963,9.37577721016325e-08,1.907485698282585e-07
1964,1.0403585543050653e-07,1.9407858564690628e-07
1965,7.989183714585124e-08,2.013712023796188e-07
1966,8.69634714240064e-08,1.5177064227600567e-07
1967,1.222723224336697e-07,1.858736462523325e-07
1968,1.0554827453712612e-07,1.8190234474246836e-07
1969,1.2580669073170014e-07,1.644116327526035e-07
1970,1.1772736230319936e-07,1.4623944899483377e-07
1971,1.305152981245783e-07,1.731639982516242e-07
1972,1.1542830691269046e-07,1.4620919142060984e-07
1973,1.455485733048434e-07,1.7587119893747172e-07
1974,1.1082376183413345e-07,1.9126944339475926e-07
1975,1.3421978417582636e-07,1.4964078109969137e-07
1976,1.6454957563194483e-07,1.59978752911627e-07
1977,1.1283421469387989e-07,1.7982952549289166e-07
1978,1.556434955363173e-07,1.8237615151406317e-07
1979,1.6678124059588129e-07,1.901891297784175e-07
1980,1.6884897663382858e-07,1.9898027492359915e-07
1981,2.3278021710204655e-07,1.9292925568237251e-07
1982,1.5208381332065812e-07,2.036060795518324e-07
1983,1.736711942035285e-07,1.9514327220804262e-07
1984,1.6991095108664922e-07,2.0180549364923195e-07
1985,1.9851341159782265e-07,1.4798272518490307e-07
1986,1.9122408367877597e-07,1.9961636743559552e-07
1987,2.1571183883573042e-07,2.3465536980182833e-07
1988,2.3206663785080295e-07,2.8003907370788284e-07
1989,2.0745101891872508e-07,2.1403677008535738e-07
1990,1.9451684085680654e-07,1.7871575241912296e-07
1991,1.8229156345528352e-07,1.7818854525231131e-07
1992,2.2039776986781945e-07,2.66130303572254e-07
1993,2.5258786262583044e-07,2.0993595950535848e-07
1994,2.458115879178102e-07,2.0202969519544922e-07
1995,2.4075681537283344e-07,1.968349705450123e-07
1996,2.535593770502942e-07,1.82028944806234e-07
1997,2.536499127403502e-07,1.702187493179963e-07
1998,2.4365139850157647e-07,1.8738747709079462e-07
1999,2.3125218684416637e-07,1.8143698854444779e-07
2000,2.1294912155855883e-07,1.87324537215261e-07
2001,2.028501091544399e-07,1.8795398748494563e-07
2002,2.501677429656013e-07,2.2607102678762203e-07
2003,1.6334337438195234e-07,1.8626145070754774e-07
2004,1.9248937821458867e-07,1.8808458879249201e-07
2005,2.562633493186084e-07,1.909589766313502e-07
2006,1.9559977032512776e-07,1.9271724127634116e-07
2007,1.330161646662109e-07,2.041179061329501e-07
2008,1.9030755460391902e-07,2.2521855713719674e-07
2009,1.3446302449260372e-07,2.71310155675053e-07
2010,8.219399899589419e-08,2.5650195922821695e-07
2011,6.424272869232084e-08,2.776203515963971e-07
2012,8.204248816423565e-08,2.8799977602744775e-07
2013,2.465586552702348e-07,2.7277642189460494e-07
2014,2.682986582902558e-07,2.5725487784455936e-07
2015,1.3077795024685201e-07,2.604475981549115e-07
2016,6.421154141733609e-08,2.514606931569574e-07
2017,8.729171252497281e-08,2.553345552769315e-07
2018,2.442067519314861e-07,2.7905654764737164e-07
2019,3.109653968769166e-07,2.7882297182202365e-07
