year,bien_ADV allé_VERB,bien_ADV salé_VERB
1981,1.5181319312773667e-08,5.060439622894819e-09
1982,2.7313010519947056e-08,5.586751949948621e-09
1983,2.462973291983417e-08,3.78918940668882e-09
1984,3.131464509920079e-08,5.219107812592938e-09
1985,2.285912081845254e-08,7.218669662023558e-09
1986,2.3378493807513223e-08,5.994485352545098e-09
1987,3.177624918748734e-08,8.555143260480236e-09
1988,1.2592763276586538e-08,4.197587610832443e-09
1989,2.57941739079115e-08,4.390497743145261e-09
1990,2.3429199913493903e-08,6.538381391862913e-09
1991,1.6998249918742658e-08,2.9307325455363298e-09
1992,2.3692759754112558e-08,4.4079553340736766e-09
1993,3.655877023334142e-08,3.877445031719162e-09
1994,3.5342008430916394e-08,5.802419433820205e-09
1995,2.6027763055935793e-08,8.133675954979935e-09
1996,2.2953797085278893e-08,2.6690460952494277e-09
1997,2.924885578181602e-08,7.192341833217597e-09
1998,3.194646680526603e-08,4.7681290027412615e-09
1999,2.0108885223635298e-08,5.484241505371301e-09
2000,2.1206551181762734e-08,5.743440834038438e-09
2001,2.541102794850758e-08,6.571817756650944e-09
2002,2.1467984723244626e-08,9.63868718173444e-09
2003,1.9584538435424292e-08,1.6667691671301554e-09
2004,2.99525808600265e-08,3.0833537945085254e-09
2005,2.612174831995162e-08,8.106749049829887e-09
2006,3.74727981977685e-08,9.059357708451898e-09
2007,3.1955835311237024e-08,4.7933754743212376e-09
2008,3.405951787271988e-08,4.6831836186811415e-09
2009,3.7191902890754136e-08,8.582746957586096e-09
2010,5.007220593711281e-08,8.030448306328708e-09
2011,4.244608931003313e-08,1.414869643667771e-08
2012,7.659568268536532e-08,8.851056776393307e-09
2013,5.857162577171948e-08,8.925200134513034e-09
2014,6.496335203109993e-08,1.147685946278898e-08
2015,7.159538739642812e-08,1.2856137487915476e-08
2016,5.986172624261599e-08,2.0713400772365276e-08
2017,6.641214156388742e-08,1.0062445099379147e-08
2018,7.331365736717999e-08,2.220061290358899e-08
2019,6.632568272380013e-08,1.3265136544760026e-08
