year,bien_ADV avant_ADP,bien_ADV savant_ADJ
1962,4.9029665660782484e-06,2.473363025501385e-08
1963,5.1469785375957144e-06,1.681173777967615e-08
1964,4.745495289171231e-06,2.6161064425878067e-08
1965,4.991598018477816e-06,2.4624195404943094e-08
1966,5.077115758922446e-06,2.4925835950817543e-08
1967,4.890892796538537e-06,2.3172576746333107e-08
1968,5.189831028928893e-06,1.7067379454172027e-08
1969,4.724790699128789e-06,1.635032842450812e-08
1970,4.86545116018533e-06,2.3453497283165703e-08
1971,4.925668008581852e-06,2.3636628765366652e-08
1972,4.928019222916191e-06,2.0007572487656944e-08
1973,5.062223806362454e-06,1.3783009400469837e-08
1974,4.80030030303169e-06,1.912694358452427e-08
1975,4.901021100067737e-06,1.599214449754527e-08
1976,5.162171646588831e-06,1.599787480266457e-08
1977,5.2626582487391715e-06,1.4691954541845575e-08
1978,5.336433389402373e-06,1.128712323605896e-08
1979,5.237516347733617e-06,1.5800327823889404e-08
1980,5.4571762575506e-06,2.0466542238750662e-08
1981,5.472232771808194e-06,1.3916208629893845e-08
1982,5.760561919032625e-06,1.4277254822836483e-08
1983,5.609895083580341e-06,2.336666926616715e-08
1984,5.717242515856924e-06,1.7397024820731133e-08
1985,5.666655908953544e-06,1.142956040922627e-08
1986,5.833233956309414e-06,2.577628788191788e-08
1987,5.8737169297273795e-06,1.4665960890170027e-08
1988,5.947981662757229e-06,1.2592763054541933e-08
1989,5.9644910948009056e-06,2.359892548042808e-08
1990,6.036560534994351e-06,1.4711357687602344e-08
1991,6.1387123082568e-06,1.5239809691980355e-08
1992,6.2934582842899545e-06,2.5345743781546304e-08
1993,6.280353602505784e-06,1.6617621612091682e-08
1994,6.123134994595603e-06,1.7934750351500384e-08
1995,6.171291488499264e-06,1.2471637056421514e-08
1996,6.306422278612445e-06,2.1352369428129236e-08
1997,6.190688225160557e-06,1.1028257529410723e-08
1998,6.5161253814949305e-06,2.0026142188989127e-08
1999,6.4371284906883375e-06,1.2796562837147363e-08
2000,6.514387393963261e-06,1.0161472663305915e-08
2001,6.663823285180115e-06,1.577236241612212e-08
2002,6.698011418393435e-06,1.752488554274123e-08
2003,6.872506162380887e-06,1.083400003043522e-08
2004,6.770164134195511e-06,1.409533237350935e-08
2005,6.687617712941574e-06,9.007498746882447e-09
2006,7.03788549571982e-06,1.6883348719076707e-08
2007,6.852929061551549e-06,1.9572949483404045e-08
2008,6.976666554692201e-06,1.277231942431456e-08
2009,6.887654251386266e-06,2.384096253749135e-08
2010,6.895792864725081e-06,1.5116137341841807e-08
2011,6.927889899088768e-06,1.6060682533902693e-08
2012,6.833356678725977e-06,1.4638286471857498e-08
2013,6.7100771161676676e-06,2.4544299648265877e-08
2014,7.094864599821449e-06,1.5591206062315344e-08
2015,6.3478285596829664e-06,2.726387721141421e-08
2016,6.401683720014262e-06,2.1956204521167422e-08
2017,6.677438648239331e-06,1.308117902887318e-08
2018,6.762151997463661e-06,1.755397427416483e-08
2019,6.5920075371650455e-06,2.040790236801371e-08
