year,en_ADP herbe_NOUN
1901,3.811520059571194e-07
1902,3.9134963003562007e-07
1903,3.483142074767187e-07
1904,3.4827572115148087e-07
1905,3.9170161647561486e-07
1906,3.606073443185309e-07
1907,4.325131399696147e-07
1908,4.96050302389861e-07
1909,4.2687633283744475e-07
1910,4.419612497086334e-07
1911,4.511677332841302e-07
1912,5.178164617092307e-07
1913,4.534056188276736e-07
1914,4.158677984200665e-07
1915,2.6860138291340263e-07
1916,3.812649254086864e-07
1917,5.220018124418857e-07
1918,3.801990544616274e-07
1919,4.6867947389728215e-07
1920,4.3616054767880996e-07
1921,3.7106462968949927e-07
1922,4.028352691420878e-07
1923,5.775075599956381e-07
1924,4.911709083899041e-07
1925,4.344280397639011e-07
1926,5.104931514177125e-07
1927,5.630358312913586e-07
1928,5.09601447262753e-07
1929,4.901778680732605e-07
1930,5.283312596304768e-07
1931,5.132410585417801e-07
1932,4.186543027806522e-07
1933,4.381792848562327e-07
1934,4.301387388494504e-07
1935,4.23677268379663e-07
1936,5.225751933402023e-07
1937,4.608349132295686e-07
1938,4.91381603406893e-07
1939,4.5729211706202477e-07
1940,4.894060907645326e-07
1941,6.729425656715193e-07
1942,6.735950393021994e-07
1943,9.116158441457856e-07
1944,6.844086311019737e-07
1945,5.707680799105219e-07
1946,6.194891435384875e-07
1947,6.651845771976639e-07
1948,7.947350244563722e-07
1949,5.713499122705912e-07
1950,6.221686321694619e-07
1951,6.748667047418166e-07
1952,6.063261994704305e-07
1953,5.462330374683688e-07
1954,7.974389575338137e-07
1955,9.18850998843368e-07
1956,9.174640833720105e-07
1957,6.970844950160426e-07
1958,6.601249999960146e-07
1959,5.8285623349974e-07
1960,7.169983540222802e-07
1961,7.114915276940081e-07
1962,5.821915953774237e-07
1963,6.40139263374806e-07
1964,6.795792657499078e-07
1965,7.792189773425662e-07
1966,6.286849716374832e-07
1967,6.019939919887918e-07
1968,6.144256801121628e-07
1969,5.2684388340829e-07
1970,5.927756561163733e-07
1971,5.909157216876793e-07
1972,8.475002371000073e-07
1973,6.836372641316757e-07
1974,6.401900423114171e-07
1975,8.030341351883408e-07
1976,6.450571683469519e-07
1977,8.262755164523128e-07
1978,8.132669782057178e-07
1979,7.712900926826194e-07
1980,7.38501100272515e-07
1981,7.850007115450808e-07
1982,8.169072893693397e-07
1983,8.10886565894009e-07
1984,8.547738445940922e-07
1985,7.663820742465077e-07
1986,1.01067029767421e-06
1987,9.844526083213623e-07
1988,8.587065103426994e-07
1989,1.0674398005505736e-06
1990,1.0325194104154889e-06
1991,9.501435371817024e-07
1992,9.262215865390999e-07
1993,1.0175523570410405e-06
1994,8.22361057473131e-07
1995,1.1235317787239296e-06
1996,1.0291841530118973e-06
1997,9.872688089274106e-07
1998,8.859183873166643e-07
1999,9.830502820662446e-07
2000,9.816866528566948e-07
2001,9.174257602495572e-07
2002,1.012500289832019e-06
2003,9.383910528626416e-07
2004,8.994583651222854e-07
2005,1.0074887377697905e-06
2006,9.907643299111868e-07
2007,1.125644327082398e-06
2008,1.3202319966154619e-06
2009,1.2568955827241268e-06
2010,1.3207725384489777e-06
2011,1.542590309711045e-06
2012,1.5342966541709302e-06
2013,1.2534328464042233e-06
2014,1.2877902015873133e-06
2015,1.2840621792520324e-06
2016,1.1752783279916912e-06
2017,1.1622124329591088e-06
2018,1.2166452645345771e-06
2019,1.2106988336313407e-06
