year,en_ADP sentiers_NOUN
1953,3.232148326759443e-09
1954,1.9545072227344917e-09
1955,9.385607846468247e-10
1956,6.976913269340912e-09
1957,1.7670075402875796e-09
1958,9.099467845885556e-09
1959,1.5501495642666896e-09
1960,5.536666680683311e-09
1961,4.86371165564492e-09
1962,4.43936931660005e-09
1963,8.405868889838075e-09
1964,5.475571551727398e-09
1965,1.5321720781003023e-08
1966,2.215629901769489e-09
1967,9.367637332502454e-09
1968,4.491415683816058e-09
1969,6.8126366770115965e-09
1970,1.9314645882673176e-08
1971,7.193756701440179e-09
1972,9.234264020108185e-09
1973,5.513203671370093e-09
1974,6.1881286761433785e-09
1975,2.8557400888473694e-09
1976,5.713526984862938e-09
1977,4.11374712072643e-09
1978,5.346532105932056e-09
1979,1.1703946256602649e-08
1980,8.527726080842513e-09
1981,6.325549417596221e-09
1982,7.449002747961231e-09
1983,1.89459470334441e-09
1984,4.639206796497319e-09
1985,7.218669662023558e-09
1986,4.7955883708539204e-09
1987,3.6664902225425067e-09
1988,5.99655392008458e-09
1989,8.232182935330457e-09
1990,8.172976073694826e-09
1991,4.68917216167597e-09
1992,5.509944056569793e-09
1993,6.093128224193833e-09
1994,2.637463358823311e-09
1995,5.964695848348356e-09
1996,6.4057106285986265e-09
1997,9.110299181713799e-09
1998,4.7681290027412615e-09
1999,2.285100553223174e-09
2000,6.185244316725402e-09
2001,7.448059946568719e-09
2002,1.270554239596322e-08
2003,8.750538071922165e-09
2004,6.607186797680242e-09
2005,6.305249655724765e-09
2006,1.1530091548195287e-08
2007,3.595031605740928e-09
2008,1.6178271167177627e-08
2009,1.1443662017995848e-08
2010,1.0392344762522043e-08
2011,2.1796640936599943e-08
2012,2.382976838077866e-08
2013,1.9802786965783525e-08
2014,1.8189739492413537e-08
2015,1.3964425171764105e-08
2016,2.009199917551996e-08
2017,1.3081178806828575e-08
2018,1.9360999914397325e-08
2019,1.6836519733942623e-08
