year,en_ADP hommes_NOUN,en_ADP somme_NOUN
2005,1.0813503195095109e-06,1.646210512262769e-05
2006,1.1110066679975716e-06,1.7037769794114865e-05
2007,1.009005472951685e-06,1.6208799024752807e-05
2008,1.0337063258702983e-06,1.5847893337195273e-05
2009,9.951218089554459e-07,1.5293500382540515e-05
2010,9.301148224949429e-07,1.5121805972739821e-05
2011,8.133588380587753e-07,1.2975501704204362e-05
2012,8.497014505337575e-07,1.33671383082401e-05
2013,9.499759698883281e-07,1.3082948498777114e-05
2014,1.0807736998685868e-06,1.541082383482717e-05
2015,9.504675517746364e-07,1.3168674740882125e-05
2016,9.90721900961944e-07,1.3842350654158508e-05
2017,7.358162861237361e-07,1.1571309187274892e-05
2018,7.279735996235104e-07,1.336218792857835e-05
2019,8.27540418413264e-07,1.2691164101852337e-05
