year,aucun_DET antre_NOUN,aucun_DET centre_NOUN
1952,2.1089607837865287e-09,7.275914581938991e-08
1953,3.232148326759443e-09,8.188108679973993e-08
1954,1.9545072227344917e-09,7.524852918550096e-08
1955,3.754243138587299e-09,7.602342044776833e-08
1956,3.488456634670456e-09,7.325759110443641e-08
1957,3.534015080575159e-09,6.626278281629538e-08
1958,1.6544486891589827e-09,9.016745483592103e-08
1959,4.650448581777766e-09,7.67324062067587e-08
1960,1.3841666701708277e-09,8.374208171346709e-08
1961,6.948159270159238e-10,6.878677716315451e-08
1962,6.341956404476434e-10,4.5662087000408746e-08
1963,1.2932106496776896e-09,6.660034834737871e-08
1964,2.4335873316516654e-09,6.69236519534877e-08
1965,1.0944086747954884e-09,6.402290786411413e-08
1966,2.7695373772118614e-09,7.034625149060503e-08
1967,2.4651677366094304e-09,6.409436270615743e-08
1968,3.1439910674890825e-09,8.488775593562536e-08
1969,6.358460868938209e-09,6.630966087328716e-08
1970,4.59872487312829e-09,6.760125614846402e-08
1971,5.652237122788506e-09,1.0019875062994288e-07
1972,2.565073486948677e-09,8.31083779573305e-08
1973,5.513203782392395e-10,7.112032740508312e-08
1974,3.937900228123681e-09,6.750685876966145e-08
1975,2.8557400888473694e-09,8.053187272594187e-08
1976,1.7140580066410394e-09,7.998937467945666e-08
1977,5.876781838942691e-10,9.520386434758166e-08
1978,0.0,1.0158410868044143e-07
1979,5.266776015311336e-09,7.373486443640331e-08
1980,5.685150683554241e-10,8.698280495877952e-08
1981,1.8976649140967083e-09,9.994367999865972e-08
1982,0.0,7.014477709788025e-08
1983,2.5261264191556165e-09,7.578379435102534e-08
1984,5.799008495621649e-10,6.668859464653565e-08
1985,0.0,7.699914572611988e-08
1986,0.0,7.433161641756669e-08
1987,6.110816852533674e-10,5.6830597117141224e-08
1988,1.1993107618124554e-09,9.234692921467058e-08
1989,0.0,6.475984104525878e-08
1990,1.6345953479657283e-09,6.919786388337457e-08
1991,1.7584396161396398e-09,5.8614652687083435e-08
1992,0.0,6.281336162317075e-08
1993,5.539207426075166e-10,7.976458427094713e-08
1994,2.1099705871385765e-09,6.01341616501827e-08
1995,5.422450821690461e-10,6.994961854189796e-08
1996,0.0,6.8861387703123e-08
1997,9.58978896292706e-10,7.288239611824565e-08
1998,9.536258449571733e-10,7.152194037018944e-08
1999,1.3710603763428253e-09,7.35802361262472e-08
2000,4.4180314962005696e-10,6.847949007848797e-08
2001,1.3143635346768434e-09,5.9146358921680076e-08
2002,0.0,7.535700907723708e-08
2003,0.0,7.625469145011721e-08
2004,4.404791253964646e-10,7.003617996659273e-08
2005,0.0,5.4495369994356224e-08
2006,1.2353669198716943e-09,5.5591514946939924e-08
2007,0.0,6.111553529919433e-08
2008,4.257439678578834e-10,5.9178411060401004e-08
2009,2.384096253749135e-09,7.295334736312498e-08
2010,0.0,5.243410106103852e-08
2011,3.82397197240536e-10,5.5447594515811716e-08
2012,6.808505426114664e-10,4.9702090887393524e-08
2013,5.578250084070646e-10,5.550358839201408e-08
2014,6.496335691608124e-10,4.309235812627321e-08
2015,2.2165753954528356e-10,4.809968690011601e-08
2016,1.0356699942093428e-09,3.831979267232555e-08
2017,2.515611330355938e-10,4.553256527373151e-08
2018,2.5814667070633845e-10,4.362678840408307e-08
2019,0.0,4.183619983777476e-08
