year,on_PRON essaie_VERB,on_PRON cessait_VERB
1940,1.1208160373143983e-06,4.817987386829259e-08
1941,9.179172764106625e-07,3.541803028639379e-08
1942,1.3138137262558303e-06,6.675265851185941e-08
1943,1.1874231802266877e-06,5.5161468504039135e-08
1944,1.2595689327099535e-06,3.213186161588055e-08
1945,1.3463154857618065e-06,5.664110513947662e-08
1946,1.1248252462792152e-06,3.48027615615365e-08
1947,1.1646691149280741e-06,7.510148769540592e-08
1948,1.2839699934374948e-06,5.870819475006783e-08
1949,1.2840647229950264e-06,4.9085039810492503e-08
1950,1.1379837019376282e-06,2.765193918286002e-08
1951,1.251648598099564e-06,5.224086896404856e-08
1952,1.253777242027354e-06,6.326882218132823e-08
1953,1.3294903169480676e-06,4.41726913935625e-08
1954,1.351541726535288e-06,7.720303485392321e-08
1955,1.2811354963560007e-06,3.848099350278744e-08
1956,1.3622423011838691e-06,3.4012451299858526e-08
1957,1.3632462980694982e-06,4.947621123907453e-08
1958,1.3409306234279939e-06,4.7979010542320566e-08
1959,1.3455298244480218e-06,3.1778066844623254e-08
1960,1.2810462237666798e-06,4.983000168046203e-08
1961,1.4347948820159218e-06,4.099414008251756e-08
1962,1.4624551454289758e-06,3.868593489997352e-08
1963,1.549266357869783e-06,4.7202187047901134e-08
1964,1.4662363696515968e-06,2.251068298431136e-08
1965,1.4867541437979526e-06,4.651236773511869e-08
1966,1.440159451249201e-06,4.486650695412209e-08
1967,1.5210084711725358e-06,5.176852191368653e-08
1968,1.594003464333582e-06,3.0990768840055694e-08
1969,1.5791692078437336e-06,2.8613074465333455e-08
1970,1.543791995572974e-06,3.081145694139309e-08
1971,1.6817974426430737e-06,4.6759415450736697e-08
1972,1.6960265156740206e-06,4.514529328147887e-08
1973,1.7813161150570522e-06,3.859242614367986e-08
1974,1.7366139672958525e-06,3.206575938108358e-08
1975,1.7168709121051506e-06,4.740528680713396e-08
1976,1.88546385970767e-06,3.942333526296693e-08
1977,1.8176886271703552e-06,3.8786760470088666e-08
1978,1.7180190639010107e-06,3.5643548557118265e-08
1979,1.7064354551621363e-06,3.101545908990033e-08
1980,1.7100933291658293e-06,3.752199551065871e-08
1981,1.7667259726295015e-06,4.3013736572561356e-08
1982,1.7145121375961025e-06,3.9728015766016256e-08
1983,1.7411325927696453e-06,3.536577031226784e-08
1984,1.6474982942327188e-06,4.291266231248869e-08
1985,1.6753329248331283e-06,4.451512891634479e-08
1986,1.7899533588661143e-06,2.8773529558989708e-08
1987,1.5600915901359258e-06,2.994300346559342e-08
1988,1.6790350514384045e-06,3.7178633061074606e-08
1989,1.6552176873574354e-06,5.488121956886971e-08
1990,1.6313261141931434e-06,4.358920779878872e-08
1991,1.7273737853429338e-06,3.106576551559215e-08
1992,1.5251525269377453e-06,4.2977563063928415e-08
1993,1.528267375761061e-06,2.2710750613441633e-08
1994,1.7486382262177358e-06,3.112206625743852e-08
1995,1.4656885127806163e-06,2.6027764388203423e-08
1996,1.4514272379528848e-06,2.8825698494827634e-08
1997,1.5583406707264658e-06,3.06873251254558e-08
1998,1.5710985508121666e-06,2.5271084558298185e-08
1999,1.6370460116377217e-06,2.2851006420410158e-08
2000,1.5900494929610431e-06,2.2531960741645207e-08
2001,1.6245533913661347e-06,3.154472505428885e-08
2002,1.5215981932215072e-06,3.8992872375409604e-08
2003,1.5221769444906386e-06,3.6668921454818815e-08
2004,1.4685573717088118e-06,2.7309705163958142e-08
2005,1.5015501446669077e-06,3.1526246502266986e-08
2006,1.4816167777098599e-06,3.870816600581861e-08
2007,1.5175027101577143e-06,3.3953074352055523e-08
2008,1.5199059930637304e-06,3.1079309348314155e-08
2009,1.416629999084762e-06,3.528462322321957e-08
2010,1.6008934551337006e-06,3.3538930743759465e-08
2011,1.684842061422387e-06,3.2503761238089623e-08
2012,1.5523391994065605e-06,4.4255283437877324e-08
2013,1.6137877594246675e-06,4.211578819024453e-08
2014,1.516461253459056e-06,4.677361697957849e-08
2015,1.399324020212589e-06,3.7681782361076444e-08
2016,1.3666701192960318e-06,4.101253336941113e-08
2017,1.6049600048972934e-06,3.19482644783875e-08
2018,1.65291316989169e-06,3.665682823950078e-08
2019,1.5971734796949022e-06,3.23975446470115e-08
