year,aucun_DET âge_NOUN,aucun_DET age_NOUN,aucun_DET sage_NOUN
2010,2.503610230242259e-08,1.4171379625338432e-09,1.8895172093635892e-09
2011,3.250376101604502e-08,0.0,1.9119859584471044e-09
2012,2.4851045443696762e-08,0.0,2.382976926895708e-09
2013,3.068037623954467e-08,0.0,2.2313000336282585e-09
2014,3.118240976540676e-08,0.0,3.6812568826594116e-09
2015,3.701680828527287e-08,0.0,2.6598904051544636e-09
2016,3.64555834408975e-08,1.2428039986023265e-09,3.31414412579889e-09
2017,3.043889629239516e-08,0.0,5.282783904769772e-09
2018,2.5556520899527868e-08,2.5814667070633845e-10,6.453666823169613e-09
2019,3.061185349650941e-08,0.0,2.295888923420364e-09
