year,un_DET or_NOUN,un_DET sort_NOUN
1855,3.157627688210596e-07,1.6679703733757378e-06
1856,3.05454175508757e-07,1.422173887988265e-06
1857,4.0760602182388084e-07,1.6440922010474424e-06
1858,2.8089699988242955e-07,1.6349772096191373e-06
1859,2.8261562801112916e-07,1.4492325099979553e-06
1860,2.3984443742186556e-07,1.7535192071704842e-06
1861,2.801282459330423e-07,1.5473077183969508e-06
1862,3.203252283423552e-07,1.7475570466274348e-06
1863,3.156600310028068e-07,1.6367372097647603e-06
1864,3.04944698381604e-07,1.5635608185959882e-06
1865,2.7676245673013966e-07,1.4972472008878412e-06
1866,3.4643163537850796e-07,1.5312084400420645e-06
1867,2.9747733343299387e-07,1.3291850997632082e-06
1868,2.657652117266096e-07,1.456274826949766e-06
1869,2.1878165790134574e-07,1.3854543468028169e-06
1870,2.6204603731372345e-07,1.3744514504310246e-06
1871,1.6993883589222492e-07,1.3117153763175793e-06
1872,2.666876723900202e-07,1.2209578130750742e-06
1873,2.3405277038701655e-07,1.370196422101344e-06
1874,1.8162811832311831e-07,1.332935255504708e-06
1875,2.385876887167626e-07,1.3565740957233174e-06
1876,1.8682186286866909e-07,1.5375015820495719e-06
1877,2.2389034581848932e-07,1.7360778628017215e-06
1878,1.7332184998331002e-07,1.4904470333476638e-06
1879,1.9549841123733813e-07,1.5383281564140816e-06
1880,1.8675932844658405e-07,1.662863923002078e-06
1881,2.168449799722083e-07,1.4600431406108783e-06
1882,1.6571908467710728e-07,1.5240832205165589e-06
1883,1.9526757766286096e-07,1.5248565254921687e-06
1884,1.7956616193970376e-07,1.2642249309635645e-06
1885,1.7983322930792411e-07,1.229182704065579e-06
1886,1.6327263929749591e-07,1.2480999558306394e-06
1887,1.912974973983239e-07,1.1993634352336358e-06
1888,1.6739223385187074e-07,1.2522713888074577e-06
1889,2.1677373718276272e-07,1.2473886847885751e-06
1890,1.8811089363968136e-07,1.1601264269245348e-06
1891,2.581559104264386e-07,1.2002656646359355e-06
1892,2.062340609398916e-07,1.323909767592113e-06
1893,2.0630695130030574e-07,1.177489256320996e-06
1894,1.7959387621502287e-07,1.1563324875396574e-06
1895,2.2028128654483226e-07,1.313863569052387e-06
1896,2.305738274754887e-07,1.176457331553138e-06
1897,1.526598898404785e-07,1.1700040296602765e-06
1898,1.9691074593097824e-07,1.2052295481623787e-06
1899,2.1391728921571485e-07,1.2276751348849757e-06
1900,2.429412844229262e-07,1.1934230705890059e-06
1901,1.9616473878603102e-07,1.1870481699816082e-06
1902,2.3569362550546202e-07,1.0493276594303325e-06
1903,1.7064696722357553e-07,1.243670752160142e-06
1904,1.5102696426794182e-07,1.2700239011564918e-06
1905,2.2758947837431265e-07,1.2896737402456893e-06
1906,1.9599343009657488e-07,1.233061029282112e-06
1907,1.7279953024029737e-07,1.3818820221445094e-06
1908,2.2445048664110345e-07,1.3801002971547405e-06
1909,2.4644406049212364e-07,1.3790965525117826e-06
1910,2.2552315703805448e-07,1.4242161796573782e-06
1911,2.027062564469162e-07,1.2614607030059233e-06
1912,2.3650772540406706e-07,1.4706196154179452e-06
1913,2.2378616071350166e-07,1.305596118328367e-06
1914,2.2434091140333123e-07,1.335330720664274e-06
1915,1.9556064301262666e-07,1.1910350359300992e-06
1916,2.2524296805492838e-07,1.4404563160042017e-06
1917,2.5442104623074613e-07,1.4453746999265604e-06
1918,2.1134932559618846e-07,1.4369456167173666e-06
1919,2.900472335642945e-07,1.4465529325491389e-06
1920,2.83958701441378e-07,1.4864291095761928e-06
1921,2.1430874874717176e-07,1.4721420455998668e-06
1922,2.700324364113271e-07,1.4718980807515436e-06
1923,2.781378549698843e-07,1.407674702136319e-06
1924,3.081098132184934e-07,1.4219461235143172e-06
1925,2.3756064404523158e-07,1.5870370688730873e-06
1926,2.7642422395501853e-07,1.4935825909390132e-06
1927,2.0403081357756037e-07,1.6355913210475137e-06
1928,2.787953921057351e-07,1.3939770155957376e-06
1929,2.2280813460895388e-07,1.423743920980769e-06
1930,1.9746774748696794e-07,1.5713390695282214e-06
1931,2.2696660373355826e-07,1.5591122100033772e-06
1932,2.2357455264909731e-07,1.6044761075306724e-06
1933,2.1106018088801193e-07,1.769923148486896e-06
1934,2.3963159989648375e-07,1.5719833044158804e-06
1935,1.9867351674918154e-07,1.6851343929147333e-06
1936,1.9520790317528736e-07,1.5434761309052192e-06
1937,1.825712123704193e-07,1.5638169159615245e-06
1938,2.4115299090965436e-07,1.4521040725412604e-06
1939,1.9117562644055397e-07,1.685404356521758e-06
1940,1.3186070790816018e-07,1.3439649357849248e-06
1941,2.508777141585483e-07,1.6941625204935917e-06
1942,1.9115534199976025e-07,2.008648273488234e-06
1943,2.467749915524564e-07,2.1600070869709498e-06
1944,2.2170985047864633e-07,2.1528346323407277e-06
1945,3.071690679590233e-07,2.2024676837872903e-06
1946,2.519719863869341e-07,2.1354972972176256e-06
1947,2.467620250357072e-07,1.999130091689949e-06
1948,2.2504807328793675e-07,1.9319344275459116e-06
1949,1.6787084566871613e-07,1.7847321629460566e-06
1950,2.392956330865559e-07,1.8409810351727174e-06
1951,1.8124383416306955e-07,2.0128726596624347e-06
1952,1.5079069926038358e-07,1.809488374249213e-06
1953,1.63762175486859e-07,1.8196994062691374e-06
1954,1.7688290654405137e-07,1.858736361270985e-06
1955,2.0554480517631646e-07,1.859288968120154e-06
1956,2.284939024654875e-07,1.6509121252283876e-06
1957,2.085068859791761e-07,1.6627540517788475e-06
1958,1.7619878889263418e-07,1.7206266207381304e-06
1959,2.418233284728899e-07,1.9035836160696817e-06
1960,2.0693291524764845e-07,1.916378757016446e-06
1961,1.5702839251119372e-07,1.8836460142779288e-06
1962,1.6235407795939238e-07,1.829654458163077e-06
1963,2.172593909222087e-07,1.976025949090854e-06
1964,1.843442358762104e-07,1.8702118822488956e-06
1965,1.8933270418131087e-07,1.8572115223491892e-06
1966,1.7558866582945143e-07,1.8345415568887802e-06
1967,1.8488758657397852e-07,1.936142759006998e-06
1968,2.1918108839003025e-07,2.1073723388553844e-06
1969,2.089208512856544e-07,1.8543997342135299e-06
1970,1.926865720314197e-07,1.7442963873293138e-06
1971,2.04508219692201e-07,1.7444859636839283e-06
1972,1.6416469428293112e-07,1.7678486301520024e-06
1973,1.6649875078655896e-07,1.7212222225282403e-06
1974,1.282630317511746e-07,1.7056733661036105e-06
1975,1.4221585997731268e-07,1.6808886478258955e-06
1976,1.605501056545222e-07,1.7763355160127503e-06
1977,1.7806648999751928e-07,1.7683236563925675e-06
1978,1.6990090667690083e-07,1.8611872718565792e-06
1979,1.5624769433841834e-07,1.8837502615554058e-06
1980,1.4042322349361314e-07,1.867571960190162e-06
1981,1.3663186382295578e-07,1.982427324520586e-06
1982,1.4960080729764513e-07,1.8864598914092312e-06
1983,1.7430272425400517e-07,1.8377569546146333e-06
1984,2.0644470088981848e-07,1.8417651546087654e-06
1985,1.6843561922996741e-07,1.8016596001757534e-06
1986,1.5166047662162896e-07,1.837909287871753e-06
1987,1.6865854401970637e-07,1.9927374239614437e-06
1988,1.5890867549606114e-07,1.8223527540328632e-06
1989,1.597043612910909e-07,1.8785841966462158e-06
1990,2.075936054168892e-07,1.851451639112156e-06
1991,1.5298424571597025e-07,1.822915706384265e-06
1992,1.526254580497266e-07,1.9235214665513922e-06
1993,1.6340661534997025e-07,1.9896832377241935e-06
1994,1.5561033483990627e-07,1.9554152785872247e-06
1995,1.697227065555751e-07,1.9379839706346047e-06
1996,1.6441323813509712e-07,1.914239881273261e-06
1997,1.380929672833986e-07,1.9141219311791247e-06
1998,1.325539886742888e-07,1.8967618231613415e-06
1999,1.2705159235792962e-07,1.9044028789494405e-06
2000,1.4049340268940114e-07,1.9448174697345166e-06
2001,1.1697835455848349e-07,1.8624531250566179e-06
2002,1.3888471617207188e-07,1.9908270445512244e-06
2003,1.4875914144951707e-07,1.9226182494946897e-06
2004,1.1364361629517816e-07,1.7764523363439366e-06
2005,1.328606158423895e-07,1.8186140380294091e-06
2006,1.288899516005415e-07,1.9399379667106587e-06
2007,1.2982058628097093e-07,1.9285347150344023e-06
2008,1.4560443784006338e-07,1.843897145192841e-06
2009,1.258802806436421e-07,1.8696083117220041e-06
2010,1.2848717245717012e-07,2.404882948781051e-06
2011,1.4148695681726053e-07,2.4848170099289746e-06
2012,1.6714880723966985e-07,2.5297001116086903e-06
2013,1.7794617912514354e-07,2.882281791016794e-06
2014,1.5980985668129222e-07,3.007370224850092e-06
2015,1.9395035044666997e-07,2.7498833432559877e-06
2016,1.9367029446826223e-07,2.7175981429650165e-06
2017,1.5420698051826776e-07,2.644913749350053e-06
2018,2.0858250815436463e-07,3.0590380646344784e-06
2019,1.992321396748764e-07,2.8818508184258462e-06
