year,ton_DET antre_NOUN,ton_DET centre_NOUN
1847,1.0786447290911383e-09,2.1572894581822766e-09
1848,1.6090443422100975e-09,8.045221711050488e-10
1849,0.0,2.513824481908955e-09
1850,1.3577992064028876e-09,2.7155984128057753e-09
1851,6.449438760824933e-10,2.579775504329973e-09
1852,1.3021090872200602e-09,3.2552727180501506e-09
1853,5.3747388761848924e-09,1.7915795513800958e-09
1854,2.5978321716024766e-09,1.558699391779328e-09
1855,4.776243400783642e-09,6.368324534378189e-09
1856,6.730345780692204e-09,5.694908100650764e-09
1857,1.0251168802710708e-08,4.881509085841174e-10
1858,1.9574704079872163e-09,1.468102750479261e-09
1859,1.476730293603623e-08,7.638259802433822e-09
1860,6.865775947773045e-09,1.0985241161165504e-08
1861,8.488735048217677e-09,5.187560159214399e-09
1862,5.421583626485926e-09,3.162590411776023e-09
1863,8.490855407661257e-09,9.989241656072068e-10
1864,3.835782358407869e-09,1.726102105692462e-08
1865,6.118897832863013e-09,1.4120533631256649e-09
1866,8.75810357570117e-09,1.4596839292835284e-09
1867,2.426405742994575e-09,8.249779526181555e-09
1868,1.4819622196071691e-09,4.939874287401835e-09
1869,6.348574999037737e-09,6.348574999037737e-09
1870,1.204150201772336e-08,6.880858549607183e-09
1871,1.274541272522356e-08,1.0621176826930423e-08
1872,7.861540751719076e-09,1.8142017887967654e-09
1873,8.979006871356887e-09,4.788803575905831e-09
1874,7.169530913397892e-09,1.1949218281515073e-09
1875,2.0025344937835143e-08,1.1443054281912168e-09
1876,2.418405919968336e-09,1.813804439976252e-09
1877,8.040260901509555e-09,5.566334504436554e-09
1878,4.831270938865373e-09,6.039088673581716e-10
1879,4.276527687530063e-09,3.6655952717623563e-09
1880,2.0537108014195837e-08,5.776061406947974e-09
1881,8.367009307619355e-09,6.9725074602899895e-09
1882,1.0648616211028639e-08,6.655385131892899e-10
1883,7.58320695126713e-09,2.5277355764075082e-09
1884,1.650424152899177e-08,3.9610181801208455e-09
1885,3.2228177904158883e-09,2.5782542767416317e-09
1886,1.936039106809062e-09,1.936039106809062e-09
1887,1.3057849246322917e-09,3.264462311580729e-09
1888,5.706553452000662e-09,4.4384300679212174e-09
1889,6.891650361495749e-09,6.265136742733546e-10
1890,3.2771931834929546e-09,0.0
1891,6.3742202627281586e-09,6.374220040683554e-10
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,4.310891643655168e-09,6.158416554491453e-10
1894,1.2603078580752936e-09,3.150769645188234e-09
1895,1.8055843487019274e-09,3.611168697403855e-09
1896,5.307326134129653e-09,1.769108692872834e-09
1897,3.4960281336537946e-09,1.1653427112179315e-09
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,2.2110313580014918e-09,2.7637891975018647e-09
1900,8.824790675987515e-09,1.5573159428683425e-09
1901,1.676621730339889e-09,1.676621730339889e-09
1902,4.910283735171106e-09,2.9461704187383475e-09
1903,2.7001101354784396e-09,2.1600881083827517e-09
1904,7.524475265086039e-09,1.0749250378694342e-09
1905,3.6125313851442797e-09,5.160758931310738e-09
1906,1.2860461140462576e-08,1.0288369045596824e-09
1907,3.0857059130084963e-09,2.5714217422034835e-09
1908,5.893666887857307e-09,1.964555629285769e-09
1909,3.300590023513905e-09,1.6502950672681038e-09
1910,1.4963621453034648e-08,5.344150677544235e-10
1911,1.3300935464144459e-08,2.6601871816467337e-09
1912,7.814132008121533e-09,4.1675369266691575e-09
1913,3.71209285532359e-09,8.484783153850373e-09
1914,9.37544086809794e-09,2.0090231700464756e-09
1915,8.246533234057551e-09,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.3159709433274713e-08,1.0966424435210342e-09
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,7.572231730534895e-10,3.028892692213958e-09
1921,8.330022505109724e-09,3.0290989716519334e-09
1922,8.115729421831475e-09,7.377935484775833e-10
1923,6.369568872344189e-09,9.554353308516284e-09
1924,9.02413699321869e-09,0.0
1925,1.2097995494286806e-08,7.698724324711748e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,8.919379901328739e-09,4.4596899506643695e-09
1928,4.570416489713125e-09,3.4278123672848437e-09
1929,1.3368487650211591e-08,3.342121912552898e-09
1930,8.402882833991043e-09,4.201441528017824e-09
1931,3.4216069977333063e-09,6.843213995466613e-09
1932,9.863582839386709e-09,3.2878609834696704e-09
1933,8.02946331646126e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,7.779128452511941e-09,3.889564337278273e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,3.5418032950929046e-08,5.9030051957620344e-09
1942,3.034211770724937e-09,1.8205270624349623e-08
1943,8.709705845433291e-09,1.161294105322952e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.3963544037997053e-08,4.357008087652048e-09
1946,6.960552134671616e-09,8.352662561605939e-09
1947,3.5762612871081956e-09,1.0728784083369192e-08
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,9.817008539414473e-09,8.835307152565974e-09
1950,5.317680518146517e-09,9.571825110299415e-09
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,6.326882129314981e-09,7.381362521208246e-09
1953,5.386913581872932e-09,9.696444647211422e-09
1954,1.07497895029951e-08,1.07497895029951e-08
1955,2.815682353940474e-09,8.447047061821422e-09
1956,3.488456634670456e-09,1.2209598221346596e-08
1957,2.6505113659425206e-09,1.4136059878211427e-08
1958,4.1361216673863055e-09,1.4890037924875088e-08
1959,7.750747599288843e-09,1.7826719656000023e-08
1960,1.1073333361366622e-08,1.384166636864137e-08
1961,2.08444772553662e-09,9.727422589644874e-09
1962,1.0781326054143392e-08,8.87873907728931e-09
1963,8.405868889838075e-09,5.819447923549603e-09
1964,8.517555549758526e-09,1.216793676928063e-08
1965,1.094408652591028e-08,6.5664522708175355e-09
1966,4.985167390003653e-09,6.6468897053084675e-09
1967,8.381570493209978e-09,1.2325838794069455e-08
1968,9.431973424511852e-09,7.186265305048067e-09
1969,3.1792304344691047e-09,1.0446042669753908e-08
1970,1.8394900047624674e-09,3.6789800095249348e-09
1971,3.596878239697787e-09,1.130447413455471e-08
1972,1.2312352026810913e-08,1.4364410994005539e-08
1973,5.513203726881244e-09,1.3783009511492139e-08
1974,3.3753431161187564e-09,6.18812873165453e-09
1975,6.8537762132336866e-09,1.3707551982378163e-08
1976,6.2848797277581525e-09,9.712995630017929e-09
1977,1.057820764316375e-08,5.289103821581875e-09
1978,4.752473081737207e-09,2.0792069510555677e-08
1979,7.022368020415115e-09,9.363157249531184e-09
1980,3.411090521154847e-09,1.3075846239107847e-08
1981,8.855769451088236e-09,7.590659323319926e-09
1982,6.828252629986764e-09,6.207502289967692e-09
1983,6.315316158911344e-09,1.64198213914446e-08
1984,4.639206796497319e-09,1.159801704675445e-08
1985,7.820225356169885e-09,1.4437339546091721e-08
1986,7.792831269171074e-09,1.9182352650748413e-08
1987,6.110816741511371e-09,6.110816852533674e-09
1988,6.596209356501959e-09,9.594486038988492e-09
1989,4.939309850016116e-09,7.683371272548811e-09
1990,6.538381003284854e-09,1.0352436463634263e-08
1991,9.37834432335194e-09,8.20605139395525e-09
1992,1.0468894195980738e-08,7.162927251336271e-09
1993,7.754890063438324e-09,1.0524493831987058e-08
1994,7.384897138251745e-09,1.74072576353268e-08
1995,9.218166396873784e-09,1.4640617329586547e-08
1996,5.871901187504136e-09,1.067618482508692e-08
1997,5.274384040632185e-09,8.151320618488e-09
1998,7.629006759657386e-09,1.4781200374791581e-08
1999,5.941261704833778e-09,1.4167623851868427e-08
2000,3.534425307982758e-09,1.1045078740501424e-08
2001,1.4457999020223156e-08,1.6210484149459248e-08
2002,1.0514931148009055e-08,5.6955880012310445e-09
2003,6.667076668520622e-09,1.3334153337041244e-08
2004,7.928623979580607e-09,1.5857248153450243e-08
2005,8.106749049829887e-09,1.3961623968050674e-08
2006,6.1768350434476815e-09,1.4824403204993786e-08
2007,1.1583990655594789e-08,1.9572949483404045e-08
2008,1.2772319368803409e-08,2.5118894964037963e-08
2009,8.582746957586096e-09,1.9549590168921327e-08
2010,2.3618966005223285e-08,1.842279218067233e-08
2011,1.8355065883879362e-08,2.2561435331081015e-08
2012,3.063827305749278e-08,3.7106353378835166e-08
2013,2.7891249809730567e-08,3.597971182101034e-08
2014,2.5768796874103828e-08,3.8544922767447254e-08
2015,2.637724760834459e-08,3.70168093954959e-08
2016,3.024156569608749e-08,3.624845135163923e-08
2017,2.9432651871275084e-08,4.3268516325412065e-08
2018,4.904786610193668e-08,5.937373404041324e-08
2019,4.0560706515702094e-08,3.341793847200236e-08
