year,son_DET homme_NOUN,son_DET somme_NOUN
1900,1.2925722430168207e-06,4.56812685456498e-08
1901,1.0652136372968357e-06,3.409130755471779e-08
1902,8.602817072045355e-07,2.6515532880466708e-08
1903,9.8284008487326e-07,2.8621167658116065e-08
1904,9.84093893485749e-07,3.869729958694279e-08
1905,9.846728623585932e-07,3.612531429553201e-08
1906,1.1445810788046629e-06,3.4980455865252225e-08
1907,1.1237113017870115e-06,2.468564730406797e-08
1908,1.061351131426136e-06,3.58531409005991e-08
1909,1.0033793671482272e-06,2.0353638774395222e-08
1910,1.064020366037255e-06,4.382203566688503e-08
1911,1.02949242020145e-06,3.03261317169401e-08
1912,1.0939785148877945e-06,3.854971808436858e-08
1913,1.010219587094241e-06,5.090870225377131e-08
1914,1.2623362017905038e-06,2.4777952134513725e-08
1915,9.424609661579098e-07,2.4739600590351074e-08
1916,1.0009577717795537e-06,2.4172416956957932e-08
1917,1.065936483968244e-06,1.315970976634162e-08
1918,9.763419832609088e-07,3.790504266021344e-08
1919,1.0883677266093628e-06,4.511845830279526e-08
1920,1.122204741577093e-06,2.6502811945050553e-08
1921,9.730980519151444e-07,4.0892835784234194e-08
1922,1.1347265242989124e-06,5.385892770659595e-08
1923,1.1677542666177487e-06,3.6094222277682775e-08
1924,1.1331737699293853e-06,3.0939897754933554e-08
1925,1.447360167716738e-06,4.7292166183154905e-08
1926,1.340880471545347e-06,2.7865345586519652e-08
1927,1.6445106325591041e-06,5.5746124161260013e-08
1928,1.2820018522319288e-06,3.1992914983902665e-08
1929,1.3368488147591506e-06,4.1219502699973987e-08
1930,1.258331748132946e-06,3.676261073337628e-08
1931,1.1724706574511856e-06,3.307553431142196e-08
1932,1.1551351590810555e-06,2.6302888755935783e-08
1933,1.0736539994837813e-06,2.5235456169170334e-08
1934,1.0543790835981781e-06,4.193552882725271e-08
1935,1.1262155030777876e-06,3.590485420090772e-08
1936,1.0487878530085482e-06,2.182448710641438e-08
1937,1.1042410648087753e-06,2.1404900962807005e-08
1938,1.022955405716175e-06,2.9819993585533666e-08
1939,9.268194833822463e-07,3.211750509990452e-08
1940,9.63597490688528e-07,7.607348528892999e-09
1941,1.2042130670408824e-06,2.3612020783048138e-08
1942,1.271334754804343e-06,4.247896612241675e-08
1943,1.4341982428334177e-06,6.096794180621146e-08
1944,1.2017316404211442e-06,6.105053529381621e-08
1945,1.4269201784600227e-06,5.010559434026618e-08
1946,1.1512752706721585e-06,5.4292307538617024e-08
1947,1.2433468903338962e-06,2.7418002757073623e-08
1948,1.2339593240540125e-06,5.218506160531433e-08
1949,9.777740430649828e-07,2.9451024730065e-08
1950,1.0231218183776036e-06,3.19060831088791e-08
1951,1.217532062725013e-06,5.650542789226165e-08
1952,1.1915627897707282e-06,2.7416489856157966e-08
1953,9.793408892733169e-07,2.4779802321184263e-08
1954,1.0759562041329218e-06,3.713563856422297e-08
1955,9.526391870906536e-07,2.5341140741375057e-08
1956,1.0247341251101716e-06,2.2674967681268754e-08
1957,9.6213561739944e-07,4.240818185508033e-08
1958,9.75297512084694e-07,3.3916197683669935e-08
1959,1.0641777272724084e-06,2.0927018340444192e-08
1960,1.121867068576421e-06,3.114374941270981e-08
1961,1.114484755149192e-06,3.196153386397782e-08
1962,1.201800706951417e-06,3.361236844412474e-08
1963,1.0649590045375135e-06,4.332255798544793e-08
1964,1.0519181472545824e-06,2.5552667537454e-08
1965,1.0095920135455572e-06,3.228505462971043e-08
1966,1.2213659452697812e-06,3.268053982985464e-08
1967,1.1714477565760717e-06,2.4651678420806178e-08
1968,1.0896175268726438e-06,2.1558795637588446e-08
1969,1.026437246309797e-06,2.4979668528102295e-08
1970,1.0374723284911624e-06,1.7935027685211935e-08
1971,1.0117504594120419e-06,1.7470551227916076e-08
1972,8.741770134435001e-07,2.4111690422046195e-08
1973,8.942416513946227e-07,2.2604135674342274e-08
1974,8.877152168906832e-07,2.3627401424253236e-08
1975,9.70951658629815e-07,1.9419033492340532e-08
1976,8.536009232784636e-07,1.6569227712093237e-08
1977,8.515456713098501e-07,1.939338006851088e-08
1978,9.421777864559999e-07,1.3069301196821925e-08
1979,1.0071246183684934e-06,2.984506408676424e-08
1980,1.003997621040753e-06,2.4446148327861295e-08
1981,1.0532039791399939e-06,2.213942412732095e-08
1982,9.77681628100413e-07,2.545075850068912e-08
1983,9.466658710266529e-07,1.3893695416378193e-08
1984,9.30740849724998e-07,1.5077421977593986e-08
1985,9.101539077960297e-07,1.7445119127046382e-08
1986,9.86692295867897e-07,1.2588419195935785e-08
1987,9.48398760414193e-07,2.2610023020508407e-08
1988,9.582493252224822e-07,1.619069495140124e-08
1989,9.71397639659699e-07,2.030605161795762e-08
1990,8.777776834278939e-07,1.961514328741032e-08
1991,8.973903415920859e-07,2.0515127652220855e-08
1992,9.76913126393697e-07,1.8182815253453555e-08
1993,1.0795915734718164e-06,1.4955860550003308e-08
1994,9.927412154553394e-07,1.6879765141197822e-08
1995,1.0356881503525983e-06,2.22320488130201e-08
1996,8.967995022146624e-07,2.7224270837677977e-08
1997,1.0107637535838876e-06,1.1987236092636522e-08
1998,1.0299159232118882e-06,1.0489884183506604e-08
1999,9.442035828755024e-07,1.462464363499727e-08
2000,9.569456302926937e-07,1.6346716091852898e-08
2001,9.93220705680642e-07,1.4896119893137438e-08
2002,1.1045059320480277e-06,1.0953053575235572e-08
2003,1.1413201423948749e-06,7.500461585152607e-09
2004,1.0584713354688802e-06,1.3214373595360485e-08
2005,1.073693919551033e-06,1.5763123362155795e-08
2006,1.1727750148793348e-06,1.4824403926638752e-08
2007,1.259858786184509e-06,2.117074054952539e-08
2008,1.2951131349581146e-06,2.6396126173722223e-08
2009,1.2797828476962536e-06,2.336414262060771e-08
2010,1.752999562398827e-06,2.8342758917609956e-08
2011,1.8320650028158525e-06,3.365095396778983e-08
2012,2.232168430538195e-06,4.936166586588797e-08
2013,2.3213887203610284e-06,5.327228880247503e-08
2014,2.7306262779802637e-06,4.807288145336486e-08
2015,2.451310704643106e-06,6.05125096697634e-08
2016,2.342685627709784e-06,6.649001793590514e-08
2017,2.3568763563019957e-06,3.622480149179097e-08
2018,2.7683648804455174e-06,5.4210799960152656e-08
2019,2.5048149447925994e-06,4.4897383311148786e-08
