year,ton_DET ombre_NOUN,ton_DET sombre_ADJ
1888,9.130485345565376e-08,4.4384300679212174e-09
1889,9.585659527244772e-08,4.385595886446936e-09
1890,9.70049208182111e-08,3.9326319978272295e-09
1891,9.24261941426252e-08,3.1871101313640793e-09
1892,1.0907211223099011e-07,3.761107425503951e-09
1893,8.129109851928717e-08,8.005941687372342e-09
1894,9.893416397233068e-08,7.561847148451761e-09
1895,1.167611225483256e-07,2.4074457982692365e-09
1896,8.25584047792205e-08,2.358811590497112e-09
1897,1.3401441445459739e-07,2.330685422435863e-09
1898,9.053367944211743e-08,0.0
1899,1.0281295814706937e-07,6.633094074004475e-09
1900,1.1576048475347989e-07,5.71015834616162e-09
1901,7.433022464198302e-08,4.470991132876634e-09
1902,8.789408401099763e-08,7.856454153909453e-09
1903,1.1772480057459234e-07,3.2401321625741275e-09
1904,9.781817578158325e-08,9.13686282189019e-09
1905,1.1508492336886889e-07,8.773290538499623e-09
1906,1.2963344864225235e-07,6.173021205313489e-09
1907,1.3268535781207902e-07,5.65712765521198e-09
1908,1.3899231499081566e-07,1.3751889405000384e-08
1909,1.7108058436576812e-07,1.0451868703853506e-08
1910,1.3894791794921701e-07,7.481810726517324e-09
1911,1.553549298094481e-07,2.6601871816467337e-09
1912,1.8232974596799068e-07,5.209421061191932e-09
1913,1.617411853338524e-07,2.121195885607108e-09
1914,1.3259552267275154e-07,4.68772043404897e-09
1915,7.539687629787295e-08,1.1780761921542648e-09
1916,1.2415832273404703e-07,3.2962386153911893e-09
1917,1.4695008943022003e-07,0.0
1918,1.4817424887070274e-07,2.2972752589112133e-09
1919,1.5192949920361798e-07,2.762354567309444e-09
1920,1.65831874454625e-07,9.843901693784574e-09
1921,1.6205679642666837e-07,4.543648568500203e-09
1922,2.036310247088835e-07,8.853522359686394e-09
1923,2.611523353124312e-07,1.5923921736771263e-08
1924,2.3978421159753793e-07,1.5469948877466777e-08
1925,2.1996355847875293e-07,2.1996355847875293e-09
1926,1.7053592316074173e-07,1.0031524944054127e-08
1927,1.4159515837608438e-07,3.3447675740205796e-09
1928,1.371125016857988e-07,5.713020501119104e-09
1929,1.8381670252587412e-07,1.1140405931087116e-08
1930,1.36546844053953e-07,8.402882833991043e-09
1931,1.4256696090342302e-07,9.124285327288817e-09
1932,1.0959536844712403e-07,7.6716757391182e-09
1933,1.250302188449126e-07,1.0323596200123575e-08
1934,1.341936997079074e-07,1.1981580172459871e-09
1935,1.4720990204608597e-07,1.0771455727365264e-08
1936,1.3700927414816988e-07,3.6374143697059935e-09
1937,1.2591117903859583e-07,5.0364472592434595e-09
1938,1.555825768218e-07,9.075650453382877e-09
1939,1.9423443831101395e-07,1.5294050470515685e-09
1940,1.0396709937410265e-07,0.0
1941,1.977506767225634e-07,5.9030051957620344e-09
1942,2.7611327446663836e-07,3.034211770724937e-09
1943,2.9903323461866194e-07,8.709705845433291e-09
1944,3.116790452395435e-07,3.2131861615880553e-09
1945,1.9824386976452502e-07,4.357008265287732e-08
1946,2.450114369167977e-07,2.0881657292193267e-08
1947,1.800051512290679e-07,1.1920870957027319e-09
1948,2.1091462998334976e-07,8.697510267552389e-09
1949,1.7670615592990657e-07,3.9268033269479474e-09
1950,1.7867407464677854e-07,9.571825110299415e-09
1951,1.4499506417742225e-07,5.330700991734716e-09
1952,1.9191542754981583e-07,1.0544803918932644e-09
1953,1.6160741012072322e-07,6.464296653518886e-09
1954,1.7199663004952015e-07,3.9090144454689835e-09
1955,1.8583503758051734e-07,3.754243138587299e-09
1956,1.752949498889933e-07,1.744228317335228e-09
1957,1.6521519941026241e-07,4.417518795207798e-09
1958,1.7619878445174209e-07,3.3088973783179654e-09
1959,1.720666038540486e-07,2.325224457422337e-09
1960,1.8755458874863962e-07,1.3841666701708277e-09
1961,1.8412622004859713e-07,2.08444772553662e-09
1962,1.9533226131018822e-07,4.43936931660005e-09
1963,2.4571002377182793e-07,1.2932106496776896e-09
1964,1.8616942998317398e-07,9.734349326606662e-09
1965,1.8714388139162708e-07,3.2832261354087677e-09
1966,1.733730431441316e-07,2.215629901769489e-09
1967,2.406003782873256e-07,6.902469706915326e-09
1968,3.2742422373388536e-07,8.98283178396575e-09
1969,1.839411852833095e-07,3.1792304344691047e-09
1970,1.9406619378159462e-07,3.6789800095249348e-09
1971,2.0759126329039645e-07,6.679916730867319e-09
1972,1.913544838139103e-07,2.565073486948677e-09
1973,1.8138440860404614e-07,5.513203671370093e-09
1974,1.4401463227509126e-07,7.313243344242437e-09
1975,1.679175212210282e-07,7.4249242310031605e-09
1976,1.3655329844652897e-07,2.856763492431469e-09
1977,1.492702610406127e-07,2.3507127355770763e-09
1978,2.019801099706342e-07,7.128709400561206e-09
1979,1.5800327790582713e-07,1.7555920051037788e-09
1980,1.500879749372075e-07,3.411090521154847e-09
1981,1.7015728964731025e-07,2.5302198669585607e-09
1982,1.8374207488847105e-07,3.1037510339615437e-09
1983,2.027216442490598e-07,6.315316158911344e-09
1984,1.8672807622355236e-07,4.639206796497319e-09
1985,1.6121695767257194e-07,3.6093347199894765e-09
1986,1.8043401711631546e-07,1.1988970927134801e-09
1987,1.4177095303269382e-07,1.8332451112712533e-09
1988,1.5531074198937844e-07,2.99827696004229e-09
1989,1.5256979291056183e-07,2.7440609784434855e-09
1990,1.44389246559129e-07,3.814055737905164e-09
1991,1.6001800240417197e-07,1.1722930404189924e-09
1992,1.5758440202739976e-07,3.30596661157756e-09
1993,1.3681841792845262e-07,1.661762283333701e-09
1994,1.5561033517297318e-07,3.164955852952289e-09
1995,1.5182861701212857e-07,1.0844901643380922e-09
1996,1.7081894521098206e-07,1.067618438099771e-09
1997,1.639853944856995e-07,2.8769365778558154e-09
1998,1.830961631199557e-07,4.768129224785866e-10
1999,1.6178512476927587e-07,1.3710603763428253e-09
2000,1.453532387785117e-07,3.092622158362701e-09
2001,1.6648605138946948e-07,2.6287270138425356e-09
2002,1.7042951383494653e-07,2.6287327870022636e-09
2003,1.8417798841596777e-07,2.0834614589126943e-09
2004,1.418342815695528e-07,1.3214374039449694e-09
2005,1.4276885540454032e-07,2.702249757291497e-09
2006,1.5977412726186913e-07,3.706100981659688e-09
2007,1.781537898593033e-07,1.997239706952314e-09
2008,1.690203568216475e-07,4.257439734089985e-09
2009,1.8214495134394326e-07,1.907277002999308e-09
2010,1.8517268118856123e-07,9.447586046817946e-10
2011,1.8240346466580348e-07,1.529588788962144e-09
2012,2.869785138415182e-07,5.446804340891731e-09
2013,2.4209605320457683e-07,8.367375237128272e-09
2014,2.6353468707274175e-07,4.114345711347944e-09
2015,2.6997888613600196e-07,2.21657536769726e-09
2016,2.833593291673431e-07,7.45682449121432e-09
2017,2.716860318940917e-07,4.52810025586281e-09
2018,2.3852752539799127e-07,8.518840410864925e-09
2019,2.68874101205796e-07,5.101975619759003e-09
