year,son_DET avant_NOUN,son_DET savant_ADJ
1990,5.377818688145908e-07,1.3076762783725826e-08
1991,6.201430018393239e-07,1.0550637696837839e-08
1992,6.193177526370164e-07,1.2672871640972971e-08
1993,6.170677124828217e-07,1.4955859939380645e-08
1994,6.219138324325968e-07,2.3737170451454404e-08
1995,6.046032563489234e-07,2.277429267394382e-08
1996,5.402149243494136e-07,1.8149513669740713e-08
1997,6.214183336794576e-07,1.5823151788829648e-08
1998,6.403597634374592e-07,1.621164003040576e-08
1999,6.192622405976067e-07,1.828080442578539e-08
2000,6.313366895938088e-07,1.0603275590881367e-08
2001,6.124933893403295e-07,9.638666031985821e-09
2002,6.764606066411716e-07,9.200564754507923e-09
2003,5.746186673150078e-07,1.583430631058036e-08
2004,6.796592835200954e-07,1.3214373595360485e-08
2005,6.737609439255721e-07,1.2610498534293413e-08
2006,6.802753880208456e-07,1.1118302278845249e-08
2007,7.222019053898521e-07,1.3181782443361101e-08
2008,7.744283010424624e-07,1.4049550856043425e-08
2009,7.137983946137183e-07,7.629108011997232e-09
2010,9.58457622601827e-07,9.919965127114239e-09
2011,1.0450914942339296e-06,6.883149605840799e-09
2012,1.197956558840474e-06,1.055318302189967e-08
2013,1.2813240584108598e-06,7.251725053780689e-09
2014,1.3648800507581882e-06,9.961047500728348e-09
2015,1.3824780351612276e-06,1.6624314730373513e-08
2016,1.5284417642646986e-06,3.086296773702202e-08
2017,1.5433275688536696e-06,6.792150841761213e-09
2018,1.6916351022189247e-06,1.0842160058643913e-08
2019,1.6221730589904837e-06,1.4030432538003623e-08
