year,un_DET oeil_NOUN,un_DET seuil_NOUN
1969,3.2882327161143365e-07,1.7381306633978966e-06
1970,4.2354257878685075e-07,1.786144796511735e-06
1971,3.9257356210242733e-07,2.0235009685620753e-06
1972,3.7244865858099274e-07,1.964846141788712e-06
1973,5.165872194456966e-07,2.2455278667621315e-06
1974,4.697352298244084e-07,2.2474157930219008e-06
1975,5.414483257304425e-07,2.270884476018864e-06
1976,5.627823767007101e-07,2.3414033165636283e-06
1977,5.5770658535792e-07,2.284892730131105e-06
1978,5.702967973419959e-07,2.202771305803708e-06
1979,6.431318473332226e-07,2.2173126197344573e-06
1980,6.930198805932264e-07,2.4463203445179715e-06
1981,6.799965590609247e-07,2.368918234907369e-06
1982,6.691687629567511e-07,2.362575315828508e-06
1983,6.978424451631327e-07,2.4692884963428696e-06
1984,7.672088324639503e-07,2.539385931754623e-06
1985,7.639758994315571e-07,2.5614247221028563e-06
1986,7.810814461883808e-07,2.4949047734423857e-06
1987,7.711851002234482e-07,2.554932450493652e-06
1988,8.928868568958137e-07,2.6462791069548075e-06
1989,8.20474268081739e-07,2.558013683540139e-06
1990,8.483549498450316e-07,2.5347124221752892e-06
1991,9.067686574937284e-07,2.537428365201322e-06
1992,8.617552911260873e-07,2.600693612464511e-06
1993,9.184005649309768e-07,2.613951934904435e-06
1994,9.705864676412546e-07,2.7186971820469807e-06
1995,1.0064068654003222e-06,2.375033368196e-06
1996,1.0505365315438553e-06,2.6290102894677148e-06
1997,1.087482088379943e-06,2.5518428543591654e-06
1998,8.272704219436378e-07,2.6467885021475013e-06
1999,7.248339299881223e-07,2.5510863395084016e-06
2000,7.249989516511235e-07,2.6786524998101413e-06
2001,7.461203903602609e-07,2.723361305356775e-06
2002,7.509413508799412e-07,2.7597315011007595e-06
2003,6.862922035111296e-07,2.8022557003737347e-06
2004,5.580870736654475e-07,2.960019692466176e-06
2005,6.498910747332332e-07,2.8454690479406963e-06
2006,7.193953415196574e-07,2.6012710989675725e-06
2007,5.112933536555175e-07,2.644345400426573e-06
2008,6.833190466792871e-07,2.529770604553505e-06
2009,5.211634195312342e-07,2.603433095771379e-06
2010,3.703453637093901e-07,2.365675548787749e-06
2011,2.768555717735932e-07,2.241612470754717e-06
2012,3.724252604642153e-07,2.1351473904474005e-06
2013,5.090153002429432e-07,1.93258479441738e-06
2014,5.524050900040933e-07,1.6624122523012375e-06
2015,3.2229007335127235e-07,1.725160622356725e-06
2016,1.808279802006929e-07,1.4903291969403654e-06
2017,2.3646745878069808e-07,1.8326228889975482e-06
2018,5.240377589643685e-07,1.6668530378183277e-06
2019,5.050955644847477e-07,1.516817356161937e-06
