year,son_DET antre_NOUN,son_DET centre_NOUN
1885,1.8627886971822605e-07,3.800346700444379e-06
1886,1.794063018145664e-07,3.692672009947273e-06
1887,1.4494212052795774e-07,3.4929747343426243e-06
1888,1.6739223296369232e-07,3.2165938819161966e-06
1889,1.5036327560835616e-07,3.306739117192592e-06
1890,1.1535720290112295e-07,3.316519570972787e-06
1891,1.1409854161481547e-07,4.112646738718695e-06
1892,1.1346007133816727e-07,3.3455051635655764e-06
1893,9.36079303515136e-08,3.4148420198221174e-06
1894,1.4619571242491247e-07,3.574233026881757e-06
1895,1.257890465122813e-07,3.360192444290533e-06
1896,9.199365536005644e-08,3.5016558683764742e-06
1897,1.3517975439025776e-07,3.193038971005535e-06
1898,9.902121289595556e-08,3.1873514210190024e-06
1899,1.1331536065029013e-07,3.010871978403884e-06
1900,8.928611505698569e-08,3.184711097503623e-06
1901,1.1959901558000752e-07,2.967620396532311e-06
1902,1.0458904853294371e-07,5.5162127452490495e-06
1903,9.774398579409649e-08,2.948520229750784e-06
1904,1.0480518941591299e-07,3.2935702520831e-06
1905,1.4966201522526035e-07,2.9550506788211806e-06
1906,1.538111229493211e-07,3.160072616026355e-06
1907,1.208568203292515e-07,2.9895349626940515e-06
1908,1.4488597788187008e-07,3.0440790368402304e-06
1909,1.3587430092165675e-07,2.9364251261654317e-06
1910,1.6032452143655007e-07,3.083575023765661e-06
1911,1.5961121935248457e-07,3.296503813032814e-06
1912,1.6253393714249498e-07,3.1954589090332775e-06
1913,1.1666577282021251e-07,3.441640224366438e-06
1914,1.3929226438946785e-07,3.1508179390016267e-06
1915,1.4254721836248763e-07,3.3634075577992917e-06
1916,1.373432780837902e-07,3.184166487812945e-06
1917,1.3488701711139583e-07,2.863333442348903e-06
1918,1.2290422812810675e-07,3.4470614451720394e-06
1919,1.1417731748952775e-07,3.1536880200633277e-06
1920,1.1964126178654055e-07,3.271961368511711e-06
1921,1.0601846711644214e-07,3.6455206071650537e-06
1922,1.0698006480680533e-07,2.9924906570499843e-06
1923,1.2845296870622747e-07,2.9565416141963397e-06
1924,1.2375960156685295e-07,2.8232657101057157e-06
1925,1.979671964136287e-07,2.7946371190523678e-06
1926,1.1926368126413678e-07,2.556924087571133e-06
1927,1.6946821823626834e-07,2.4394504265501382e-06
1928,1.302568715111363e-07,2.595996534182632e-06
1929,1.7267630370021436e-07,2.6993205608505377e-06
1930,1.3654684605235445e-07,2.9410089652515126e-06
1931,9.238338805062085e-08,2.7863286362617146e-06
1932,1.0192368737893531e-07,2.5426125489502738e-06
1933,8.25887696009886e-08,2.798841613582681e-06
1934,1.2460843201722582e-07,2.6682979239467386e-06
1935,1.3763526851562347e-07,2.6856828583277093e-06
1936,1.4185916619169348e-07,2.645612767082639e-06
1937,1.3346584637474734e-07,2.3797212733711604e-06
1938,1.2965214102322875e-07,2.718805376389355e-06
1939,1.0399953964679298e-07,2.6642234800533515e-06
1940,1.2171757646228798e-07,2.76146754885076e-06
1941,1.2986610897769424e-07,2.60027375276195e-06
1942,1.2440268903901597e-07,2.7459616305236523e-06
1943,1.6548440839869727e-07,2.9148481743845878e-06
1944,1.5101974781828176e-07,2.93042571541946e-06
1945,1.5031677946808486e-07,2.9126599940809683e-06
1946,1.3225049233511754e-07,2.6171675173713993e-06
1947,1.5497132710429184e-07,2.843127816731794e-06
1948,1.489448651081915e-07,2.859306505342829e-06
1949,1.197675021380462e-07,2.768396313967969e-06
1950,1.5527628161038365e-07,2.648204926458675e-06
1951,1.2260612280989847e-07,2.495834117155482e-06
1952,1.1072044148185967e-07,2.967307842993705e-06
1953,1.1958948675783176e-07,2.734397455128601e-06
1954,1.2313395969520968e-07,2.5125190177277545e-06
1955,1.3139850407739573e-07,2.6289088452813303e-06
1956,1.2384020742217672e-07,2.414884214374524e-06
1957,1.2810804222995742e-07,2.4985486568596116e-06
1958,1.2904699159266286e-07,2.4320395333177203e-06
1959,1.1626121443342186e-07,2.4228837816053783e-06
1960,1.2319083242395834e-07,2.449282867189595e-06
1961,1.1117054721232478e-07,2.5082855756863864e-06
1962,1.477675852790128e-07,2.366183878166339e-06
1963,1.4419298977053074e-07,2.4098980802023107e-06
1964,1.6426714521955432e-07,2.361188137456338e-06
1965,1.3297064782591406e-07,2.479930024890109e-06
1966,1.5675581543916906e-07,2.524710367879379e-06
1967,1.577707333666467e-07,2.4055107417098043e-06
1968,1.5495384819708136e-07,2.504862635532845e-06
1969,1.2853174613525198e-07,2.072404107877901e-06
1970,1.094496525633204e-07,2.1121943660773468e-06
1971,1.3257065878402585e-07,2.3446507455560095e-06
1972,1.6211264708410056e-07,2.209041191747474e-06
1973,1.3507349827523996e-07,2.1749588086095173e-06
1974,1.2263746862473113e-07,2.1754084826852704e-06
1975,1.1480075423619951e-07,2.1686489475314374e-06
1976,1.1998406534985406e-07,2.1162904602078925e-06
1977,1.1577260572437353e-07,2.1326841803670504e-06
1978,1.2653459557920854e-07,2.288909868752853e-06
1979,1.2932861759296088e-07,2.2044383776176346e-06
1980,1.353065892661931e-07,2.4525739590330886e-06
1981,1.5750618986842824e-07,2.279727958409694e-06
1982,1.4215179666710043e-07,2.2570478108718817e-06
1983,1.3577928825725394e-07,2.2526732053052e-06
1984,1.5657323015894065e-07,2.413547321111764e-06
1985,1.8467763140961324e-07,2.25583423940634e-06
1986,1.6364945176761125e-07,2.226351881517985e-06
1987,1.4788176594393576e-07,2.3434983233983075e-06
1988,1.8829179238011307e-07,2.2199242195597435e-06
1989,1.3994711878240196e-07,2.246288332230506e-06
1990,1.4329952296998627e-07,2.2769912675357773e-06
1991,2.303555843852223e-07,2.161708465564516e-06
1992,1.5978837808461321e-07,2.418314394958543e-06
1993,1.6617622300429957e-07,2.5325256487462866e-06
1994,1.904248558837196e-07,2.4565332310544363e-06
1995,2.0822211044269068e-07,2.3603927559179283e-06
1996,1.7455562151269532e-07,2.4282981812007165e-06
1997,1.8891884145944005e-07,2.466014272783923e-06
1998,1.8261934897623178e-07,2.4136270440067165e-06
1999,1.7732381155100008e-07,2.331259629784199e-06
2000,1.9704419851329646e-07,2.395456760950765e-06
2001,1.818202874925845e-07,2.486775770194072e-06
2002,1.9189749966841418e-07,2.441216601312135e-06
2003,2.26263907610047e-07,2.382229737918351e-06
2004,1.9953704005759576e-07,2.3755039535444666e-06
2005,1.9906573700545493e-07,2.432024693632684e-06
2006,2.1742458855555924e-07,2.5782109673855302e-06
2007,2.500544051819986e-07,2.5704476414034616e-06
2008,2.5033744499580735e-07,2.887821267449908e-06
2009,2.9372066823185605e-07,2.8494718691263188e-06
2010,4.22779463438161e-07,3.003860093997446e-06
2011,4.707309519957903e-07,3.4981695193891937e-06
2012,5.954037956001912e-07,3.4096995165100452e-06
2013,5.87947544872236e-07,2.906268264268874e-06
2014,6.444364757385301e-07,2.8988815330421858e-06
2015,6.583229170686877e-07,3.084142896625508e-06
2016,6.027599361857483e-07,3.0647546225281985e-06
2017,7.066352427642641e-07,3.082126994513601e-06
2018,7.780540851598516e-07,3.2358684762812118e-06
2019,7.293273984743109e-07,3.18006138400051e-06
