year,un_DET an_NOUN,un_DET sang_NOUN
1944,2.7986850682282238e-05,3.0718058638967705e-06
1945,3.248585267101589e-05,2.3222852405524463e-06
1946,3.4439420687704114e-05,1.928072919099577e-06
1947,3.399951697247161e-05,1.5234873487202094e-06
1948,3.223406042707211e-05,1.6068650126044304e-06
1949,3.7681603089367854e-05,1.344930119273613e-06
1950,3.373749405000126e-05,1.6601799401883e-06
1951,3.472205412435869e-05,1.4254294526949707e-06
1952,3.4287483686057385e-05,1.4214395278600023e-06
1953,3.339670911373105e-05,1.3478057496740803e-06
1954,3.455275441410777e-05,1.2674979572580014e-06
1955,3.4060369443977834e-05,1.334633459748602e-06
1956,3.4037741670545074e-05,1.4991642096617852e-06
1957,3.2210781228059204e-05,1.183895001588553e-06
1958,3.4995727673958754e-05,1.294606072121951e-06
1959,3.4730324614429264e-05,1.1781136208810494e-06
1960,3.3031753218892845e-05,1.288659127851588e-06
1961,3.346511289237242e-05,1.2590064564221848e-06
1962,3.380896851012949e-05,1.2455602131922205e-06
1963,3.2984630479404586e-05,1.290624283001307e-06
1964,3.346000085002743e-05,1.2040173089644668e-06
1965,3.155125500597933e-05,1.1442042975318145e-06
1966,3.1017710170999635e-05,1.260693409221858e-06
1967,3.258557444496546e-05,1.2942131348836483e-06
1968,3.295037345196761e-05,1.481718037155133e-06
1969,3.405546226531442e-05,1.0986512037902685e-06
1970,3.4959509093823726e-05,1.1510608253217924e-06
1971,3.5074702282145154e-05,1.130447415675917e-06
1972,3.7289497413439676e-05,1.0337245512914706e-06
1973,3.58964714450849e-05,9.774910267879022e-07
1974,3.6983632071496686e-05,9.878503561822072e-07
1975,3.883178214891814e-05,8.81852535883354e-07
1976,3.787497053053812e-05,8.833112659090148e-07
1977,3.567441490304191e-05,8.68000658016399e-07
1978,3.426236071391031e-05,1.072276738511846e-06
1979,3.388175377949665e-05,1.0094654179226836e-06
1980,3.336160034450586e-05,9.76708911082369e-07
1981,3.475003813946387e-05,9.82990421505292e-07
1982,3.5889295759261586e-05,9.832683858235214e-07
1983,3.4388789117656415e-05,9.340352633557814e-07
1984,3.530842423060676e-05,9.869912531712544e-07
1985,3.640435079432791e-05,9.552706359272634e-07
1986,3.707829205268354e-05,1.073012874996948e-06
1987,3.676084224935039e-05,1.0913919084032386e-06
1988,3.607107009884203e-05,9.696427341054914e-07
1989,3.7536011177508044e-05,9.812762513661255e-07
1990,3.68007331417175e-05,9.671355769569345e-07
1991,3.602749620768009e-05,1.0304455990706174e-06
1992,3.53181894752197e-05,9.89034965925839e-07
1993,3.5620427297544666e-05,9.793318795914274e-07
1994,3.597605473260046e-05,9.246946106600262e-07
1995,3.59530176865519e-05,1.0210475167582445e-06
1996,3.502535923871619e-05,9.971556451660035e-07
1997,3.434247196310025e-05,8.587655848657505e-07
1998,3.603132336138515e-05,9.340765245724469e-07
1999,3.485235288280819e-05,9.789371127055801e-07
2000,3.479111410342739e-05,9.079054805738451e-07
2001,3.466677685537434e-05,8.666036777071895e-07
2002,3.388305344742548e-05,9.489725627531698e-07
2003,3.433836036492721e-05,9.071390962844816e-07
2004,3.465205395514204e-05,1.06199517801997e-06
2005,3.312913099762227e-05,9.81367044516901e-07
2006,3.3422030128349434e-05,9.458793392980169e-07
2007,3.3511286574139376e-05,1.0034132316150135e-06
2008,3.3643991400822415e-05,1.0882015857305305e-06
2009,3.152204362777411e-05,1.1319689221522822e-06
2010,3.162768462061649e-05,1.273062181894602e-06
2011,3.0130988079690724e-05,1.2642051316902325e-06
2012,3.136644363621599e-05,1.585700886153063e-06
2013,3.1708446840639226e-05,1.7217268322156087e-06
2014,3.334828943479806e-05,1.850806043535158e-06
2015,3.197853266101447e-05,2.0055574339039595e-06
2016,3.05854066482425e-05,2.101581642932615e-06
2017,3.302997720311396e-05,1.6353989877870845e-06
2018,3.129615288344212e-05,1.91183421804908e-06
2019,3.147714801343682e-05,1.8984451060077845e-06
