year,en_ADP herbes_NOUN
1920,2.0445025228355007e-08
1921,3.256281250196835e-08
1922,4.721878710256533e-08
1923,2.9724654737606215e-08
1924,5.672314884463958e-08
1925,5.49908882874206e-08
1926,3.232380052509143e-08
1927,3.4562596340492746e-08
1928,4.227635130860108e-08
1929,3.8991423423340166e-08
1930,4.621585603103995e-08
1931,4.676196141417677e-08
1932,3.287861005674131e-08
1933,4.473558234963093e-08
1934,3.1152108448395666e-08
1935,3.111753699158726e-08
1936,5.8198629915295896e-08
1937,5.288269544490021e-08
1938,7.908780597087883e-08
1939,4.5882153187903896e-08
1940,2.5357829169792012e-08
1941,6.493305448884712e-08
1942,6.068423630267716e-08
1943,6.967764698551093e-08
1944,2.5705489292704442e-08
1945,4.1391576388605245e-08
1946,4.1763314584386535e-08
1947,4.4107220986688844e-08
1948,5.327225038875838e-08
1949,5.595694652082983e-08
1950,3.93508372553697e-08
1951,4.051332780363737e-08
1952,6.748674508116892e-08
1953,3.663101466599983e-08
1954,4.202190395652394e-08
1955,4.5050917663047585e-08
1956,4.7094163679872736e-08
1957,5.035971506472947e-08
1958,3.5570646705895825e-08
1959,2.8677767716089875e-08
1960,4.429333344546649e-08
1961,3.682524507553353e-08
1962,3.361236977639237e-08
1963,5.108181966306802e-08
1964,2.251068309533366e-08
1965,2.7360217202954118e-08
1966,3.15727252120368e-08
1967,4.338695447358987e-08
1968,3.368561962702188e-08
1969,4.632593017528386e-08
1970,3.081145649730388e-08
1971,2.928886644326667e-08
1972,3.796308689629768e-08
1973,3.9695066789136035e-08
1974,4.219178606490459e-08
1975,3.084199207137317e-08
1976,4.9707683302813166e-08
1977,3.526069036752233e-08
1978,3.5049488644745e-08
1979,3.920822067016161e-08
1980,3.752199451145799e-08
1981,3.795329561739891e-08
1982,2.4830008826803862e-08
1983,3.031351525351056e-08
1984,4.523226648789347e-08
1985,2.707001200974446e-08
1986,4.076250009754645e-08
1987,3.422057376356591e-08
1988,3.2981045450242163e-08
1989,4.061210256978143e-08
1990,3.8140555214116745e-08
1991,3.106576684785978e-08
1992,2.1488782808720686e-08
1993,3.37891670199042e-08
1994,2.7429617688312646e-08
1995,2.2774293895189146e-08
1996,3.202855225481471e-08
1997,3.452324137676044e-08
1998,3.290009298329011e-08
1999,2.833524703760304e-08
2000,3.5786053342867774e-08
2001,2.4534786646768225e-08
2002,2.7163572446919915e-08
2003,2.416815370054337e-08
2004,2.642874719072097e-08
2005,3.107587176476301e-08
2006,2.7178073125355695e-08
2007,2.9559148378988098e-08
2008,3.448526086913262e-08
2009,4.196009473211859e-08
2010,4.440365586333428e-08
2011,4.7799648683621854e-08
2012,4.663826372319768e-08
2013,4.0442311832755706e-08
2014,4.374199394363565e-08
2015,4.4331508075590165e-08
2016,4.743368720028229e-08
2017,4.804817638204284e-08
2018,4.9822308056945985e-08
2019,4.3876990929447857e-08
