year,en_ADP ailes_NOUN,en_ADP sel_NOUN
2008,5.704969296971285e-08,3.0866436873111525e-07
2009,6.103286409597786e-08,3.3329666848658235e-07
2010,7.227403386877995e-08,3.330274012114387e-07
2011,7.533224533062821e-08,4.990283173356147e-07
2012,9.123397148869117e-08,5.058719807493617e-07
2013,7.80955033974351e-08,3.617495281105221e-07
2014,7.600712592648051e-08,3.629286027262424e-07
2015,7.226035592111657e-08,3.7881272874074057e-07
2016,8.078226443331005e-08,4.4160969991935417e-07
2017,5.509188838459522e-08,3.9696345766060404e-07
2018,5.627597587931632e-08,3.9935289919412753e-07
2019,5.255034807305492e-08,6.61981346183893e-07
