year,mon_DET air_NOUN,mon_DET cerf_NOUN
1854,1.4028293637835532e-07,1.3508728025080075e-08
1855,1.9582598653755667e-07,2.1227748447927297e-09
1856,1.4651444857349816e-07,4.1417513307884235e-09
1857,2.030707815237065e-07,2.0502338049510627e-08
1858,1.8987463690223194e-07,2.1042807274440634e-08
1859,1.899380608350043e-07,4.582956236731661e-09
1860,2.0917730836345072e-07,9.15436793036406e-09
1861,1.2780261826605965e-07,1.0846716413936974e-08
1862,1.7846046151959172e-07,1.671655003310235e-08
1863,1.8030581472316953e-07,1.2986014485960595e-08
1864,1.706923171695962e-07,1.246629299789248e-08
1865,1.925099297750421e-07,8.47232023426514e-09
1866,1.552130566295773e-07,2.919367692033603e-09
1867,1.3684928390489404e-07,2.1837651686951176e-08
1868,1.724016076565249e-07,4.939874176379533e-09
1869,2.0852626825274e-07,1.709231645108389e-08
1870,1.6342038833272454e-07,3.4404292748035914e-09
1871,1.5188284052669587e-07,4.248470908407853e-09
1872,2.3161310114261369e-07,3.628403577593531e-09
1873,1.5803051933716006e-07,2.9930022904522957e-09
1874,1.6728906082619233e-07,5.974609140757536e-10
1875,1.624913661402161e-07,2.8607636259891933e-09
1876,2.569556318832156e-07,1.813804395567331e-08
1877,1.7131939955561393e-07,0.0
1878,1.358794881056724e-07,8.454723920969798e-09
1879,1.3868168480257737e-07,4.27652757650776e-09
1880,1.854757591956968e-07,5.776061406947974e-09
1881,1.3875289717191208e-07,1.3945015586713794e-08
1882,1.6239140165907884e-07,1.4641847512208983e-08
1883,1.6809441660825541e-07,1.8958017378167824e-09
1884,1.0760765789541438e-07,1.0562715146988921e-08
1885,1.1150949896787665e-07,7.734762830224895e-09
1886,1.1358096596580936e-07,1.097088864199236e-08
1887,1.3776030716172727e-07,7.83470954779375e-09
1888,1.2871447729878582e-07,8.876860579931645e-09
1889,1.1089292373256399e-07,1.0650732740202784e-08
1890,1.0749193646297783e-07,6.5543866445416654e-09
1891,1.332212002935762e-07,2.5496880162734215e-09
1892,1.2537025106951205e-07,1.1283322054467249e-08
1893,1.4287526561851394e-07,2.463366621796581e-09
1894,1.1216739892461192e-07,1.1972924873759894e-08
1895,1.0472389000426574e-07,2.347259631108045e-08
1896,1.4624632260762382e-07,8.845543353341867e-09
1897,1.1478626049665763e-07,1.2236098356765979e-08
1898,9.902120945426418e-08,3.3950129374460403e-09
1899,9.452159055456377e-08,2.7637891975018647e-09
1900,1.1627959217719308e-07,6.7483690857628176e-09
1901,9.109644327764954e-08,3.912117296778206e-09
1902,1.0016979423710382e-07,7.856454375954058e-09
1903,1.1988489134751035e-07,4.320176216765503e-09
1904,1.0158041874319679e-07,2.6873125946735854e-09
1905,8.566860154601841e-08,2.0643036169332163e-09
1906,7.098974830199722e-08,2.0576737536082135e-09
1907,1.1777111375010918e-07,5.657127544189677e-09
1908,1.1738220173640457e-07,3.437972351250096e-09
1909,1.1827114576590247e-07,1.3752458449811655e-08
1910,1.3093168682587475e-07,9.085055929780594e-09
1911,1.5961122468155509e-07,3.7242617878519013e-09
1912,1.3023552636326485e-07,5.730363294986773e-09
1913,1.5961999189073595e-07,2.651494912520036e-09
1914,1.4732836106645664e-07,5.357395083116501e-09
1915,8.482148650124088e-08,2.3561523843085297e-09
1916,1.1317085935047544e-07,1.0987462051303964e-09
1917,9.979446535801628e-08,0.0
1918,1.0108011139209339e-07,0.0
1919,1.519294960949935e-07,9.207848372660976e-10
1920,1.1055458104536342e-07,2.2716695191604686e-09
1921,1.15105757814149e-07,1.1359120866138994e-08
1922,1.7190590106963555e-07,7.377935484775833e-10
1923,1.7940952456996229e-07,5.307974060286824e-09
1924,1.4438619144740983e-07,3.867487219366694e-09
1925,1.6827212601100427e-07,1.0998177923937646e-09
1926,1.6942130898200958e-07,7.802296808634424e-09
1927,2.8876491597884524e-07,2.4528294728654032e-08
1928,1.7824623643747373e-07,2.2852082448565625e-09
1929,2.183519605125639e-07,0.0
1930,1.7541018415556664e-07,2.100720708497761e-09
1931,1.1633463614657558e-07,0.0
1932,1.632970887399665e-07,1.0959536500543265e-08
1933,1.3879500571079006e-07,1.1470662197865522e-09
1934,1.317973783443449e-07,1.0783422155213884e-08
1935,1.6875280284267546e-07,1.196828414151696e-08
1936,1.3822174960154143e-07,1.2124714565686645e-09
1937,1.208747373304675e-07,1.2591118148108649e-09
1938,1.1539040922770027e-07,2.5930428915188486e-09
1939,7.799965739963e-08,1.5294050470515685e-09
1940,8.621661695684679e-08,0.0
1941,8.854507971278736e-08,5.9030051957620344e-09
1942,1.608132293995368e-07,3.034211770724937e-09
1943,1.5677470432962082e-07,2.9032352077962287e-09
1944,1.4780655810398002e-07,0.0
1945,1.6338780639557626e-07,6.535512131478072e-09
1946,2.631088840132634e-07,5.568441707737293e-09
1947,1.955022828070696e-07,3.5762612871081956e-09
1948,1.5220642346491786e-07,8.697510267552389e-09
1949,1.688525461673862e-07,1.5707213640858697e-08
1950,1.4889505894899457e-07,4.2541445921528975e-09
1951,1.460612031323194e-07,8.529121520162164e-09
1952,1.697713489789976e-07,3.163441175679793e-09
1953,1.572978778341394e-07,9.69644453618912e-09
1954,1.6417860493334047e-07,3.9090144454689835e-09
1955,1.7738798696598224e-07,9.385607846468247e-10
1956,1.8052763017806228e-07,1.3081712602058815e-08
1957,1.378265830354053e-07,3.534015080575159e-09
1958,1.795076887134428e-07,4.963346067476948e-09
1959,2.0772004205582562e-07,3.875373910666724e-09
1960,2.3115583580590737e-07,3.4604167309382206e-09
1961,1.9107437410070816e-07,1.250668635321972e-08
1962,2.2006589173173552e-07,1.775747771048941e-08
1963,1.4483959898115017e-07,1.1638895625054602e-08
1964,1.6791752344147426e-07,1.0951143103454797e-08
1965,1.8276624391688756e-07,4.3776345326485e-09
1966,1.7558866360900538e-07,4.985167390003653e-09
1967,2.164417356453896e-07,4.930335473218861e-09
1968,1.8998688666727048e-07,1.033025637253715e-08
1969,1.5260306707176596e-07,3.633406214786916e-09
1970,1.6003562830491092e-07,9.657322774803134e-09
1971,1.4849968632546506e-07,1.6442872063926472e-08
1972,1.8571131477074232e-07,8.208234758555477e-09
1973,1.290089750582979e-07,7.1671650836435674e-09
1974,1.3613883975693852e-07,9.56347201430674e-09
1975,1.2850830444222083e-07,5.140332159925265e-09
1976,1.2112676817110923e-07,5.713526984862938e-09
1977,1.2928920334331906e-07,2.9383909194713453e-09
1978,1.5564349808983025e-07,5.346532327976661e-09
1979,1.6619604004119992e-07,2.4578287405319088e-08
1980,1.4610836895911916e-07,8.527726191864815e-09
1981,1.5244573692285712e-07,4.427884725544118e-09
1982,1.3159904366233377e-07,6.207502400989995e-09
1983,1.4272613579890958e-07,2.0840542402922324e-08
1984,1.6121243628930415e-07,1.3917620389491958e-08
1985,1.2091271806013992e-07,1.2031116103372597e-08
1986,1.7324062717705146e-07,2.0980699177997053e-08
1987,1.6132557068004871e-07,4.888653482026939e-09
1988,1.4631591138680733e-07,1.2592763054541933e-08
1989,1.8934021817074154e-07,7.134558610566444e-09
1990,1.4602385300932497e-07,7.083246211792016e-09
1991,1.4712277085493497e-07,1.0550637696837839e-08
1992,1.5813539100406615e-07,1.2121877335236064e-08
1993,1.5066644820649344e-07,5.539207315052863e-09
1994,1.5033540812225965e-07,6.85740436656701e-09
1995,1.4694841876661258e-07,5.964695737326053e-09
1996,1.6868371321976383e-07,7.473329066698398e-09
1997,1.6014947945564018e-07,1.5823152121896555e-08
1998,1.6259320112510522e-07,8.582632382569955e-09
1999,1.5721492374609625e-07,2.7421206971744994e-09
2000,1.5772373096467618e-07,5.7434409450607404e-09
2001,1.8795399192583773e-07,1.9715452159729807e-08
2002,1.914593834584366e-07,8.324320677211006e-09
2003,1.875115316352094e-07,8.750537738855257e-09
2004,2.2552531930841724e-07,7.48814499296202e-09
2005,1.639364910488439e-07,1.170974917030776e-08
2006,2.3430793127943161e-07,8.235780224463696e-09
2007,2.1050906262587432e-07,6.790615014740098e-09
2008,2.7375337552371093e-07,2.8524845152588796e-08
2009,2.9372066379096395e-07,1.668867355419934e-08
2010,4.3364418722546816e-07,1.8422793124361903e-08
2011,4.5925904501586956e-07,1.6443079564609775e-08
2012,6.243399468530697e-07,1.9744664903065257e-08
2013,6.417776852174484e-07,1.6455837359430348e-08
2014,7.503267838160355e-07,2.1437907227195296e-08
2015,7.671567487932407e-07,2.349569905302218e-08
2016,8.167293721328406e-07,2.278474120487317e-08
2017,9.737931421227586e-07,2.037645252528364e-08
2018,1.1670810451391844e-06,3.175203966421236e-08
2019,1.0614659586849484e-06,2.1938494076945148e-08
