year,on_PRON aura_VERB,on_PRON saura_VERB
1922,1.0848516467376612e-05,1.0085637995871366e-06
1923,9.69979191722814e-06,8.800620889815036e-07
1924,9.988430520024849e-06,8.353772784630564e-07
1925,9.206574532072409e-06,8.479595408061869e-07
1926,9.653670531406533e-06,7.936050394619087e-07
1927,9.164662969851634e-06,8.573753689233854e-07
1928,9.290514299209462e-06,7.369796293232866e-07
1929,9.27661631067167e-06,9.15741395601799e-07
1930,8.738998076296411e-06,9.421732443115616e-07
1931,8.481023314743652e-06,8.017965598128285e-07
1932,9.03065802049241e-06,8.701871934135852e-07
1933,8.625937880424317e-06,7.559166164128328e-07
1934,9.926739267029916e-06,8.063603615937609e-07
1935,8.564504241803661e-06,8.102528568088019e-07
1936,8.857103921400267e-06,8.293304745166097e-07
1937,8.638766303192824e-06,7.781310955579102e-07
1938,1.0763721093098866e-05,7.96064199448665e-07
1939,7.94831817074737e-06,7.478790422510428e-07
1940,9.045137630891986e-06,7.176265484076794e-07
1941,9.11719166651892e-06,8.470812531413685e-07
1942,9.943112218024908e-06,8.040661043651198e-07
1943,9.693902256913134e-06,9.348417506771511e-07
1944,1.0237211427011061e-05,9.86448128514894e-07
1945,9.267356062991894e-06,9.955763431435116e-07
1946,9.105794333663653e-06,7.698370865227844e-07
1947,9.175494369628723e-06,8.606868817651048e-07
1948,8.135433517963975e-06,8.534431970019796e-07
1949,7.889929747761926e-06,7.824155545677058e-07
1950,8.519988114130683e-06,8.689090407187905e-07
1951,8.246594234151416e-06,8.294570363887033e-07
1952,9.301571481046267e-06,7.750431052500062e-07
1953,9.00045529306226e-06,7.724834176769946e-07
1954,8.420994390689884e-06,8.023252178190887e-07
1955,8.360699666809523e-06,7.09551969180211e-07
1956,7.706000587859307e-06,8.3112479387637e-07
1957,7.991291795406141e-06,8.419791299729695e-07
1958,7.079385795805138e-06,7.792453402544197e-07
1959,8.188665105990367e-06,8.93661223244635e-07
1960,7.664822987862863e-06,7.44681670994396e-07
1961,7.684664296903065e-06,8.518443337379722e-07
1962,7.664888698855066e-06,8.33333075433984e-07
1963,7.256204980876646e-06,7.636408980715714e-07
1964,7.691352493566228e-06,8.6270674160005e-07
1965,7.938840781207546e-06,8.109568057079741e-07
1966,7.374723963948782e-06,7.527602292611846e-07
1967,8.21886919766257e-06,7.617368282808457e-07
1968,7.234772738229367e-06,8.780718303569301e-07
1969,6.917551331753202e-06,8.424960782349444e-07
1970,6.544445341205574e-06,7.403947250850251e-07
1971,6.468214678534423e-06,8.046730499700061e-07
1972,6.4049884258565726e-06,7.859385107167327e-07
1973,7.277980330400169e-06,7.878367966895894e-07
1974,5.777462320111226e-06,7.42575423373637e-07
1975,5.997054131512414e-06,7.053678103829952e-07
1976,5.984348035781295e-06,7.376162898253824e-07
1977,6.052497383279842e-06,6.963986436403502e-07
1978,5.954849029876641e-06,7.27128394828469e-07
1979,6.664227157671121e-06,7.467117768555909e-07
1980,6.493579348898493e-06,6.418535178909224e-07
1981,6.2673541378899245e-06,7.527404193297116e-07
1982,6.37882953924418e-06,7.194495026396908e-07
1983,6.228164920685231e-06,6.776334231517467e-07
1984,6.5064875798270805e-06,6.175944093911312e-07
1985,6.259188012336381e-06,6.268211478754893e-07
1986,6.113176141298027e-06,6.486033328201302e-07
1987,6.141982339613605e-06,7.051882562336687e-07
1988,6.3419552134291735e-06,6.596209374265527e-07
1989,6.076448926251032e-06,6.904057840984024e-07
1990,5.925952791585587e-06,6.609213585306861e-07
1991,5.9007370509789325e-06,6.734823330134532e-07
1992,6.211911113496171e-06,6.507243881515024e-07
1993,6.066539981475216e-06,6.984940625898162e-07
1994,5.853585889781243e-06,6.351011450078659e-07
1995,6.0557929373317165e-06,6.517785777759855e-07
1996,5.592719162450521e-06,5.909268026016434e-07
1997,5.797506901217275e-06,6.262132217216276e-07
1998,5.6974374729179544e-06,5.993538394477582e-07
1999,5.6245467021653894e-06,6.718195635357915e-07
2000,5.4549434480577474e-06,6.225006359272811e-07
2001,5.3612889132637065e-06,5.445846085194717e-07
2002,5.490546982400701e-06,5.699969136685468e-07
2003,5.141982910572551e-06,5.133649096933368e-07
2004,5.517882073036162e-06,5.083129082095184e-07
2005,5.201380190555938e-06,5.188319533999675e-07
2006,5.310842652761494e-06,5.765045756334075e-07
2007,4.798168788511248e-06,5.288690942961694e-07
2008,4.837728624806914e-06,5.309027244493336e-07
2009,4.899317900708411e-06,5.020906854724672e-07
2010,5.056820327808964e-06,5.215067488961722e-07
2011,5.118768967804499e-06,6.160418735134954e-07
2012,4.966464416611416e-06,6.594037245122308e-07
2013,4.739002292808436e-06,5.926890622731662e-07
2014,4.845183639190509e-06,6.667405898497236e-07
2015,4.760095634992467e-06,6.742822193928077e-07
2016,4.993793709218153e-06,7.1316239314001e-07
2017,4.62746709217754e-06,5.645031961876157e-07
2018,4.5681636038352735e-06,6.017398845870048e-07
2019,4.642542648980452e-06,6.290735825587035e-07
