year,un_DET satin_NOUN
1975,2.2845920710778955e-08
1976,2.6282224174778435e-08
1977,2.9971587878208084e-08
1978,2.7326720886122757e-08
1979,1.9896709724243067e-08
1980,2.0466543348973687e-08
1981,2.5302197670384885e-08
1982,1.6760256515979677e-08
1983,2.2735137106266734e-08
1984,1.9136727757995686e-08
1985,2.346067662362117e-08
1986,2.2179596825822046e-08
1987,2.0165696001939182e-08
1988,3.0582423649061496e-08
1989,2.250130037850795e-08
1990,2.233946816421195e-08
1991,2.5204299980430278e-08
1992,2.0386792920490393e-08
1993,2.6588196533339215e-08
1994,3.481451565923166e-08
1995,2.1147558093570495e-08
1996,4.217092786085175e-08
1997,1.9659066707866657e-08
1998,2.193339376788117e-08
1999,2.376504681933511e-08
2000,1.8113929911578452e-08
2001,4.556460364568693e-08
2002,3.0668549810819457e-08
2003,2.000123072720683e-08
2004,2.9512100679918163e-08
2005,2.7472872199396647e-08
2006,2.7589862117149977e-08
2007,1.8374605670334887e-08
2008,2.9376333449127046e-08
2009,2.765551720962378e-08
2010,2.5036102802022953e-08
2011,2.8297391957421425e-08
2012,4.629783628695705e-08
2013,4.044231460831327e-08
2014,5.846701878198246e-08
2015,5.807427516657526e-08
2016,5.1576368620409596e-08
2017,3.119358216174817e-08
2018,3.9754586511620005e-08
2019,3.749952059983741e-08
