year,ton_DET oeil_NOUN,ton_DET seuil_NOUN
1870,1.0894692259455496e-08,9.747882501187632e-09
1871,3.18635318130589e-09,1.6993883633631413e-08
1872,7.2568073772316666e-09,1.814201766592305e-08
1873,8.380406091301751e-09,8.979006871356887e-09
1874,5.377148226681783e-09,1.0156835539287812e-08
1875,7.4379850611983045e-09,2.4602566539577708e-08
1876,1.0882827083946722e-08,1.6324239737741664e-08
1877,6.184816214727107e-09,2.4739263415618495e-08
1878,9.058632732816818e-09,1.9325083755461492e-08
1879,8.553055264037823e-09,2.382636898889956e-08
1880,1.0910338854586143e-08,2.8880309033141316e-08
1881,5.578006112560985e-09,1.394501542018034e-08
1882,1.0648615766939429e-08,3.1945848633085916e-08
1883,7.583206618200222e-09,1.76941486462745e-08
1884,9.242375753615306e-09,2.0465260597291035e-08
1885,9.023889857573408e-09,2.1915161241281567e-08
1886,6.4534639854230136e-09,1.8715045013717457e-08
1887,8.487601954598745e-09,1.5016526688782506e-08
1888,1.014498307583267e-08,2.4728397107764977e-08
1889,3.7590820456401275e-09,1.566284169030041e-08
1890,5.243509015873116e-09,1.835228202740069e-08
1891,5.736798147637501e-09,1.72103943318902e-08
1892,1.3163876211308434e-08,3.322311559195157e-08
1893,4.310891532632866e-09,2.6481190629201734e-08
1894,6.93169299736951e-09,2.70966185045296e-08
1895,8.426060515986933e-09,2.5278180881826984e-08
1896,1.0024949537168482e-08,2.6536630670648265e-08
1897,1.3984112423592876e-08,3.146425486821869e-08
1898,6.790025763869778e-09,2.8857609635224435e-08
1899,6.080336234504102e-09,2.3215829259015663e-08
1900,5.19105292084987e-09,3.997111075459969e-08
1901,5.029864968975062e-09,2.794369535763508e-08
1902,6.38336894454028e-09,1.9150106222998176e-08
1903,1.1340462569009446e-08,3.29413452071492e-08
1904,2.6873125946735854e-09,4.2997001514777367e-08
1905,1.9610884693932462e-08,3.560923778067604e-08
1906,8.745113966313056e-09,4.475440618101345e-08
1907,5.65712765521198e-09,4.268560027664847e-08
1908,2.9468334439286537e-09,4.8622753157090415e-08
1909,7.151278402783845e-09,6.381140815747699e-08
1910,6.412980702030779e-09,3.740905352156432e-08
1911,1.0640748393520028e-08,4.309503154331651e-08
1912,1.3544495081063701e-08,5.1573268988747145e-08
1913,1.0075680068055703e-08,3.92421242167984e-08
1914,4.687720545071272e-09,2.9465672568562695e-08
1915,4.712304768617059e-09,4.358881966481931e-08
1916,2.307367008569372e-08,3.84561182897869e-08
1917,1.096642476827725e-08,2.4126133313373543e-08
1918,1.378365155346728e-08,3.101321510712296e-08
1919,1.1049417880659718e-08,3.9593746947730324e-08
1920,9.086678076641874e-09,4.543338993912016e-08
1921,9.087297248022708e-09,5.679560532989569e-08
1922,1.1804696775641332e-08,5.090775334615216e-08
1923,1.9108706617032567e-08,6.581888101209188e-08
1924,2.0626598762341075e-08,5.5433986068109675e-08
1925,8.798542339150117e-09,7.918687994212803e-08
1926,1.2260752302317712e-08,4.7928395141561e-08
1927,1.6723837648058293e-08,5.2401357919507063e-08
1928,9.14083297942625e-09,5.370239530844145e-08
1929,7.798284684668033e-09,3.453526020713582e-08
1930,1.7856125467119455e-08,3.7812974085227324e-08
1931,1.1405356659111021e-08,3.42160717536899e-08
1932,6.575721855917038e-09,2.8494796078248896e-08
1933,8.02946331646126e-09,3.0970788600370724e-08
1934,7.188948103475923e-09,2.6359476379411717e-08
1935,9.574627313213568e-09,3.590485420090772e-08
1936,1.333718646634452e-08,4.1224028191066964e-08
1937,1.0072894296442314e-08,2.7700460591972842e-08
1938,1.2965214457594243e-08,3.3709559033034964e-08
1939,7.647025235257843e-09,2.5999884911698246e-08
1940,1.77504799747652e-08,1.5214697057785997e-08
1941,2.066051862925633e-08,3.246652724442356e-08
1942,1.2136847082899749e-08,2.730790527039062e-08
1943,3.1935586841669306e-08,5.516146828199453e-08
1944,9.639558484764166e-09,5.46241629706401e-08
1945,1.3071024262956144e-08,3.0499055725385915e-08
1946,8.352662561605939e-09,4.1763314584386535e-08
1947,1.311295805273005e-08,3.457052732969146e-08
1948,9.784699273041042e-09,4.240036233227329e-08
1949,1.3743811866362421e-08,3.4359527556482305e-08
1950,2.446133051670074e-08,3.828730266164371e-08
1951,1.2793682113709792e-08,2.132280330080505e-08
1952,9.490323416017077e-09,3.690681482648728e-08
1953,1.2928592529881655e-08,1.8315507332999914e-08
1954,2.1499578783945594e-08,2.34540866728139e-08
1955,1.6894093679553635e-08,2.0648336374051723e-08
1956,3.3140338695503146e-08,4.534993536253751e-08
1957,1.590306802912167e-08,3.003912818488885e-08
1958,1.0753916535044539e-08,2.7298403537656668e-08
1959,1.5501496086756106e-08,2.325224279786653e-08
1960,1.8686250546906535e-08,2.629916684426803e-08
1961,2.014966149488373e-08,2.084447769945541e-08
1962,2.156265105357491e-08,2.6636217509423687e-08
1963,2.5217607557692645e-08,2.3277791250109203e-08
1964,2.190228598486499e-08,2.9203048423909195e-08
1965,1.9699356812452606e-08,2.954903388641128e-08
1966,2.714146618565394e-08,3.3234450191876874e-08
1967,2.859594561144263e-08,2.662381248796919e-08
1968,1.5270813474854705e-08,4.042274237558985e-08
1969,1.952955788753208e-08,1.7258680234943924e-08
1970,1.655541059797372e-08,2.713247759800197e-08
1971,3.134422410511206e-08,4.7273257641755606e-08
1972,2.462470471975564e-08,2.7702793281569882e-08
1973,2.8117339789801576e-08,2.2052815684681093e-08
1974,3.8816442948785834e-08,1.4626486743996026e-08
1975,4.5120694736056066e-08,2.3988217634496323e-08
1976,6.113473594027141e-08,1.656922776760439e-08
1977,2.703319657015868e-08,1.8218023367655434e-08
1978,3.445542917646094e-08,2.4356423877769373e-08
1979,2.6919076412390552e-08,1.8141117053005473e-08
1980,3.75219948445249e-08,1.8192481354706302e-08
1981,3.858585251315105e-08,1.3283654176632353e-08
1982,3.910726287248423e-08,2.0484757556893385e-08
1983,2.3366669932300965e-08,2.1472073896688926e-08
1984,2.841514157303493e-08,2.2616133243946734e-08
1985,4.210890658384869e-08,1.0828004826102244e-08
1986,3.296966988308725e-08,1.6784558687366058e-08
1987,3.6664902669514277e-08,9.166225556356267e-09
1988,3.1781735909675035e-08,1.3192418657492766e-08
1989,3.12822970860438e-08,1.8110803523541108e-08
1990,3.759569178196642e-08,1.2531897519707513e-08
1991,4.747786985781488e-08,1.9928982020189778e-08
1992,3.361065964435639e-08,1.4876849585565566e-08
1993,3.7112688588969434e-08,1.1632335372713243e-08
1994,4.219941307503916e-08,1.160483886764041e-08
1995,4.500634237514234e-08,2.006306737412089e-08
1996,5.071187736405136e-08,2.0284749657761836e-08
1997,5.370281641603469e-08,1.1987236203658824e-08
1998,3.7191406510039826e-08,1.3350761940422728e-08
1999,4.5244991975224025e-08,1.2339543525863306e-08
2000,1.5463109903635086e-08,1.767212554071307e-08
2001,4.512648243970574e-08,9.200544492937723e-09
2002,3.98691155645281e-08,1.445803121669087e-08
2003,2.666830634101558e-08,1.708438335246143e-08
2004,3.303593398840121e-08,1.0571498704203819e-08
2005,4.3235996560753165e-08,1.5763124139311913e-08
2006,3.2119541415465136e-08,1.3589036729211301e-08
2007,2.4765773432022797e-08,8.38840730210677e-09
2008,2.426740586258802e-08,1.2346575400945525e-08
2009,3.003961235314989e-08,1.6211853859360303e-08
2010,1.795041404406561e-08,1.0864723898329487e-08
2011,1.5295888056154894e-08,1.1089518608953242e-08
2012,3.268082537921657e-08,1.6340413244719798e-08
2013,2.1755174772764008e-08,2.3428649909007504e-08
2014,3.6379479873005494e-08,2.9883144403441975e-08
2015,2.7485534959126312e-08,6.051251000283031e-08
2016,2.5891751409545805e-08,2.485608086022495e-08
2017,9.559323110863716e-08,1.635147395262493e-08
2018,3.381721547235372e-08,1.8328413009527367e-08
2019,5.1529952804774126e-08,6.300939880965473e-08
