year,son_DET entier_ADJ,son_DET sentier_NOUN
1857,2.4095129447232466e-06,7.224633646885081e-08
1858,2.371475375184673e-06,3.474509924217273e-08
1859,2.5634001303842524e-06,6.314294753728689e-08
1860,2.446962525937124e-06,5.172217887317032e-08
1861,2.366470653214492e-06,6.130752849831111e-08
1862,2.322696673218161e-06,6.189641521547884e-08
1863,2.4268863398901885e-06,4.19548156216365e-08
1864,2.479833256074926e-06,4.123465868755005e-08
1865,2.360011649216176e-06,5.3658027354686055e-08
1866,2.709173259063391e-06,2.286838091114518e-08
1867,2.284218453496578e-06,3.979305418511103e-08
1868,2.547493068050244e-06,1.3337659976464522e-08
1869,2.470083927619271e-06,3.564969008884589e-08
1870,2.4530261271138443e-06,4.128515085355389e-08
1871,2.259124357806286e-06,3.823623728749226e-08
1872,2.2199783415999264e-06,3.446983309896012e-08
1873,2.619475480969413e-06,4.010622978167788e-08
1874,2.248245436931029e-06,2.1508592573660223e-08
1875,2.2868944142828695e-06,1.602027621672164e-08
1876,2.4196151571231894e-06,3.3857682879556705e-08
1877,2.2314816305879503e-06,3.463496867084359e-08
1878,2.162597638744046e-06,4.5897075418022126e-08
1879,2.2934407297725556e-06,4.154341215478752e-08
1880,2.3765285277477233e-06,2.3104246071881107e-08
1881,2.4536254841223126e-06,3.2073533162702006e-08
1882,2.3207328467833577e-06,3.6604619113589365e-08
1883,2.423466412437847e-06,1.516641390253426e-08
1884,2.2102481125330087e-06,3.630933420595284e-08
1885,2.477702309988672e-06,3.2872742916634223e-08
1886,2.3258282908500405e-06,1.936039106809062e-08
1887,2.2825120140623767e-06,3.1991731541669566e-08
1888,2.2261897356656846e-06,2.4728397107764977e-08
1889,2.120748831657693e-06,2.318100555953606e-08
1890,2.0718416635645553e-06,2.1629475543960552e-08
1891,2.1538489818340167e-06,4.525696217783093e-08
1892,2.1507266865228303e-06,2.3193495124473884e-08
1893,1.9737724414881086e-06,2.586534902926374e-08
1894,2.0517811663012253e-06,1.4493540145821271e-08
1895,2.0005875285278307e-06,1.5648397244660828e-08
1896,2.2874576188769424e-06,2.7126333179694484e-08
1897,2.0107988802919863e-06,1.2818770045441852e-08
1898,1.9628832887974568e-06,2.1501747937691107e-08
1899,1.8019906065092073e-06,2.7085134135518274e-08
1900,1.867740934358153e-06,1.1939421895590385e-08
1901,1.8331063529331004e-06,2.2913829389459295e-08
1902,1.8374282717559254e-06,1.6694964799501832e-08
1903,1.8387750060355756e-06,1.2960528428251905e-08
1904,1.7736263089318527e-06,1.8811187274536678e-08
1905,1.8057495481116348e-06,1.2385822145688508e-08
1906,1.753138121785014e-06,2.9321852501595913e-08
1907,1.7475381355325226e-06,2.3657079406547155e-08
1908,1.6600495200691512e-06,2.406580601466146e-08
1909,1.752613343342091e-06,2.365422852035337e-08
1910,1.7603632613827358e-06,3.473697940403753e-08
1911,1.7355060890622553e-06,1.542908456553249e-08
1912,1.507606498307723e-06,1.771203156364365e-08
1913,1.5315034715968068e-06,1.0605979872124749e-08
1914,1.5074369912326802e-06,1.875088173619588e-08
1915,1.4290063745647785e-06,1.2958838224719216e-08
1916,1.3910126881455653e-06,8.789969641043172e-09
1917,1.417958628735505e-06,1.2063066989753679e-08
1918,1.4266079233493656e-06,1.722956355365568e-08
1919,1.4962753311920096e-06,1.8415697411455767e-08
1920,1.412978463122272e-06,1.2872794385998532e-08
1921,1.4123173741609207e-06,2.4232791773215467e-08
1922,1.4556666201315238e-06,2.8773948279603445e-08
1923,1.4756168411622639e-06,3.078624954966358e-08
1924,1.3781146890323726e-06,4.125319807979366e-08
1925,1.2592913662956562e-06,1.759708534443405e-08
1926,1.2762328651660937e-06,1.6719207573956396e-08
1927,1.3668949350176263e-06,1.0034302277972529e-08
1928,1.2317271966821863e-06,1.4853853258500749e-08
1929,1.3312785540620098e-06,2.2280811862174232e-08
1930,1.2184179922769545e-06,1.05036033204442e-08
1931,1.0971953088301234e-06,1.3686427990933225e-08
1932,1.1134889064123854e-06,2.4110980323399644e-08
1933,1.3007730785830063e-06,1.835305885045102e-08
1934,1.2101395441277418e-06,1.3179738189705859e-08
1935,1.162120383924048e-06,9.574627313213568e-09
1936,1.1894344424945302e-06,1.9399543305098632e-08
1937,1.0274352462147363e-06,1.2591118370153254e-08
1938,1.1694623935909476e-06,1.0372171899142302e-08
1939,9.987014664147864e-07,1.2235240376412548e-08
1940,1.072636223398149e-06,0.0
1941,1.2337280850260868e-06,1.4757512545315876e-08
1942,1.2258215065230615e-06,1.8205270180260413e-08
1943,1.2106490885344101e-06,3.774205858952939e-08
1944,1.1856657238240587e-06,2.8918675454292497e-08
1945,9.389352157995745e-07,1.742803235060819e-08
1946,9.870062740446883e-07,9.744772988540262e-09
1947,1.0180423259953386e-06,8.344609447874518e-09
1948,1.100235067497124e-06,1.4133454406817236e-08
1949,1.0199871667282423e-06,1.3743811422273211e-08
1950,1.1113952496089041e-06,2.765194051512765e-08
1951,1.212201368616661e-06,1.3859822622919182e-08
1952,9.606316098142997e-07,1.2653764258629963e-08
1953,1.0935434602288296e-06,8.619061908632375e-09
1954,1.039797894009098e-06,1.9545072227344917e-08
1955,9.995671916840365e-07,1.8771215692936494e-08
1956,1.0046754823633819e-06,1.6570168570595456e-08
1957,1.001009763967886e-06,3.003912851795576e-08
1958,9.926692428052775e-07,2.3989505326671434e-08
1959,9.277645176553051e-07,1.9376869886400527e-08
1960,9.405412697560678e-07,2.07624992754063e-08
1961,1.1818818848041701e-06,1.042223907177231e-08
1962,9.766613402462099e-07,1.6489086374082973e-08
1963,1.0106441550306045e-06,2.1984580267364606e-08
1964,1.1072822871938115e-06,1.3384730601639916e-08
1965,1.2624003602468292e-06,1.6963333848707407e-08
1966,1.0812274240379338e-06,1.82789473557321e-08
1967,1.1532055168572697e-06,1.1832805346667641e-08
1968,1.2072925983375171e-06,1.7067379842750086e-08
1969,1.4024948313817731e-06,1.862120674323009e-08
1970,1.2195819181215484e-06,2.8971968324409403e-08
1971,1.2131756648159353e-06,2.1067429134546956e-08
1972,1.259451096302655e-06,3.5911028817281476e-08
1973,1.3303360901772976e-06,3.087394151446432e-08
1974,1.1284896572760772e-06,1.6876715136504572e-08
1975,1.1023156503142673e-06,2.1132477101559743e-08
1976,1.1587032986426493e-06,1.4855169427896442e-08
1977,1.1365696082066279e-06,9.402850942308305e-09
1978,1.177425247078645e-06,2.3168306606535793e-08
1979,1.3219607808423461e-06,1.9896709724243067e-08
1980,1.350791762888548e-06,2.5014662341504845e-08
1981,1.1733894780263654e-06,2.3404533699977748e-08
1982,1.2669512443608255e-06,3.2279010242497463e-08
1983,1.2693785720330197e-06,2.77873913878679e-08
1984,1.1429846153987455e-06,2.609553773069706e-08
1985,1.156791768153198e-06,1.9249785432329247e-08
1986,1.171322423942911e-06,2.3977941410180392e-08
1987,1.3174920923120226e-06,2.6276512021805587e-08
1988,1.1663297527775285e-06,1.4991384744700298e-08
1989,1.2244000799910282e-06,1.975724017722058e-08
1990,1.3387335684456048e-06,2.451892872068484e-08
1991,1.3340694522412377e-06,2.0515128484888123e-08
1992,1.3692210814042483e-06,2.9202704754371922e-08
1993,1.3908950222685235e-06,2.880387894865777e-08
1994,1.3155666920283693e-06,3.006708115815826e-08
1995,1.4136329582470353e-06,2.9281234381617338e-08
1996,1.2768716715072514e-06,4.163712086224791e-08
1997,1.3104446452416596e-06,4.5551498573104254e-08
1998,1.331261728410027e-06,5.4833487528327396e-08
1999,1.3344987337404746e-06,4.433095215916616e-08
2000,1.409793867424014e-06,3.092622014033708e-08
2001,1.3971684893476777e-06,4.162151068243247e-08
2002,1.3472256341628963e-06,3.504977230672779e-08
2003,1.3004965921936673e-06,2.541823063140214e-08
2004,1.2663774668908445e-06,2.3785872299564303e-08
2005,1.2565461702251923e-06,3.873224718731194e-08
2006,1.3683747965842485e-06,3.047238655851103e-08
2007,1.2730406524497084e-06,2.6763012084263238e-08
2008,1.1699444257828873e-06,3.703972434321301e-08
2009,1.2845511037085089e-06,4.1483273705011925e-08
2010,1.070883854481508e-06,3.3066550497729e-08
2011,9.150764981313841e-07,3.709252882622138e-08
2012,8.582121040490165e-07,4.11914582998385e-08
2013,9.343568763142684e-07,4.434708916756236e-08
2014,9.712022119856556e-07,5.8033930661061106e-08
2015,9.101258342525398e-07,4.809968667807141e-08
2016,1.0139209507542546e-06,5.1990634464260665e-08
2017,9.063747370419151e-07,7.496522025363106e-08
2018,7.700515425312915e-07,5.1629333475133876e-08
2019,8.816213608042744e-07,4.4387186148853175e-08
