year,mon_DET an_NOUN,mon_DET sang_NOUN
1920,1.2872793941909322e-08,1.4122211822176212e-06
1921,6.8154727417280014e-09,1.4032300718058721e-06
1922,8.115728866719962e-09,1.5375618138691038e-06
1923,1.0615948120573648e-08,1.7272147609936894e-06
1924,9.024137215263295e-09,1.922141211530004e-06
1925,1.3197813508725176e-08,1.8476938521416741e-06
1926,4.458455493683289e-09,1.8034452211601604e-06
1927,1.0034302500017134e-08,1.7827610374610003e-06
1928,4.570416489713125e-09,1.5276616629478212e-06
1929,8.912325322185666e-09,1.5785955485014824e-06
1930,1.0503603875555712e-08,1.5650369364905714e-06
1931,7.983749661377715e-09,1.3846102966397211e-06
1932,8.767629289252454e-09,1.24061954576149e-06
1933,2.2941324395731044e-09,1.2434197402821923e-06
1934,3.5944740517379614e-09,1.2245174900726852e-06
1935,4.787313656606784e-09,1.3308732205175033e-06
1936,9.699771652549316e-09,1.2197462959662175e-06
1937,6.295559185076627e-09,1.072763251563913e-06
1938,2.5930428915188486e-09,1.4443248765871886e-06
1939,4.588215141154706e-09,1.1807007229691635e-06
1940,0.0,9.052744811555158e-07
1941,5.9030051957620344e-09,1.3960607820884263e-06
1942,3.034211770724937e-09,1.7810822861008546e-06
1943,2.9032352077962287e-09,1.8551673424127557e-06
1944,3.2131861615880553e-09,1.985749037203277e-06
1945,1.3071024262956144e-08,1.782016298079725e-06
1946,1.1136883415474585e-08,2.1146157607176974e-06
1947,3.5762612871081956e-09,1.7654810413603172e-06
1948,5.435943917220243e-09,2.0286943041014638e-06
1949,5.890204879399619e-09,1.3164607555182783e-06
1950,8.508289184305795e-09,2.0005114524934697e-06
1951,4.264560815592233e-09,1.514985167982985e-06
1952,8.435843135146115e-09,1.5764481418045762e-06
1953,9.696444647211422e-09,1.4986394258897917e-06
1954,9.772536113672459e-10,1.450244351275387e-06
1955,2.815682353940474e-09,1.4294280639148838e-06
1956,1.8314396887930684e-08,1.8052762946751955e-06
1957,5.30102267637389e-09,1.526694473064083e-06
1958,6.617794867658233e-09,1.6172235888234354e-06
1959,5.4255234749334136e-09,1.6121555308501456e-06
1960,5.536666791705613e-09,1.9316045420936234e-06
1961,6.253343398654465e-09,1.7815080379790516e-06
1962,1.9025869213429303e-09,1.9089288292306605e-06
1963,7.112658351182688e-09,1.9391693317771797e-06
1964,3.6503810529886493e-09,1.8367500755900323e-06
1965,6.566451882239477e-09,1.7023527547621597e-06
1966,1.1078149508847446e-08,2.0450264008875507e-06
1967,7.395503431872896e-09,2.2359070896982303e-06
1968,1.0779397874305374e-08,2.1302784434240607e-06
1969,6.358460841182634e-09,1.788998402751929e-06
1970,8.737577383843842e-09,1.6026556401982361e-06
1971,4.624557625731995e-09,1.73986139273552e-06
1972,3.591102859523687e-09,1.5841893654666706e-06
1973,4.410563081425067e-09,1.4372921901539826e-06
1974,7.875800178691605e-09,1.1853079255885746e-06
1975,6.8537762132336866e-09,1.382749356793056e-06
1976,7.427584769459372e-09,1.3363938853316881e-06
1977,7.052138317753531e-09,1.2905413315777992e-06
1978,2.3762365408686037e-09,1.4809894159917292e-06
1979,6.437170796402825e-09,1.5068831831221985e-06
1980,4.5481204913322415e-09,1.447439324842037e-06
1981,6.95810464801383e-09,1.342281657823463e-06
1982,1.0552753781922775e-08,1.2942642380053826e-06
1983,3.789189517711122e-09,1.447470443949328e-06
1984,6.378909400694965e-09,1.3940816288027236e-06
1985,4.210890636180409e-09,1.356508326999517e-06
1986,2.9972427317837003e-09,1.5639613031304123e-06
1987,1.2832715556854168e-08,1.4012102744764832e-06
1988,4.197587666343594e-09,1.2161011464506544e-06
1989,2.7440609784434855e-09,1.3873972601885498e-06
1990,2.724325487424295e-09,1.3801433116356066e-06
1991,5.275318792907768e-09,1.234424580331961e-06
1992,4.958949806344037e-09,1.2656342027739242e-06
1993,8.308811361157353e-09,1.4684439371137614e-06
1994,5.802419100753298e-09,1.4353075377115943e-06
1995,5.964695848348356e-09,1.471110948614296e-06
1996,1.2277612482236577e-08,1.4984025078490504e-06
1997,3.3564261370244708e-09,1.3123626567690394e-06
1998,8.10581957111367e-09,1.3808502421497337e-06
1999,4.570201245224226e-09,1.572149221473751e-06
2000,6.185243983658495e-09,1.3033193244638142e-06
2001,2.1906058633724967e-09,1.4129407572838204e-06
2002,6.571832356083718e-09,1.495310883115053e-06
2003,4.16692297333654e-09,1.5300940701123977e-06
2004,6.607186769924667e-09,1.561939011907043e-06
2005,1.3511248786457486e-09,1.5974799509876902e-06
2006,8.235779835885637e-10,1.5722103920978725e-06
2007,2.396687653893892e-09,1.5606431573722546e-06
2008,3.83169571072095e-09,1.8341050447290286e-06
2009,4.291373256748443e-09,1.8038071711856674e-06
2010,1.8895172093635892e-09,2.2626968547712067e-06
2011,1.91198598620268e-09,2.689399511979218e-06
2012,2.0425516555899748e-09,3.312337983452096e-06
2013,2.5102124823206395e-09,3.973945295943082e-06
2014,3.4647123642317368e-09,3.954103032555167e-06
2015,1.10828768384863e-09,4.428717660154291e-06
2016,1.8642060672924288e-09,4.5057859843211645e-06
2017,2.26405022507592e-09,4.846576544537129e-06
2018,1.8070267504555204e-09,5.326856443055306e-06
2019,2.295888978931515e-09,5.226463659191438e-06
