year,mon_DET ombre_NOUN,mon_DET sombre_ADJ
1963,3.7697089627641844e-07,1.6165132787904213e-08
1964,4.1431823638582443e-07,1.1559539880856562e-08
1965,3.217561408419556e-07,4.377634699181954e-09
1966,3.179428871291634e-07,2.769537488234164e-09
1967,3.5005382370556504e-07,1.035370456037299e-08
1968,4.082696873908276e-07,8.98283178396575e-09
1969,3.079311687859132e-07,9.537690970340407e-09
1970,3.081145885097669e-07,9.197449912790034e-09
1971,2.94430184233363e-07,8.735275947024945e-09
1972,2.996005867839102e-07,7.695220238801426e-09
1973,2.8448132294300876e-07,9.923766697284009e-09
1974,2.3233610368933455e-07,7.313243122197832e-09
1975,2.5130512426585483e-07,7.4249242310031605e-09
1976,2.4339623982960745e-07,1.0284348483935446e-08
1977,2.6210446835150947e-07,4.11374712072643e-09
1978,3.106929309382167e-07,1.3663359776927564e-08
1979,2.908430722925459e-07,7.02236779837051e-09
1980,2.4218742233905743e-07,6.2536656408873625e-09
1981,2.3404532689674795e-07,4.427884614521815e-09
1982,2.8057910173018286e-07,5.586751949948621e-09
1983,3.5934148723271164e-07,7.57837925746685e-09
1984,2.9227002085185916e-07,3.4794050418618383e-09
1985,2.731063375449594e-07,1.3234227491665251e-08
1986,3.159093715510153e-07,4.7955883708539204e-09
1987,2.4993240588244703e-07,4.277571907795874e-09
1988,2.278690476309464e-07,5.3968984281560495e-09
1989,2.4367262474456197e-07,6.0369343968247335e-09
1990,2.424649685472957e-07,5.44865097484859e-09
1991,2.684551116960421e-07,6.447611611282156e-09
1992,2.4298853329440817e-07,2.2039776670368383e-09
1993,2.110438002134174e-07,6.64704896680135e-09
1994,2.458115753167789e-07,4.2199412852994556e-09
1995,3.367342067406298e-07,5.964695848348356e-09
1996,2.7064127738896104e-07,9.074756945892659e-09
1997,2.905705960287719e-07,8.630809955612051e-09
1998,3.1755739415828543e-07,2.86087753487152e-09
1999,2.7604015495619194e-07,4.113180906983871e-09
2000,2.575712303443112e-07,5.301637684418381e-09
2001,2.5980585416363056e-07,4.8193329327261836e-09
2002,3.255247440492326e-07,7.448076377869484e-09
2003,3.816901399389394e-07,5.416999737661854e-09
2004,2.664898746118638e-07,8.809582230373536e-09
2005,2.8508735350207814e-07,6.7556242822064405e-09
2006,3.051356507466352e-07,7.000412693969338e-09
2007,3.0637658454679695e-07,9.187302696389565e-09
2008,3.3718921343961483e-07,7.6633914214419e-09
2009,3.189920843027494e-07,5.721830786953319e-09
2010,3.3727881243450497e-07,1.2281861749841028e-08
2011,4.523758878605122e-07,1.8737462137430327e-08
2012,5.068932438234697e-07,1.3617011074273933e-08
2013,4.814029792576946e-07,2.649668795484672e-08
2014,5.242542646666237e-07,1.6673928682209294e-08
2015,5.472724868837986e-07,1.7954260078667517e-08
2016,5.451767086661619e-07,2.423467870826812e-08
2017,5.063925598847163e-07,1.7860841028394248e-08
2018,5.088070933467748e-07,2.1942467842706037e-08
2019,5.788191277389387e-07,2.3724186615226017e-08
