year,en_ADP antennes_NOUN,en_ADP centaine_NOUN
1985,1.4437339324047116e-08,3.609334831011779e-09
1986,1.0790073723399018e-08,3.5966913891627428e-09
1987,9.166225112267057e-09,6.110816852533674e-10
1988,1.079379691182325e-08,1.798966087207532e-09
1989,1.0976243913773942e-08,3.2928733073589456e-09
1990,1.198703181159999e-08,4.90378582185258e-09
1991,1.4653663171770859e-08,3.5168792322792797e-09
1992,1.7080827197091253e-08,4.4079553340736766e-09
1993,2.1602909683338112e-08,7.200969598386564e-09
1994,1.793475057354499e-08,5.274926717646622e-09
1995,1.2471636778865758e-08,1.0844901643380922e-09
1996,1.1743802375008272e-08,2.135236876199542e-09
1997,1.6302642014132118e-08,3.835915585170824e-09
1998,5.72175506974304e-09,7.152193948201102e-09
1999,1.7366763860326984e-08,2.285100553223174e-09
2000,7.510653432518666e-09,4.859834756842929e-09
2001,1.095302959441824e-08,4.381211837767296e-09
2002,3.504977197366088e-09,1.752488598683044e-09
2003,1.1667384391955693e-08,5.000307723435071e-09
2004,1.4976290652057855e-08,1.7619165015858584e-09
2005,9.007498746882447e-09,6.305249655724765e-09
2006,8.64756888319107e-09,4.941467679486777e-09
2007,4.7933754743212376e-09,5.192823504529542e-09
2008,4.257439734089985e-09,3.405951742863067e-09
2009,5.245011536203492e-09,9.059565542202108e-09
2010,6.140930874920514e-09,7.085689368580006e-09
2011,6.118355155848576e-09,3.823971805871906e-09
2012,1.2595735121578855e-08,3.4042526575461807e-09
2013,8.925200134513034e-09,3.904775169871755e-09
2014,5.846701789380404e-09,4.7639794331644225e-09
2015,6.871383906315032e-09,6.64972610309178e-09
2016,7.2496901815100045e-09,3.5212781579474495e-09
2017,5.282783988036499e-09,3.018733707449428e-09
2018,5.6792268665617485e-09,6.195520096952123e-09
2019,4.846876844322168e-09,4.846876677788714e-09
