year,mon_DET antre_NOUN,mon_DET centre_NOUN
1881,1.045876096839038e-08,1.4642266066289267e-08
1882,1.3976308999019693e-08,1.9300616216355593e-08
1883,1.579834751908038e-08,1.1374810093833787e-08
1884,9.242375753615306e-09,7.2618666635548834e-09
1885,5.1565086089944145e-09,1.740321620147256e-08
1886,1.6133659519468324e-08,4.5174246565693466e-09
1887,2.0239665943222462e-08,3.1991731930247624e-08
1888,1.394935256193719e-08,1.0779044989916997e-08
1889,1.2530273707511697e-08,3.069916942877171e-08
1890,7.209825181320184e-09,1.5075089621063853e-08
1891,1.3385862196457765e-08,2.039750490734349e-08
1892,4.387958441043338e-09,2.6327752200572263e-08
1893,9.853466487186324e-09,2.7097032229139728e-08
1894,5.041231432301174e-09,3.717908314548879e-08
1895,3.611168697403855e-09,2.4074457982692365e-08
1896,4.717623180994224e-09,2.240870999870026e-08
1897,4.661370844871726e-09,2.7385553380554484e-08
1898,3.96084842702038e-09,3.395012981854961e-08
1899,4.4220627160029835e-09,1.2713430308508578e-08
1900,1.3496738504592543e-08,2.1283316997688928e-08
1901,8.941982265753268e-09,2.6267072517072165e-08
1902,9.329539640834383e-09,3.633610179409885e-08
1903,1.7820727116202306e-08,2.7001101798873606e-08
1904,7.524475265086039e-09,4.030968803192536e-08
1905,1.548227662739876e-08,2.838417451078712e-08
1906,3.2922780945909835e-08,2.469208493227626e-08
1907,1.439996183405512e-08,2.0057089711311704e-08
1908,2.3574666885295414e-08,4.37113643059206e-08
1909,4.4007870125817306e-09,2.1453836041018803e-08
1910,2.404867771588215e-08,4.54252808701483e-08
1911,2.181353409014264e-08,2.1281496453973148e-08
1912,2.3442395913342295e-08,2.6568048538955225e-08
1913,8.484783153850373e-09,2.8636145010807468e-08
1914,6.027069510139427e-09,1.6072185304860653e-08
1915,4.712304768617059e-09,2.1205371680821372e-08
1916,1.2086207812345151e-08,4.6147340837521256e-08
1917,1.7546279096336548e-08,7.895825682169288e-08
1918,3.44591288836682e-09,3.9053680289669046e-08
1919,9.207848428172127e-09,7.182121763982252e-08
1920,1.2872793941909322e-08,5.906340883043981e-08
1921,9.087297137000405e-09,3.029098954998588e-08
1922,1.5493664462518097e-08,4.721878532620849e-08
1923,3.8217413234065134e-08,2.7601465557580696e-08
1924,3.093989942026809e-08,3.4807385307367156e-08
1925,1.4297631523163545e-08,2.4195990988573612e-08
1926,2.452150482668003e-08,1.7833821530643945e-08
1927,3.233275258640589e-08,4.348197657488839e-08
1928,5.713020723163709e-09,5.255978896556712e-08
1929,1.4482528065684619e-08,2.8965057019547658e-08
1930,2.3107928570631486e-08,3.3611530447785753e-08
1931,7.983749661377715e-09,2.9653926425510235e-08
1932,7.671675850140502e-09,1.4247397928102146e-08
1933,1.7205993074753678e-08,1.9500125958415992e-08
1934,1.677421224144382e-08,3.354842448288764e-08
1935,8.377798899061872e-09,1.6755597798123745e-08
1936,8.487299751891442e-09,1.576212893539264e-08
1937,1.6368453148452033e-08,1.888667666705146e-08
1938,3.5006078036303734e-08,3.370955670156661e-08
1939,4.282334131744392e-08,2.7529289958749814e-08
1940,5.0715658339584024e-09,3.55009599495304e-08
1941,5.9030051957620344e-09,5.9030050181263505e-08
1942,2.1239483061208375e-08,5.158160143459156e-08
1943,5.806470415592457e-09,3.4838822049465534e-08
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,1.3071024262956144e-08,6.099811411530709e-08
1946,2.0881655515836428e-08,2.227376683094917e-08
1947,1.907339353124371e-08,4.410722409531331e-08
1948,1.5220642746172075e-08,2.0656586885436923e-08
1949,5.890204768377316e-09,2.945102384188658e-08
1950,3.6160227701032e-08,3.616023036556726e-08
1951,5.330700769690111e-09,2.4521223718210194e-08
1952,1.5817205323287453e-08,3.5852332658237174e-08
1953,3.232148326759443e-09,4.63274569817429e-08
1954,1.6613311615287785e-08,2.8340355395783945e-08
1955,6.569925492527773e-09,2.4402580844906652e-08
1956,1.2209598665435806e-08,2.7907653521452858e-08
1957,2.0320587268418677e-08,2.120408987282829e-08
1958,9.926692356998501e-09,2.3162282425381875e-08
1959,8.525822714489095e-09,2.635254203742221e-08
1960,1.7994166157109248e-08,2.491500011858605e-08
1961,1.042223907177231e-08,3.3351164219208584e-08
1962,1.9660065575521912e-08,4.05885196008704e-08
1963,1.7458343881671112e-08,3.168366147221491e-08
1964,1.3993127545575135e-08,3.102823886713679e-08
1965,1.3132903931012407e-08,2.1888173939998978e-08
1966,2.1602391320207914e-08,2.5479743759326823e-08
1967,2.218651079521905e-08,3.6484483656451516e-08
1968,2.0211371437595105e-08,4.491415722673864e-08
1969,2.3162965157030868e-08,5.1776037901518634e-08
1970,1.057706744411746e-08,3.816941651635375e-08
1971,1.6956711812454728e-08,4.7787098056417676e-08
1972,1.5903454553267693e-08,3.9502130899649046e-08
1973,1.4885650712059828e-08,3.1425262170259316e-08
1974,2.306484425673716e-08,3.656621472281074e-08
1975,2.2845919822600536e-08,3.71246211550158e-08
1976,9.71299568552908e-09,3.428116057691e-08
1977,1.5279633114317903e-08,3.173462115313441e-08
1978,1.7821774500603738e-08,4.990096880153061e-08
1979,1.2874341259738742e-08,4.3889799905549864e-08
1980,2.1603572708528418e-08,4.150159838012257e-08
1981,2.0241758491579276e-08,4.68090653460429e-08
1982,1.924325643276603e-08,4.4694014711410546e-08
1983,2.3998201426067567e-08,4.2312616521655855e-08
1984,1.5657322549600394e-08,4.697196720471197e-08
1985,1.2031116214394899e-08,3.789801561460138e-08
1986,1.498621410300771e-08,4.13619491990147e-08
1987,1.8332449891467206e-08,4.3997881560287055e-08
1988,1.5591039570495013e-08,3.537966664080017e-08
1989,1.9208427959327423e-08,5.2685971363430895e-08
1990,1.471135746555774e-08,3.977515095066053e-08
1991,1.992898113201136e-08,4.044411172632323e-08
1992,1.5978838474595136e-08,4.738552061844814e-08
1993,2.049506697687775e-08,4.3759739387638774e-08
1994,1.793475057354499e-08,5.8551686610286424e-08
1995,1.6809597269684673e-08,4.825981186895589e-08
1996,2.4555224520383945e-08,5.17794944698835e-08
1997,2.1097536384573345e-08,4.267456066298081e-08
1998,1.6688452952884347e-08,4.3866787757806947e-08
1999,1.8737824375447687e-08,5.072923325855072e-08
2000,2.694999279295729e-08,6.008522912548386e-08
2001,2.3220422196157386e-08,7.404248236753119e-08
2002,3.636413808960626e-08,5.1698412106837566e-08
2003,3.916907492795829e-08,6.792084539242182e-08
2004,3.083353911081943e-08,7.267905344221504e-08
2005,2.612174698768399e-08,5.989986995302843e-08
2006,3.7884585690761696e-08,6.670981500533912e-08
2007,3.6749212034559164e-08,6.910449679153885e-08
2008,5.4069482668950286e-08,1.1197066207557782e-07
2009,5.054284035743706e-08,9.631748976168808e-08
2010,1.1620531159550751e-07,9.494823860478618e-08
2011,9.483450510994196e-08,9.674648837609823e-08
2012,1.1778714514854016e-07,1.3787223718253472e-07
2013,1.1574869157593426e-07,1.3248343844196597e-07
2014,1.4097048572914161e-07,1.2732817600280555e-07
2015,1.4075253070011673e-07,1.4385573976483101e-07
2016,1.6301445615596322e-07,1.1682358125320036e-07
2017,2.105566618837429e-07,1.4842107032286833e-07
2018,2.679562576268779e-07,1.6779533718036532e-07
2019,2.2270122501666378e-07,2.323949828131333e-07
